geneid	genesymbol	count
552785	PHCL	1
724078	STG-1	1
724079	SSRBETA	1
725103	CSP6	1
725382	CSP1	1
726702	5-HT7	1
726970	AMEL_8916	1
751098	GLOB1	1
751102	TBH	1
768250	LOP2	1
751767	CHEMOSENSORY PROTEIN 5 PRECURSOR	1
410478	NACHRB1	1
725996	NACHRA3	1
411672	NEUROPEPTIDES CAPA RECEPTOR-LIKE PROTEIN	1
551010	NACHRA6	1
410309	E75	1
408611	STIP	1
410197	CRY2	1
100037419	APD-3	1
551367	APD-1	1
727161	APD-2	1
726117	TPI	1
408529	ADAR	1
406084	ECR	1
724153	Y-H	1
726755	PYROKININ-LIKE RECEPTOR 2	1
551621	LEUCINE RICH REPEAT G PROTEIN COUPLED RECEPTOR	1
726214	NACHRA1	1
724143	NACHRA4	1
408273	Y-Y	1
411303	NACHRA9	1
413894	Y-E3	1
726079	NACHRB2	1
726393	CAPA RECEPTOR-LIKE GPCR	1
100049551	BURS	1
409354	HEX70C	1
551648	HEX110	1
408423	FOXP	1
100126690	PBAN	1
726848	HEX70A	1
725126	DSX	1
724886	UNCHARACTERIZED PROTEIN LOC724886	1
410795	TREHALASE PRECURSOR	1
551408	UNCHARACTERIZED PROTEIN LOC551408	1
413211	SIFR	1
551643	TRET1	1
410818	EYG	1
552391	A4	1
724456	MSX	1
552127	DCR-1	1
410337	VENOM DIPEPTIDYL PEPTIDASE 4 PRECURSOR	1
410928	EST-6	1
726710	DLL	1
100174948	H	1
408474	APYRASE PRECURSOR	1
100187599	UNCHARACTERIZED PROTEIN LOC100187599	1
100187709	NRK1	1
409389	UBIQUITIN SPECIFIC PROTEASE-LIKE	1
100188904	UNCHARACTERIZED PROTEIN LOC100188904	1
100188940	DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT 4	1
724970	FEM	1
406071	GAT-A	1
406080	PCL	1
100188973	RNFT2	1
725384	OR2	1
406105	ESTERASE A2	1
406106	PKC	1
406107	GFAT2	1
551691	CAMKII	1
406119	CRYL1	1
724966	RPL39	1
100191002	RPL41	1
725609	HEAT SHOCK FACTOR BINDING PROTEIN 1-LIKE	1
724771	FIBROIN1	1
100192200	FIBROIN2	1
100192201	FIBROIN3	1
100192202	FIBROIN4	1
100216325	EMC	1
552484	UNCHARACTERIZED PROTEIN LOC552484	1
552393	TMEM98	1
410052	SYT20	1
100216489	ETH	1
726134	CARBOXYLESTERASE	1
552281	GRP	1
411045	GSTS4	1
100217360	UNCHARACTERIZED PROTEIN LOC100217360	1
409042	CRZR	1
551077	C1Q-VP	1
408613	SYT1	1
409003	NLG-3	1
411321	NLG-4	1
412285	DAT	1
724137	NLG-5	1
724217	NRX-1	1
410451	VENOM SERINE CARBOXYPEPTIDASE PRECURSOR	1
408605	HSC70-5	1
409418	HSC70-4	1
409587	HSC70-3	1
408928	HSP90	1
410620	HEAT SHOCK PROTEIN HSP70AB-LIKE	1
552304	GSTS1	1
411453	CALPB	1
409356	SMB	1
100302106	UNCHARACTERIZED PROTEIN LOC100302106	1
727061	NDUFS5	1
727327	TOM7	1
411859	PTEN	1
408855	ERR	1
726146	NDUFB2	1
725124	CACT1	1
411899	B-GLUC1	1
727472	PGRP-S3	1
412484	PGRP-S2	1
100302584	IMD	1
551571	PYROKININ-LIKE RECEPTOR 1	1
726644	PET117	1
408984	LIN-52	1
408764	CAC	1
409018	PARA	1
412427	AUB	1
724880	APIME-ASTA	1
726526	NPF	1
409314	PROHORMONE-2 PRECURSOR	1
413115	CPR19	1
409948	SNF	1
408325	CDK5	1
551594	UBX	1
412632	ADK1	1
551975	TPX-4	1
410066	GLNS	1
100328599	DNMT1A	1
410435	5-HT1	1
685996	SU(VAR)3-9	1
408726	CPAP3-B	1
410065	CPAP3-D	1
725932	CPAP3-C	1
100359409	COX6B1	1
726035	NDUFS1	1
100359410	COX6C	1
725372	UNCHARACTERIZED PROTEIN LOC725372	1
100379261	UNCHARACTERIZED PROTEIN LOC100379261	1
726031	UNCHARACTERIZED PROTEIN LOC726031 PRECURSOR	1
409002	CUTICULAR PROTEIN PRECURSOR	1
724464	CUTICULAR PROTEIN PRECURSOR	1
725089	CUTICULAR PROTEIN PRECURSOR	1
724191	RPL35	1
727145	APIDERMIN-LIKE PRECURSOR	1
409716	APD-3	1
408270	CYTC	1
726057	ILP-2	1
494523	GTPX1	1
408540	TPX-3	1
410032	TRXR-1	1
409398	SOD1	1
409490	GSTD1	1
409097	MSRA	1
410082	SOD2	1
409224	COQ7	1
443552	CAT	1
551163	LMBR1 DOMAIN-CONTAINING PROTEIN 2 HOMOLOG	1
725231	BBIP1	1
408399	ARM	1
406120	RPLP1	1
406122	ARP1	1
410798	DNMT3	1
726777	UQCR11	1
411983	UNCHARACTERIZED PROTEIN LOC411983	1
412986	UNCHARACTERIZED PROTEIN LOC412986	1
725259	EIF4G	1
551233	FAR1	1
411323	5-HT2ALPHA	1
552518	5-HT2BETA	1
410767	NEDD9	1
408383	CYP6AQ1	1
410681	RCC1	1
410839	GSTCD	1
726127	JTB	1
100578482	ZINC FINGER PROTEIN 629-LIKE	1
726775	PIH1D1	1
552475	ACSF2	1
413609	TPCN1	1
408606	PRPF3	1
724541	PEROXIDASE	1
412509	INTS8	1
409697	FILAMIN-LIKE	1
552665	QUINONE OXIDOREDUCTASE-LIKE PROTEIN 2-LIKE	1
411132	TG	1
408324	T-CELL IMMUNOMODULATORY PROTEIN PRECURSOR	1
727144	TETHER CONTAINING UBX DOMAIN FOR GLUT4	1
727134	ECD	1
551853	STT3B	1
726261	WRNEXO	1
726239	PUTATIVE LIPOYLTRANSFERASE 2	1
726239	MITOCHONDRIAL	2
724805	UHRF1	1
552415	CUTA	1
552378	MARCH6	1
409699	26S PROTEASOME NON-ATPASE REGULATORY SUBUNIT 1-LIKE	1
727512	CHMP1	1
552646	KAT2A	1
725168	RPS14	1
100576395	KR-H1	1
408654	PDHB	1
724675	CDC37	1
411112	BRD7	1
100578127	ING3	1
100578262	UNCHARACTERIZED PROTEIN LOC100578262	1
551971	UBE2G1	1
552351	EIF3H	1
726087	RPN1	1
726770	CASKIN-1-LIKE	1
725187	PUTATIVE FATTY ACYL-COA REDUCTASE CG8306-LIKE	1
550961	VAMP7	1
100578252	ETS97D-LIKE	1
552033	PPIB	1
409940	RFWD3	1
724534	SLC35B1	1
727422	EGH	1
724300	UNCHARACTERIZED PROTEIN LOC724300	1
551828	OSP	1
726880	PANCREATIC LIPASE-RELATED PROTEIN 2-LIKE	1
725534	SERGEF	1
411721	UNCHARACTERIZED PROTEIN LOC411721	1
551434	SELENIUM-BINDING PROTEIN 1-LIKE	1
409148	ATP5G2	1
100578402	OR4	1
100578210	OR5	1
100577979	OR9	1
100578047	OR10	1
100577902	OR11	1
100577867	OR12	1
100578013	OR13	1
100578083	OR14	1
100578142	OR19	1
100577482	OR25	1
100642168	OR26	1
100577446	OR27	1
100577786	OR30	1
100577714	OR35	1
100577181	OR37	1
100577031	OR41	1
100576749	OR50	1
100642169	OR51	1
100642170	OR52	1
100642171	OR53	1
100642172	OR56	1
100576681	OR57	1
100578520	OR58	1
726567	SPG11	1
100578189	OR63	1
100577371	OR98	1
100577309	OR105	1
725752	OR107	1
100577813	OR109	1
100578230	OR115	1
100577921	OR131	1
727063	OR130	1
100576480	OR170	1
725297	GR10	1
411770	CTL5	1
411317	UNCHARACTERIZED PROTEIN LOC411317 PRECURSOR	1
100642173	UNCHARACTERIZED PROTEIN LOC100642173 PRECURSOR	1
100578542	UNCHARACTERIZED PROTEIN LOC100578542 PRECURSOR	1
725827	INR-2	1
100820634	POTASSIUM VOLTAGE-GATED CHANNEL PROTEIN EAG-LIKE	1
411166	KR	1
410209	HB	1
724845	EVE	1
726676	CAD	1
551357	OTD2	1
408485	RECK	1
724978	NIPPED-B	1
724290	UNCHARACTERIZED PROTEIN LOC724290	1
727274	PHRF1	1
100578205	UNCHARACTERIZED PROTEIN LOC100578205	1
409012	BRP	1
100859932	UNCHARACTERIZED PROTEIN LOC100859932	1
725195	TRA2	1
724777	CPR14	1
724694	CPR22	1
724649	CPR21	1
552627	CPR1	1
727197	CPR2	1
409345	CPR3	1
727204	CPR4	1
552350	CPR5	1
100577189	CPR6	1
100576090	CPR11	1
725256	CPR12	1
725300	CPR13	1
100576341	CPR16	1
724556	CPR17	1
100578244	CPR18	1
725509	CPR27	1
412202	CPR28	1
726632	CPF1	1
726691	CPF2	1
412304	DHRS4	1
410331	TRANSCRIPTION ELONGATION FACTOR SPT6-LIKE	1
552738	2-HYDROXYACYL-COA LYASE 1-LIKE	1
408316	UNCHARACTERIZED PROTEIN LOC408316	1
726294	ORCOKININ PEPTIDES PRECURSOR	1
410279	SYX1A	1
552826	RGA	1
551635	UNCHARACTERIZED PROTEIN LOC551635 PRECURSOR	1
411626	RTGEF	1
726003	REP	1
412643	UNCHARACTERIZED PROTEIN LOC412643	1
551304	SELENOPROTEIN K-LIKE	1
100577883	CYTOCHROME P450 4AA1-LIKE	1
101664701	PI-PLC X DOMAIN-CONTAINING PROTEIN 1-LIKE PRECURSOR	1
100578506	ROCK2	1
551420	PROTEIN O-MANNOSYLTRANSFERASE 1-LIKE	1
100576447	DNA DAMAGE-REGULATED AUTOPHAGY MODULATOR PROTEIN 2-LIKE	1
413108	PRE-MRNA-PROCESSING FACTOR 40 HOMOLOG A-LIKE	1
552232	ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 2-BINDING PROTEIN-LIKE	1
100578439	CHASCON-LIKE	1
552716	METALLOPHOSPHOESTERASE 1 HOMOLOG	1
725821	UNCHARACTERIZED LOC725821	1
552729	NEUROGUIDIN-A-LIKE	1
413527	NEUROMEDIN-U RECEPTOR 1-LIKE	1
413803	GRD	1
550684	UNCHARACTERIZED PROTEIN LOC550684	1
408379	TPNCIIIA	1
100577376	VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-3-LIKE PRECURSOR	1
726419	BETA-1	1
726419	3-GALACTOSYLTRANSFERASE	2
100576414	PUTATIVE FATTY ACYL-COA REDUCTASE CG5065	1
100577239	UNCHARACTERIZED LOC100577239	1
100577273	UNCHARACTERIZED LOC100577273	1
100578724	UNCHARACTERIZED PROTEIN LOC100578724	1
100578899	MUSCLE CALCIUM CHANNEL SUBUNIT ALPHA-1	1
102654970	PROTEIN TIPE	1
107965838	POLY(U)-SPECIFIC ENDORIBONUCLEASE HOMOLOG	1
408841	VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-3 PRECURSOR	1
411611	TACHYKININ-LIKE PEPTIDES RECEPTOR 99D	1
550899	UPF0769 PROTEIN C21ORF59 HOMOLOG	1
551454	VOLTAGE-DEPENDENT CALCIUM CHANNEL SUBUNIT ALPHA-2/DELTA-3 PRECURSOR	1
551883	VOLTAGE-DEPENDENT T-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1G	1
552398	BETA-1	1
552398	3-GALACTOSYLTRANSFERASE 1-LIKE	2
724225	SEX PEPTIDE RECEPTOR-LIKE	1
724602	FMRFAMIDE RECEPTOR	1
724903	PROTEIN TIPE	1
726237	PROTEIN DISULFIDE-ISOMERASE TMX3	1
726262	ADENYLATE CYCLASE TYPE 8-LIKE	1
727131	SPIDROIN-2-LIKE PRECURSOR	1
551179	METHYL FARNESOATE EPOXIDASE PRECURSOR	1
724216	JUVENILE HORMONE ACID O-METHYLTRANSFERASE	1
726182	VHDL	1
724946	CYTOCHROME P450 6A14-LIKE	1
112935903	CYTOCHROME P450 6A14-LIKE	1
551028	PROBABLE CYTOCHROME P450 6A14	1
112939925	CYTOCHROME P450 6A13-LIKE	1
732515	BANTAM	1
732492	MIR12	1
732493	MIR124	1
732494	MIR125	1
732495	MIR133	1
732496	MIR184	1
732497	MIR210	1
732498	MIR219	1
732499	MIR263A	1
732500	MIR276	1
732501	MIR277	1
732502	MIR278	1
732503	MIR281	1
732504	MIR282	1
732505	MIR2-1	1
732506	MIR2-2	1
732507	MIR305	1
732508	MIR315	1
732509	MIR317	1
732510	MIR7	1
732511	MIR8	1
732512	MIR9A	1
732513	MIR9B	1
732514	MIRIAB-4	1
732491	MIR1-1	1
100315656	MIRLET7	1
100315657	MIR10	1
100315658	MIR100	1
100315659	MIR137	1
100315660	MIR13A	1
100315661	MIR14	1
100315662	MIR2-3	1
100315663	MIR275	1
100315664	MIR279A	1
100315665	MIR283	1
100315686	MIR29B	1
100315666	MIR31A	1
100315667	MIR33	1
100315668	MIR34	1
100315687	MIR375	1
100315669	MIR71	1
100315670	MIR79	1
100315671	MIR87-1	1
100315688	MIR87-2	1
100315672	MIR92A	1
100315673	MIR927A	1
100315674	MIR928	1
100315689	MIR190	1
100315675	MIR929	1
100315676	MIR932	1
100315677	MIR252A	1
100315690	MIR13B	1
100315678	MIR996	1
100315679	MIR263B	1
100315680	MIR92B-1	1
100315681	MIR985	1
100315682	MIR1000	1
100315683	MIR1006	1
100315692	MIR981	1
100315684	MIR316	1
100315685	MIR993	1
100628993	MIR11	1
100629076	MIR1175	1
100629094	MIR193	1
100628994	MIR307	1
100628995	MIR2788	1
100629061	MIR989	1
100628996	MIR3717	1
100629095	MIR3745	1
100628998	MIR3747A	1
100629077	MIR3747B	1
100629062	MIR3748	1
100628999	MIR3749	1
100629096	MIR3750	1
100629000	MIR3718A	1
100629001	MIR3751	1
100629002	MIR3752	1
100629063	MIR3753	1
100629117	MIR3754	1
100629097	MIR3755	1
100629003	MIR3718B	1
100629004	MIR3756	1
100629005	MIR3049	1
100629064	MIR3757	1
100629098	MIR3758	1
100629006	MIR3719	1
100629078	MIR3759	1
100629009	MIR3764	1
100629010	MIR3720	1
100629079	MIR3766	1
100629066	MIR3767	1
100629100	MIR3768	1
100629012	MIR3769	1
100629013	MIR971	1
100629014	MIR3770	1
100629101	MIR3721	1
100629067	MIR3771	1
100629015	MIR3772	1
100629080	MIR3773	1
100629016	MIR3722	1
100629017	MIR3774	1
100629102	MIR3775	1
100629068	MIR3776	1
100629018	MIR3777	1
100629020	MIR3779	1
100629118	MIR965	1
100629103	MIR3780	1
100629069	MIR3781	1
100629021	MIR3782	1
100629022	MIR3783	1
100629104	MIR3784	1
100629024	MIR3785	1
100629070	MIR3786	1
100629081	MIR3787	1
100629025	MIR3788	1
100629105	MIR3789	1
100629026	MIR3790	1
100629027	MIR3791	1
100629071	MIR279B	1
100629028	MIR9C	1
100629106	MIR2944	1
100629082	MIR318	1
100629029	MIR3792	1
100629107	MIR927B	1
100629030	MIR3793	1
100629031	MIR3794	1
100629032	MIR306	1
100629083	MIR3795	1
100629108	MIR3796	1
100629033	MIR3797	1
100629034	MIR3477	1
100629035	MIR3798	1
100629109	MIR3799	1
100629036	MIR279C	1
100629119	MIR3800	1
100629037	MIR3801	1
100629110	MIR3723	1
100629038	MIR3724	1
100629039	MIR2796	1
100629111	MIR3726	1
100629084	MIR3727	1
100629041	MIR3728	1
100629042	MIR3729	1
100629043	MIR3715	1
100629112	MIR3730	1
100629044	MIR3731	1
100629085	MIR3716A	1
100629046	MIR3733	1
100629113	MIR3734	1
100629047	MIR3735	1
100629048	MIR3736	1
100629086	MIR3739	1
100629051	MIR3741	1
100629115	MIR3743	1
100629053	MIR3744	1
100629054	MIR980	1
100629120	MIR750	1
100629065	MIR3762	1
104794314	MIR6000A	1
104796773	MIR6001	1
104794315	MIR6002	1
104794316	MIR6003	1
104794317	MIR6004	1
104796774	MIR6005	1
104794318	MIR2765	1
104797443	MIR6006	1
104794335	MIR6037	1
104796199	MIR6038	1
104796780	MIR6039	1
104794336	MIR6040	1
104796348	MIR6000B	1
104794337	MIR252B	1
104796781	MIR6042	1
104794339	MIR6043	1
104794340	MIR6044	1
104794341	MIR6045	1
104797444	MIR92C	1
104794342	MIR6046	1
104796782	MIR6012	1
104794343	MIR6047A	1
104794344	MIR6048	1
104794345	MIR6049	1
104794346	MIR6051	1
104794347	MIR6053	1
104794348	MIR6054	1
104796784	MIR6055	1
104797395	MIR6056	1
104794349	MIR6057	1
104794350	MIR6058	1
104794351	MIR6059	1
104794352	MIR6060	1
104794353	MIR6061	1
104796785	MIR6063	1
104794355	MIR6047B	1
104796350	MIR6064	1
104794356	MIR6065	1
104794357	MIR6066	1
104796786	MIR6067	1
104797380	MIR9864	1
104797381	MIR279D	1
104796157	MIR3718C	1
104796158	MIR9865	1
104796159	MIR9866	1
104797382	MIR9867	1
104796630	MIR9868	1
104796160	MIR9869	1
104796161	MIR9870	1
104796162	MIR9871	1
104797383	MIR9872	1
104796163	MIR9873	1
104796164	MIR9874	1
104796165	MIR9875	1
104796631	MIR9876	1
104797384	MIR9877	1
104796166	MIR9878	1
104796167	MIR9879	1
104796168	MIR9880	1
104797385	MIR9881	1
104796169	MIR9882	1
104796632	MIR9883	1
104796170	MIR9884	1
104796171	MIR9885	1
104797386	MIR9886	1
104796172	MIR9887	1
104796173	MIR2B	1
104796174	MIR9888	1
104796175	MIR9889	1
104796176	MIR9892	1
104796178	MIR9894	1
104797388	MIR9895	1
104796179	MIR9896	1
104796634	MIR3478	1
100629007	MIR3760	1
104794338	MIR6041	1
104796349	MIR6052	1
104794354	MIR6062	1
104796633	MIR9890	1
104797387	MIR9891	1
724626	UNCHARACTERIZED PROTEIN LOC724626	1
724756	UNCHARACTERIZED PROTEIN LOC724756	1
724142	60S RIBOSOMAL PROTEIN L24 ISOFORM X1	1
724113	UNCHARACTERIZED PROTEIN LOC724113	1
724187	TOLL-LIKE RECEPTOR 4 ISOFORM X3	1
724450	UNCHARACTERIZED PROTEIN LOC724450	1
724115	PHOSPHOLIPASE DDHD1 ISOFORM X1	1
724123	TRANSLATION INITIATION FACTOR EIF-2B SUBUNIT DELTA	1
724126	UNCHARACTERIZED PROTEIN LOC724126	1
724138	IGLON FAMILY MEMBER 5	1
724580	UNCHARACTERIZED PROTEIN LOC724580	1
725033	UNCHARACTERIZED PROTEIN LOC725033	1
724487	28 KDA HEAT- AND ACID-STABLE PHOSPHOPROTEIN	1
724274	PROTEIN LETHAL(2)ESSENTIAL FOR LIFE	1
724188	PROTEIN TRANSPORT PROTEIN SEC61 SUBUNIT BETA	1
724794	MULTIFUNCTIONAL METHYLTRANSFERASE SUBUNIT TRM112-LIKE PROTEIN	1
724326	PEPTIDYL-PROLYL CIS-TRANS ISOMERASE	1
724408	RAS-RELATED GTP-BINDING PROTEIN A	1
724678	HISTONE H2A	1
724144	ENHANCER OF RUDIMENTARY HOMOLOG	1
724148	HOMEOBOX PROTEIN MSX-2	1
724150	B-CELL LYMPHOMA/LEUKEMIA 11B ISOFORM X2	1
724151	PROGRAMMED CELL DEATH PROTEIN 2	1
724152	UNCHARACTERIZED PROTEIN LOC724152	1
724154	PROTEIN NESSUN DORMA	1
724156	TRANSCRIPTION FACTOR SP8-LIKE	1
724158	MITOTIC SPINDLE ASSEMBLY CHECKPOINT PROTEIN MAD2B	1
724160	UNCHARACTERIZED PROTEIN LOC724160 ISOFORM X1	1
724161	GUANINE NUCLEOTIDE-BINDING PROTEIN-LIKE 3 HOMOLOG	1
724164	39S RIBOSOMAL PROTEIN L30	1
724164	MITOCHONDRIAL	2
724166	INTRAFLAGELLAR TRANSPORT PROTEIN 20 HOMOLOG ISOFORM X1	1
724175	PROBABLE CYTOCHROME P450 304A1	1
724176	UNCHARACTERIZED PROTEIN LOC724176 ISOFORM X1	1
724178	UNCHARACTERIZED PROTEIN LOC724178	1
724625	DNA-DIRECTED RNA POLYMERASES I	1
724625	II	2
724625	AND III SUBUNIT RPABC5	3
724365	RAGULATOR COMPLEX PROTEIN LAMTOR4 HOMOLOG ISOFORM X1	1
724717	PUTATIVE E3 UBIQUITIN-PROTEIN LIGASE PROTEIN PFF1365C	1
725076	CCHC-TYPE ZINC FINGER PROTEIN CG3800	1
724453	SERINE/THREONINE-PROTEIN KINASE PAK 3 ISOFORM X2	1
724901	BLEOMYCIN HYDROLASE ISOFORM X1	1
725315	UNCHARACTERIZED PROTEIN LOC725315 ISOFORM X1	1
724192	TITIN	1
724193	KINESIN-LIKE PROTEIN KIF18A	1
724195	B-CELL RECEPTOR CD22 ISOFORM X2	1
724196	RETINAL HOMEOBOX PROTEIN RX1	1
724197	UNCHARACTERIZED PROTEIN LOC724197	1
724201	UNCHARACTERIZED PROTEIN LOC724201 ISOFORM X1	1
724203	RIBOSOME BIOGENESIS PROTEIN BRX1 HOMOLOG	1
724205	PROTEIN AF-9	1
724211	CYTOCHROME P450 9E2	1
724212	60 KDA SS-A/RO RIBONUCLEOPROTEIN	1
724223	HAMARTIN ISOFORM X1	1
724227	SYNAPTIC VESICLE GLYCOPROTEIN 2B	1
724486	PROBABLE N-ACETYLTRANSFERASE SAN	1
724791	VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1-LIKE PROTEIN 1 ISOFORM X1	1
724367	PROTEIN LETHAL(2)ESSENTIAL FOR LIFE	1
725101	UNCHARACTERIZED PROTEIN LOC725101	1
724489	UBIQUITIN-LIKE PROTEIN 5 ISOFORM X1	1
724532	EUKARYOTIC TRANSLATION INITIATION FACTOR 1A	1
724532	X-CHROMOSOMAL	2
725102	PROTEIN DPY-30 HOMOLOG	1
724869	HISTONE H2B	1
724451	FAD-LINKED SULFHYDRYL OXIDASE ALR	1
724493	UNCHARACTERIZED PROTEIN LOC724493 ISOFORM X1	1
725573	UNCHARACTERIZED PROTEIN LOC725573	1
724494	METHIONINE-R-SULFOXIDE REDUCTASE B1 ISOFORM X2	1
724873	RAS-RELATED PROTEIN RAB-7A	1
724236	CHYMOTRYPSIN-LIKE PROTEASE CTRL-1	1
724237	PROSTAGLANDIN E2 RECEPTOR EP2 SUBTYPE ISOFORM X1	1
724239	KYNURENINE/ALPHA-AMINOADIPATE AMINOTRANSFERASE	1
724239	MITOCHONDRIAL	2
724241	N-ALPHA-ACETYLTRANSFERASE 38-B	1
724241	NATC AUXILIARY SUBUNIT	2
724242	PROTEIN NEURALIZED ISOFORM X1	1
724244	STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN 5	1
724246	GROWTH/DIFFERENTIATION FACTOR 2	1
724247	RRNA METHYLTRANSFERASE 3	1
724247	MITOCHONDRIAL	2
724250	SERINE PROTEASE SNAKE	1
724252	HOMEOTIC PROTEIN DEFORMED	1
724260	NAD KINASE 2	1
724260	MITOCHONDRIAL-LIKE	2
724262	PUTATIVE PEROXISOMAL BIOGENESIS FACTOR 10	1
724264	NADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX SUBUNIT 7	1
724267	RIBOSOMAL RNA-PROCESSING PROTEIN 7 HOMOLOG A	1
724269	CONNECTIN	1
724829	IMMEDIATE EARLY RESPONSE 3-INTERACTING PROTEIN 1	1
725184	GAMMA-AMINOBUTYRIC ACID RECEPTOR-ASSOCIATED PROTEIN	1
725144	UNCHARACTERIZED PROTEIN LOC725144 ISOFORM X2	1
724872	UNCHARACTERIZED PROTEIN LOC724872 ISOFORM X2	1
724280	UPF0545 PROTEIN C22ORF39 HOMOLOG	1
724283	NPC INTRACELLULAR CHOLESTEROL TRANSPORTER 1	1
724288	GEM-ASSOCIATED PROTEIN 5 ISOFORM X1	1
724296	DNA MISMATCH REPAIR PROTEIN MLH1 ISOFORM X1	1
724301	PAIRED MESODERM HOMEOBOX PROTEIN 2-LIKE ISOFORM X2	1
724306	UNCHARACTERIZED PROTEIN C15ORF41 HOMOLOG ISOFORM X2	1
724307	PAIRED MESODERM HOMEOBOX PROTEIN 2-LIKE	1
724308	SERINE PROTEASE 53	1
724310	UNCHARACTERIZED PROTEIN LOC724310	1
724312	VANIN-LIKE PROTEIN 1	1
725272	HISTONE H3	1
725565	NITRIC OXIDE SYNTHASE-INTERACTING PROTEIN HOMOLOG	1
724449	PROTEIN LETHAL(2)ESSENTIAL FOR LIFE	1
725038	NPC INTRACELLULAR CHOLESTEROL TRANSPORTER 2 HOMOLOG A	1
724676	ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 1 ISOFORM X1	1
725316	TRANSMEMBRANE PROTEIN 208	1
724327	UNCHARACTERIZED PROTEIN LOC724327 ISOFORM X1	1
