target	AAA0054	AAA0135	BAA0623	BAA0635	BAA0828	BAA0835	BAA0843	BAA1015	BAA1059	BAA1320	BAA1417	BAA1474	BAA1485	BAA1488	BAA1526	BAA1543	BAA1547	BAA1550	BAB0194	BAB0183	BAA1575	BAB0076	BAB0103	BAB0398	BAB0367	BAB0377	BAB0389	BAB0565	BAB0454	BAB0480	BAB0507	BAB0509	BAB0514	BAB0519	BAB0536	BAA1007	BAB0598	BAB0634	BAB0667	BAB0712	BAB0714	BAB0738	BAB0804	BAB0849	BAB0851	BAB0881	BAB0902	BAB0936	BAB1051	BAB1156	BAB1162	BAB1164	BAB1175	BAB1379	BAB1569	BAB1634	BAB1759	BAB1781	BAB1834	BAB1836	BAB1930	BAB2086	BAB2104	BAB2129	BAB2136	BAB2148	BAC0117	BAC0122	BAC0171	BAC0198	BAC0311	BAC0324	BAC0350	BAC0164	BAC0386	BAC0397	BAC0412	BAC0423	BAC0435	BAC0449	BAC0451	BAC0462	BAC0565	BAC0629	BAC0694	BAC0869	BAC0877	BAC0884	BAC0890	BAC0913	BAC0922	BAC0959	BAC0965	BAC0999	BAC1048	BAC1074	BAC0485	BAC1215	BAC1226	BAB0857	BAC0481	BAC0134	BAA0918	AAA0252	AAA0265	AAA0274	BAA0178	BAA0202	BAA0297	BAA0383	BAA0402	BAA0500	BAA0551	BAA0584	BAA0592	BAA0600	BAA0673	BAA0985	BAA1047	BAA1105	BAA1152	BAA1228	BAA1244	BAA1340	BAA1343	BAA1487	BAA1525	BAA1527	BAA1535	BAA1537	BAA1579	BAB0030	BAB0046	BAB0092	BAB1780	BAB0191	BAB0264	BAB0271	BAB0450	BAB1486	BAB0549	BAB0650	BAB0740	BAB0847	BAB1028	BAB1076	BAB1100	BAB1145	BAB1160	BAB1192	BAB1224	BAB1280	BAB1330	BAB1369	BAB1388	BAB1470	BAB1479	BAB1495	BAB1633	BAB1692	BAB1733	BAB1761	BAB1813	BAB1894	BAB1924	BAB1934	BAB1949	BAC0076	BAC0086	BAC0113	BAC0162	BAC0169	BAC0180	BAC0304	BAC0414	BAC0418	BAC0431	BAC0514	BAC0630	BAC0645	BAC0699	BAC0717	BAC0723	BAC0740	BAC0744	BAC0764	BAC0768	BAC0796	BAC0843	BAC0857	BAC0866	BAC0868	BAC0938	BAC0995	BAC1020	BAC1076	BAC0375	BAA1179	BAC1080	BAB0297	BAC0637	BAB0775	BAB1567
CDH13_03_111	0.025698324	0.045299145	0.056426332	0.050489827	0.040048544	0.055105348	0.029969419	0.020742358	0.023076923	0.051052221	0.033126294	0.036132813	0.027846028	0.031362007	0.115246098	0.054094666	0.062365591	0.074509804	0.022222222	0.036652835	0.048373645	0.041350211	0.055967633	0.027444254	0.031707317	0.021113244	0.034068136	0.054290718	0.068627451	0.040225261	0.035460993	0.041020966	0.051231527	0.034229829	0.053345389	0.085418464	0.041223404	0.049713193	0.024242424	0.041614124	0.036126057	0.03230148	0.047818792	0.047708138	0.04524181	0.031951641	0.022088353	0.096629213	0.026816609	0.04283054	0.040117417	0.026241799	0.030950626	0.044823906	0.027377522	0.053175775	0.049120235	0.034155598	0.057012543	0.040425532	0.070259209	0.057754011	0.048488665	0.054347826	0.03071364	0.089392133	0.043501611	0.029179811	0.051236749	0.036908881	0.046511628	0.045103093	0.026852846	0.043514644	0.026476578	0.051086957	0.031758327	0.027686223	0.099904853	0.030995106	0.048543689	0.02633452	0.033604888	0.052511416	0.041584158	0.03875969	0.023960536	0.05	0.047028086	0.029039464	0.066390041	0.062084257	0.038338658	0.037626628	0.042372881	0.043941411	0.030947776	0.041292639	0.028469751	0.016611296	0.049713193	0.038718291	0.041539134	0.070876289	0.0335097	0.036163522	0.042086544	0.032139578	0.042517007	0.070234114	0.051455653	0.046319272	0.028248588	0.044613711	0.03232917	0.042203147	0.036805556	0.027580772	0.047909408	0.021699819	0.037005164	0.035230352	0.042718447	0.015718563	0.060322855	0.030739045	0.036417323	0.029769137	0.039325843	0.043564356	0.02973169	0.039840637	0.033913841	0.033273381	0.032806804	0.031037827	0.025352113	0.031222897	0.033528919	0.056530214	0.032024793	0.033381713	0.03666997	0.034076016	0.032195122	0.030962343	0.032371984	0.079588015	0.047530289	0.028335301	0.040867389	0.033639144	0.132953466	0.033050847	0.020100503	0.036412078	0.0256	0.056434962	0.049940547	0.013523666	0.038975501	0.027027027	0.033857316	0.046462513	0.038539554	0.047883414	0.115	0.024752475	0.048818898	0.111111111	0.057575758	0.057942058	0.035122598	0.050672182	0.052111411	0.033722438	0.054190751	0.044456641	0.040816327	0.029607698	0.022838499	0.050496689	0.036734694	0.038713911	0.039370079	0.016281063	0.020283976	0.042487047	0.028901734	0.022353715	0.033469388	0.03649635	0.062741313	0.033528919	0.066666667	0.035487959	0.025166543	0.029508197	0.030278232	0.051044084	0.026651217	0.045714286	0.041350211
CDH13_03_114	0.061590146	0.098122867	0.082183187	0.062547099	0.073849879	0.078175896	0.053145999	0.082788671	0.066838046	0.112758486	0.057320442	0.086660175	0.060457516	0.09058296	0.203592814	0.127259036	0.148600144	0.145098039	0.040522876	0.075966851	0.102006689	0.073355818	0.100404313	0.053938356	0.051282051	0.068072867	0.054325956	0.102966841	0.107142857	0.06365834	0.074249605	0.070063694	0.090819348	0.053745928	0.128274616	0.456503015	0.075797872	0.089866157	0.038194444	0.074307305	0.053804766	0.069892473	0.104026846	0.075700935	0.083528493	0.075324675	0.070950469	0.144569288	0.075389948	0.087686567	0.064705882	0.041275797	0.066371681	0.09787234	0.064794816	0.066469719	0.09331374	0.041706161	0.101482326	0.078807242	0.133605999	0.102454642	0.098422713	0.131103074	0.067089755	0.199524941	0.076303063	0.040784314	0.082819383	0.105868815	0.07653575	0.077419355	0.04189044	0.076987448	0.058305085	0.0708061	0.071925754	0.052076467	0.147759771	0.071661238	0.128321452	0.042735043	0.085106383	0.090285714	0.076719577	0.057331863	0.063514467	0.09991942	0.086105675	0.049107143	0.137907138	0.121571534	0.102564103	0.075362319	0.060344828	0.075697211	0.051679587	0.064171123	0.052491103	0.048212801	0.079349904	0.08411215	0.05511811	0.178663239	0.068661972	0.052839117	0.066508314	0.063477461	0.090831919	0.138368984	0.079214624	0.08692053	0.067558058	0.070498915	0.065201465	0.065232975	0.061153579	0.063041765	0.072362685	0.04007286	0.055077453	0.061538462	0.082687339	0.052434457	0.114893617	0.106605625	0.082111437	0.085662211	0.068917018	0.081268583	0.055837563	0.102794411	0.060606061	0.076507651	0.071819842	0.08463035	0.069223573	0.047660312	0.075630252	0.083820663	0.065149948	0.058055152	0.055390702	0.043307087	0.065621939	0.072986577	0.04870892	0.16713352	0.070697674	0.038869258	0.08096828	0.06202144	0.199430199	0.068027211	0.067201605	0.079928952	0.064903846	0.086325967	0.070071259	0.027006752	0.063403782	0.045454545	0.077015644	0.093782929	0.065239551	0.089903181	0.157367668	0.06446281	0.089984351	0.106150794	0.106899166	0.083416087	0.065562914	0.071576763	0.100719424	0.114935065	0.12987013	0.086027397	0.081215127	0.064992614	0.071197411	0.084983498	0.072739633	0.080497382	0.106508876	0.054841474	0.060851927	0.064315353	0.067919075	0.07147541	0.068515498	0.079562044	0.140655106	0.077889447	0.112814896	0.058935361	0.068198666	0.067907996	0.055692056	0.117033604	0.05787037	0.058152794	0.088832487
CDH13_03_117	0.033594625	0.089437819	0.094940662	0.056518463	0.199275362	0.112012987	0.064220183	0.077342048	0.064020487	0.108991826	0.073153899	0.083739046	0.065466448	0.068222621	0.20383693	0.088721805	0.113815319	0.125	0.062745098	0.071132597	0.096314908	0.064135021	0.103030303	0.042024014	0.063569682	0.054650048	0.052156469	0.083916084	0.084745763	0.057831325	0.058405683	0.070255474	0.075936884	0.060260586	0.091320072	0.45047373	0.090425532	0.070678128	0.055315471	0.055415617	0.073846154	0.078061911	0.094639866	0.087768441	0.088350274	0.085197935	0.046822742	0.146706587	0.06741573	0.082713755	0.072477963	0.05529522	0.070162482	0.118210863	0.075539568	0.067946824	0.071166544	0.042654028	0.092360319	0.05738576	0.15064758	0.120340788	0.083595223	0.073170732	0.064195298	0.180308422	0.07073955	0.02672956	0.070671378	0.081515499	0.077777778	0.074646075	0.053763441	0.108877722	0.059742023	0.091991342	0.070597362	0.070580475	0.097142857	0.080684597	0.111757106	0.053304904	0.06612411	0.058419244	0.074686054	0.071982281	0.059196617	0.094931617	0.088714938	0.052827381	0.114029026	0.153219837	0.096153846	0.085507246	0.06779661	0.066312997	0.052157115	0.058823529	0.068505338	0.049084859	0.089866157	0.074197861	0.080349345	0.103979461	0.088183422	0.045813586	0.097502973	0.078899083	0.096006797	0.144192256	0.076454668	0.081260365	0.05766526	0.079175705	0.065201465	0.055157593	0.080443828	0.054202671	0.077526132	0.025454545	0.057659208	0.117647059	0.072950291	0.052356021	0.112807464	0.104643558	0.073242188	0.082775411	0.083451202	0.059405941	0.078147612	0.085657371	0.050505051	0.070915619	0.077669903	0.06195547	0.056127222	0.046956522	0.056066946	0.099415205	0.076367389	0.055312955	0.053465347	0.048684211	0.072477963	0.071906355	0.056991774	0.135514019	0.070895522	0.051825677	0.079232694	0.059678653	0.209280303	0.055131467	0.104417671	0.074666667	0.059152678	0.10261708	0.098574822	0.050224888	0.064516129	0.062962963	0.072289157	0.095890411	0.07244898	0.087197232	0.172487527	0.070723684	0.092331768	0.123015873	0.137121212	0.098507463	0.074884029	0.076525336	0.103417266	0.085492228	0.126171593	0.082830499	0.074783684	0.069321534	0.064935065	0.066831683	0.072108844	0.089238845	0.09375	0.053846154	0.070993915	0.071428571	0.059035277	0.076822062	0.066829666	0.071637427	0.128736741	0.115771812	0.1430131	0.093849081	0.08142117	0.072984749	0.054098361	0.105691057	0.06373117	0.075170843	0.078547297
CDH13_03_128	0.034714446	0.065699659	0.06504065	0.05112782	0.04969697	0.086038961	0.045232274	0.054466231	0.042280589	0.059602649	0.051175657	0.078354554	0.045751634	0.059245961	0.139590854	0.064564565	0.083393242	0.119791667	0.041994751	0.056094183	0.090225564	0.043074324	0.063050847	0.041060736	0.061050061	0.05177373	0.044265594	0.082311734	0.073214286	0.060995185	0.05984252	0.064840183	0.072978304	0.046644845	0.071299639	0.244176014	0.042666667	0.043935053	0.047495682	0.018891688	0.056835637	0.065948856	0.07627829	0.06442577	0.077464789	0.06546081	0.079492318	0.098053892	0.054592721	0.054832714	0.062745098	0.044901777	0.056088561	0.123931624	0.058315335	0.044247788	0.083088235	0.058095238	0.067428571	0.062699256	0.136518771	0.122055675	0.059974747	0.109502262	0.048138056	0.200951249	0.059806034	0.03610675	0.054770318	0.059838895	0.057026477	0.082474227	0.031082529	0.063598326	0.050408719	0.054347826	0.085205267	0.052042161	0.093155894	0.083401472	0.056994819	0.040714286	0.065989848	0.057077626	0.066050198	0.04198895	0.049365303	0.085414988	0.07767624	0.035022355	0.126468556	0.126854599	0.083601286	0.079710145	0.033898305	0.055555556	0.04516129	0.044642857	0.043594306	0.029975021	0.062260536	0.077643909	0.047410009	0.118863049	0.060792952	0.053543307	0.064611737	0.04599816	0.071307301	0.125083612	0.063093623	0.063227953	0.049295775	0.085963003	0.052941176	0.048201439	0.050906555	0.031421838	0.06010453	0.047358834	0.046632124	0.084315503	0.060233161	0.046476762	0.063721325	0.081151832	0.079333986	0.06090134	0.063291139	0.055610725	0.047204067	0.053892216	0.040441176	0.077338129	0.061286408	0.084302326	0.051449953	0.041594454	0.05803196	0.085993485	0.061076605	0.051169591	0.056547619	0.049803408	0.049902153	0.058528428	0.055751174	0.111007463	0.058713886	0.044864227	0.056066946	0.045245399	0.17535545	0.046728972	0.05511022	0.057726465	0.044764189	0.130344828	0.066429419	0.034586466	0.031145717	0.049200492	0.072115385	0.109589041	0.070264766	0.060249307	0.156652361	0.066225166	0.098668755	0.091360477	0.096969697	0.093532338	0.051621443	0.053830228	0.078096948	0.047402597	0.114884393	0.061437191	0.058168317	0.058431953	0.039215686	0.06688687	0.065941536	0.050591327	0.066929134	0.025684932	0.046747967	0.069286453	0.07959479	0.052700922	0.0399348	0.047445255	0.128378378	0.052808047	0.103485839	0.061353574	0.053994083	0.044711014	0.064754098	0.078703704	0.031358885	0.044520548	0.063344595
CDH13_03_27	0.017917133	0.023993145	0.040075141	0.024886878	0.024390244	0.02601626	0.035626536	0.030567686	0.028405423	0.022309198	0.035367545	0.017595308	0.026251025	0.02250225	0.055354994	0.035364936	0.027318476	0.065445026	0.023653088	0.038861901	0.037783375	0.027895182	0.027929155	0.027586207	0.042787286	0.029779059	0.01715439	0.035211268	0.051924799	0.02173913	0.030781373	0.021023766	0.029821074	0.017184943	0.038181818	0.01816609	0.03342246	0.067243036	0.012142238	0.024081115	0.063222822	0.047489824	0.042857143	0.029878618	0.02265625	0.030276817	0.02476573	0.020973783	0.025217391	0.045708955	0.031683168	0.070488722	0.038461538	0.02771855	0.029645698	0.038404727	0.031710914	0.040076336	0.038901602	0.027748132	0.033515732	0.03315508	0.03916614	0.047229791	0.024456522	0.057416268	0.025336927	0.016561514	0.053744493	0.024361949	0.088888889	0.043870968	0.029001074	0.023470243	0.02244898	0.022801303	0.027152832	0.029119788	0.025787966	0.032786885	0.042829332	0.03591954	0.0254842	0.017162471	0.024535809	0.018847007	0.029745042	0.046079224	0.030718954	0.020179372	0.054129077	0.04247392	0.080645161	0.040995608	0.025423729	0.027925532	0.031531532	0.034296029	0.010695187	0.015780731	0.040229885	0.029470864	0.023255814	0.028314028	0.025618375	0.018957346	0.027380952	0.022140221	0.024722933	0.043653459	0.033990483	0.084858569	0.031205674	0.031624864	0.022861357	0.025843503	0.023076923	0.024525316	0.019180471	0.032727273	0.030276817	0.02722323	0.037613489	0.031531532	0.030716724	0.029644269	0.074729597	0.023882425	0.028208745	0.040755467	0.021754895	0.048	0.022181146	0.02880288	0.019488429	0.026341463	0.014150943	0.045375218	0.030150754	0.026109661	0.027921406	0.024817518	0.021847071	0.019685039	0.02747792	0.024349286	0.020636792	0.032740879	0.057062675	0.033096927	0.039662447	0.029208301	0.062559242	0.028181042	0.034170854	0.026737968	0.028044872	0.024305556	0.027479092	0.015060241	0.02787068	0.024721879	0.015643803	0.03062302	0.032719836	0.033402923	0.063571429	0.018181818	0.026025237	0.034756703	0.037262357	0.030845771	0.023317788	0.028066528	0.033243486	0.026692708	0.035404624	0.02750275	0.027932961	0.028127313	0.029752066	0.045492142	0.026675787	0.024406332	0.033398821	0.020654045	0.036809816	0.035453597	0.027456647	0.021753461	0.035361842	0.022743947	0.053519769	0.04614094	0.039344262	0.033523087	0.017074981	0.038461538	0.037953795	0.034924331	0.013904983	0.017162471	0.019574468
CDH13_03_29	0.024636058	0.045376712	0.03320802	0.021148036	0.053333333	0.040716612	0.032435741	0.040437158	0.032755299	0.026161656	0.031206657	0.024390244	0.031967213	0.026008969	0.071942446	0.040632054	0.043165468	0.068831169	0.027486911	0.019498607	0.030150754	0.02529511	0.031735314	0.035132819	0.030562347	0.048076923	0.018108652	0.04028021	0.050179211	0.021791768	0.027580772	0.029117379	0.045409674	0.02124183	0.032608696	0.020725389	0.045333333	0.062022901	0.021663778	0.025252525	0.033924441	0.02960969	0.0302267	0.03554724	0.02814699	0.025884383	0.022757697	0.028485757	0.030381944	0.044776119	0.028543307	0.03286385	0.025925926	0.038257173	0.025179856	0.022321429	0.030169242	0.021925643	0.036488027	0.038461538	0.040383299	0.043803419	0.044164038	0.042533937	0.031760436	0.064516129	0.017751479	0.02992126	0.034421889	0.031141869	0.098178138	0.051480051	0.030172414	0.03784693	0.013605442	0.019607843	0.033437014	0.015161503	0.038131554	0.045751634	0.051746442	0.031383738	0.03051882	0.028506271	0.025776603	0.023307436	0.027659574	0.044390638	0.028067885	0.032041729	0.05482304	0.046909903	0.10543131	0.039244186	0.016949153	0.038770053	0.031551835	0.021466905	0.01426025	0.031587697	0.051724138	0.03342246	0.021444201	0.036036036	0.041556145	0.026066351	0.033868093	0.034007353	0.034129693	0.044354839	0.059661017	0.086378738	0.023338048	0.021762786	0.026431718	0.025824964	0.026407227	0.016483516	0.037587413	0.034482759	0.023316062	0.033636364	0.045307443	0.025583145	0.024680851	0.030860144	0.057617188	0.029841657	0.042194093	0.035785288	0.017416546	0.036963037	0.034038638	0.03690369	0.027355623	0.029097963	0.018674136	0.076721883	0.022670025	0.036553525	0.02596054	0.027696793	0.029850746	0.023746702	0.025515211	0.019246862	0.026439483	0.033676333	0.031746032	0.023584906	0.028475712	0.023846154	0.048341232	0.031435854	0.033099298	0.021371327	0.034482759	0.034506556	0.034564958	0.012820513	0.037037037	0.034567901	0.033775633	0.032769556	0.021428571	0.02979903	0.083154122	0.033057851	0.039308176	0.031968032	0.029657795	0.036889332	0.027260638	0.033126294	0.036036036	0.028645833	0.043446778	0.026330225	0.030978934	0.025129342	0.036006547	0.030654515	0.031972789	0.036817883	0.049212598	0.028277635	0.039634146	0.035343035	0.020289855	0.027667984	0.036644951	0.03147877	0.061323032	0.032635983	0.057986871	0.034220532	0.021561338	0.029540481	0.024772915	0.050984936	0.012805588	0.027428571	0.024555461
CDH13_03_36	0.029082774	0.069289991	0.057160804	0.052631579	0.122424242	0.06514658	0.08007335	0.053376906	0.055198973	0.045578496	0.0514246	0.063352827	0.052330335	0.058348294	0.10645933	0.055555556	0.066714491	0.082138201	0.039370079	0.04567474	0.10609858	0.035413153	0.044745763	0.054030875	0.037897311	0.048123195	0.038114343	0.076923077	0.058035714	0.053054662	0.067087609	0.032786885	0.061143984	0.039183673	0.055103884	0.048275862	0.052069426	0.08110687	0.039792388	0.061790668	0.066306862	0.055630936	0.078085642	0.057889823	0.03671875	0.046551724	0.032885906	0.089138577	0.05449827	0.060296846	0.065880039	0.073239437	0.045084996	0.066027689	0.051152738	0.067946824	0.058823529	0.032258065	0.066285714	0.050213675	0.119891008	0.067164179	0.063762626	0.076086957	0.102447869	0.149643705	0.108602151	0.031397174	0.090106007	0.050458716	0.070707071	0.06056701	0.059267241	0.057885906	0.042886317	0.057671382	0.047987616	0.058162591	0.059103908	0.065359477	0.034928849	0.048433048	0.061866126	0.054794521	0.050858653	0.068508287	0.048728814	0.057258065	0.054758801	0.048543689	0.061634349	0.08	0.063897764	0.059593023	0.017241379	0.048	0.043086817	0.053763441	0.037533512	0.031613977	0.069856459	0.045545881	0.039807524	0.072072072	0.031774051	0.035405193	0.060570071	0.05893186	0.065643649	0.085963734	0.056233062	0.093931837	0.031712474	0.046840959	0.037555228	0.058147882	0.042361111	0.041666667	0.064403829	0.047186933	0.040482343	0.047963801	0.064641241	0.038259565	0.056972789	0.053770492	0.075121951	0.049210207	0.049435028	0.062438057	0.043541364	0.054835494	0.056169429	0.06294964	0.04368932	0.033947624	0.03554724	0.066724437	0.05033557	0.05916775	0.055900621	0.056768559	0.041625372	0.056578947	0.030243902	0.037783375	0.030606239	0.058878505	0.052238806	0.036513545	0.051046025	0.049808429	0.150141643	0.049194232	0.04509018	0.057726465	0.035228183	0.03862069	0.155952381	0.017977528	0.045758929	0.061957869	0.044848485	0.043157895	0.041624365	0.050519031	0.120800572	0.064250412	0.079340141	0.064612326	0.077971234	0.075772682	0.042524917	0.055842813	0.045780969	0.059701493	0.098845599	0.054764513	0.049969155	0.049740163	0.068627451	0.063636364	0.047619048	0.047213115	0.061023622	0.031596926	0.048730964	0.048654244	0.047619048	0.042735043	0.060358891	0.051207023	0.078667954	0.050251256	0.088331516	0.055098163	0.043058649	0.055921053	0.062295082	0.048611111	0.055684455	0.038812785	0.043110735
CDH13_03_41	0.020134228	0.030742955	0.034396498	0.027798648	0.03874092	0.026143791	0.024494795	0.016357688	0.03331198	0.01830931	0.026915114	0.033106134	0.022113022	0.010752688	0.055421687	0.032306536	0.034433286	0.05751634	0.032808399	0.018685121	0.037688442	0.025316456	0.030955585	0.022317597	0.037758831	0.024880383	0.012084592	0.045534151	0.034883721	0.028180354	0.025984252	0.018181818	0.027640671	0.021986971	0.037940379	0.029310345	0.012048193	0.041030534	0.014680484	0.017654477	0.03151422	0.024193548	0.030201342	0.028037383	0.021143305	0.020743302	0.020093771	0.031437126	0.023336214	0.032588454	0.016732283	0.025304592	0.022123894	0.069075452	0.022286125	0.023668639	0.019089574	0.015209125	0.035347777	0.027689031	0.03890785	0.035407725	0.036546944	0.057971014	0.020852221	0.04631829	0.02094522	0.018853103	0.026455026	0.029919448	0.034205231	0.032258065	0.024651661	0.030962343	0.011556764	0.024918743	0.023975251	0.013824885	0.035271687	0.016286645	0.018758085	0.025622776	0.04154002	0.01826484	0.024390244	0.035476718	0.021141649	0.031400966	0.019607843	0.016381236	0.043598616	0.044444444	0.044871795	0.034782609	0.008695652	0.015957447	0.014810045	0.014336918	0.014285714	0.030705394	0.028790787	0.02670227	0.021006565	0.028277635	0.027409372	0.015735641	0.020771513	0.034894399	0.024680851	0.044029353	0.031886024	0.040697674	0.016913319	0.025054466	0.018341893	0.025071633	0.027064539	0.017268446	0.030487805	0.012658228	0.018134715	0.028054299	0.041962556	0.023220974	0.033955857	0.021582734	0.036345776	0.025531915	0.030898876	0.037661051	0.020275163	0.034034034	0.022018349	0.03150315	0.020012129	0.017526777	0.014031805	0.021701389	0.024288107	0.03768681	0.026859504	0.021994135	0.016848365	0.017060367	0.022482893	0.020050125	0.015891701	0.028944911	0.024163569	0.022352941	0.023352794	0.029839327	0.057034221	0.014418999	0.023092369	0.025754885	0.0207502	0.031034483	0.029797378	0.015037594	0.024471635	0.024570025	0.016887817	0.030526316	0.026422764	0.022145329	0.071326676	0.024630542	0.021909233	0.031809145	0.031037093	0.055776892	0.020516214	0.022750776	0.032258065	0.024611399	0.044107014	0.026819923	0.027160494	0.023651146	0.045454545	0.030502885	0.023129252	0.041967213	0.023483366	0.029184549	0.026369168	0.027950311	0.014450867	0.028270874	0.019543974	0.021214338	0.02939759	0.026028547	0.054704595	0.029746835	0.023703704	0.019693654	0.02700491	0.032482599	0.017381228	0.01594533	0.012701101
CDH13_03_53	0.038245219	0.060580205	0.043942247	0.038432555	0.074299635	0.039215686	0.035670357	0.036065574	0.050934881	0.047693511	0.032638889	0.052837573	0.035217035	0.032520325	0.097590361	0.053787879	0.083453237	0.1015625	0.022576361	0.047949965	0.054621849	0.032230704	0.043448744	0.034482759	0.033088235	0.035576923	0.025227043	0.061295972	0.058348294	0.042880259	0.042721519	0.034894399	0.03666997	0.031122031	0.042572464	0.040622299	0.042895442	0.059615385	0.026019081	0.031565657	0.045454545	0.036535859	0.040540541	0.043192488	0.033751962	0.036238136	0.033579584	0.07326284	0.052128584	0.044817927	0.036453202	0.030103481	0.039259259	0.101822079	0.043478261	0.054814815	0.054154303	0.023854962	0.063001145	0.042826552	0.084246575	0.053475936	0.052631579	0.076363636	0.031731641	0.109263658	0.047952586	0.024390244	0.08	0.041522491	0.048830112	0.058365759	0.033513514	0.03956229	0.036202186	0.042345277	0.025641026	0.030463576	0.062977099	0.044934641	0.032509753	0.032097004	0.042769857	0.025142857	0.052456839	0.042222222	0.03064861	0.03874092	0.035479632	0.024962179	0.056328234	0.067859806	0.064308682	0.036390102	0.033898305	0.029372497	0.029792746	0.033989267	0.026690391	0.027871622	0.035474593	0.042140468	0.034210526	0.098064516	0.047914818	0.022169438	0.038140644	0.037788018	0.057363014	0.092193809	0.034199726	0.055786844	0.034751773	0.036065574	0.022878229	0.037437005	0.039078856	0.036978757	0.035996488	0.029143898	0.019965278	0.03366697	0.050682261	0.046142209	0.038626609	0.040735874	0.057843137	0.042787286	0.057746479	0.055	0.03147877	0.043129388	0.036044362	0.037037037	0.03347535	0.022460938	0.026365348	0.033883579	0.051926298	0.038612565	0.035343035	0.067153285	0.03685259	0.034346103	0.034381139	0.032718121	0.01659751	0.040375587	0.055243446	0.038823529	0.04180602	0.023938224	0.138915319	0.024054983	0.035425101	0.041292639	0.026612903	0.033933518	0.045454545	0.026375283	0.039325843	0.049443758	0.035066505	0.033934252	0.034658512	0.035490605	0.12508935	0.039408867	0.044129236	0.055220884	0.049467275	0.054271357	0.02738811	0.040540541	0.033183857	0.035340314	0.076589595	0.049532196	0.040473225	0.031134173	0.037891269	0.046550291	0.040218132	0.034278181	0.070588235	0.025817556	0.03051882	0.046826223	0.022463768	0.040264026	0.041666667	0.04501845	0.057971014	0.038655462	0.065934066	0.044500954	0.027468448	0.03740374	0.031198686	0.059509918	0.029069767	0.041331803	0.030664395
CDH13_03_58	0.016853933	0.030017153	0.033333333	0.024886878	0.031476998	0.037581699	0.024	0.028291621	0.030342156	0.01640625	0.016632017	0.015670911	0.014778325	0.026126126	0.051807229	0.027882442	0.037383178	0.063885267	0.014511873	0.025694444	0.0302267	0.022804054	0.023664638	0.016351119	0.018404908	0.021153846	0.015136226	0.021015762	0.02070207	0.012077295	0.029295329	0.02833638	0.023738872	0.028618152	0.025547445	0.033649698	0.025469169	0.039272031	0.012184508	0.021518987	0.022342065	0.032476319	0.023628692	0.027102804	0.020328382	0.016435986	0.018906144	0.035364936	0.016536118	0.026217228	0.020730503	0.013245033	0.019287834	0.058697972	0.028240406	0.014858841	0.017738359	0.015223597	0.020594966	0.029032258	0.033561644	0.02262931	0.02020202	0.033575318	0.020947177	0.052568698	0.021586616	0.015835313	0.030918728	0.021939954	0.021148036	0.027096774	0.01618123	0.020185029	0.017675051	0.031659389	0.005439005	0.019973369	0.024928092	0.025430681	0.020779221	0.015725518	0.023517382	0.020761246	0.025198939	0.018826135	0.018400566	0.02983871	0.018300654	0.014242879	0.019430951	0.032161556	0.032051282	0.023222061	0.017241379	0.022666667	0.015513898	0.019713262	0.01530153	0.019295302	0.019267823	0.024865591	0.01665936	0.037419355	0.010619469	0.027711797	0.028690974	0.024029575	0.03668942	0.038926174	0.028668942	0.030050083	0.014872521	0.029315961	0.011045655	0.023809524	0.023660404	0.015873016	0.038630378	0.023550725	0.013949433	0.027149321	0.027885863	0.02118003	0.025684932	0.019749835	0.035328754	0.035909921	0.028208745	0.034860558	0.016011645	0.038114343	0.015711645	0.02166065	0.017114914	0.015579357	0.015037594	0.019197208	0.027684564	0.028215223	0.018614271	0.027696793	0.010923535	0.015810277	0.029440628	0.027707809	0.025413712	0.024390244	0.030927835	0.014234875	0.018410042	0.021538462	0.054131054	0.021331058	0.019172553	0.019660411	0.021791768	0.017385257	0.009557945	0.012012012	0.023411371	0.016109046	0.018072289	0.01910828	0.016276704	0.022284123	0.07896626	0.021452145	0.024390244	0.027944112	0.032749429	0.02994012	0.031312458	0.028008299	0.023508137	0.016971279	0.038545455	0.022038567	0.019290604	0.022205774	0.024469821	0.01582015	0.028062971	0.01843318	0.023668639	0.012842466	0.031664964	0.028095734	0.018089725	0.019815059	0.025368249	0.026412326	0.038666022	0.015138772	0.043763676	0.038705584	0.019359643	0.014317181	0.017298188	0.025611176	0.017502917	0.022883295	0.015280136
