id	3-Dehydrocholic acid	Bilirubin	Biliverdin	Cholic acid	Choline	D-(+)-Proline	Deoxycholic Acid	Gentisic acid	Gly-Val	Indole	Inosine	Lithocholic Acid	L-Tyrosine	Taurine	Υ-Aminobutyric acid (GABA)
Bacteroides cutis	-0.685314685314685	-0.496503496503497	-0.636363636363636	-0.48951048951049	-0.314685314685315	0.356643356643357	-0.342657342657343	-0.496503496503497	0.300699300699301	0.552447552447553	-0.374781660561015	0.510489510489511	0.377622377622378	-0.524475524475525	-0.531468531468532
Bacteroides finegoldii	-0.321678321678322	-0.440559440559441	-0.643356643356643	-0.496503496503497	-0.48951048951049	0.608391608391608	-0.524475524475525	-0.538461538461539	0.545454545454546	0.552447552447553	-0.136602661325978	0.468531468531469	0.468531468531469	-0.657342657342657	-0.510489510489511
Bacteroides ovatus	-0.447552447552448	-0.48951048951049	-0.867132867132867	-0.370629370629371	-0.321678321678322	0.328671328671329	-0.587412587412588	-0.370629370629371	0.72027972027972	0.286713286713287	-0.630473821504512	0.405594405594406	0.538461538461539	-0.454545454545455	-0.314685314685315
Bacteroides sp. M10	-0.524475524475525	-0.524475524475525	-0.895104895104895	-0.461538461538462	-0.405594405594406	0.398601398601399	-0.65034965034965	-0.412587412587413	0.72027972027972	0.321678321678322	-0.72854752707188	0.503496503496504	0.587412587412588	-0.517482517482518	-0.34965034965035
Barnesiella intestinihominis	-0.559440559440559	-0.34965034965035	-0.321678321678322	-0.384615384615385	-0.272727272727273	0.174825174825175	-0.13986013986014	0.0769230769230769	0.0699300699300699	0.405594405594406	-0.357268498852557	0.531468531468532	0.188811188811189	-0.27972027972028	-0.447552447552448
Bifidobacterium adolescentis	0.482517482517483	0.377622377622378	0.72027972027972	0.475524475524476	0.461538461538462	-0.503496503496504	0.762237762237762	0.482517482517483	-0.832167832167832	-0.195804195804196	0.381786925244399	-0.454545454545455	-0.566433566433566	0.538461538461539	0.433566433566434
Bifidobacterium ruminantium	0.335664335664336	0.244755244755245	0.727272727272727	0.510489510489511	0.524475524475525	-0.559440559440559	0.818181818181818	0.41958041958042	-0.825174825174825	-0.160839160839161	0.378284292902707	-0.524475524475525	-0.482517482517483	0.594405594405594	0.426573426573427
Blautia faecicola	0.342657342657343	0.461538461538462	0.86013986013986	0.426573426573427	0.615384615384615	-0.503496503496504	0.545454545454546	0.426573426573427	-0.72027972027972	-0.265734265734266	0.276707954993647	-0.370629370629371	-0.615384615384615	0.615384615384615	0.405594405594406
Blautia faecis	0.454545454545455	0.48951048951049	0.846153846153846	0.685314685314685	0.629370629370629	-0.622377622377623	0.734265734265734	0.636363636363636	-0.622377622377623	-0.503496503496504	0.637479086187895	-0.629370629370629	-0.566433566433566	0.769230769230769	0.468531468531469
Blautia luti	0.447552447552448	0.384615384615385	0.839160839160839	0.587412587412588	0.685314685314685	-0.671328671328671	0.685314685314685	0.496503496503497	-0.741258741258741	-0.370629370629371	0.210157940501504	-0.587412587412588	-0.559440559440559	0.741258741258741	0.629370629370629
Blautia obeum	0.413310616319624	0.448336939736542	0.497373792520226	0.213660572843196	0.322242175435639	-0.276707954993647	0.0245184263918421	0.406305351636241	-0.122592131959211	-0.325744807777331	0.0508771929824561	-0.175131617084587	-0.395797454611166	0.357268498852557	0.276707954993647
Blautia wexlerae	0.510489510489511	0.398601398601399	0.706293706293706	0.762237762237762	0.79020979020979	-0.881118881118881	0.797202797202797	0.776223776223776	-0.664335664335664	-0.482517482517483	0.112084234934135	-0.685314685314685	-0.580419580419581	0.895104895104895	0.713286713286713
Clostridiales bacterium	-0.622377622377623	-0.321678321678322	0.125874125874126	-0.573426573426573	-0.370629370629371	0.468531468531469	-0.265734265734266	-0.440559440559441	-0.104895104895105	0.468531468531469	-0.038528955758609	0.510489510489511	0.223776223776224	-0.405594405594406	-0.468531468531469
Collinsella aerofaciens	0.412587412587413	0.342657342657343	0.776223776223776	0.629370629370629	0.685314685314685	-0.741258741258741	0.874125874125874	0.643356643356643	-0.867132867132867	-0.307692307692308	0.301226381385489	-0.573426573426573	-0.615384615384615	0.748251748251748	0.552447552447553
Coprococcus comes	0.622377622377623	0.643356643356643	0.783216783216783	0.496503496503497	0.587412587412588	-0.510489510489511	0.433566433566434	0.482517482517483	-0.531468531468532	-0.447552447552448	0.318739543093948	-0.468531468531469	-0.657342657342657	0.615384615384615	0.482517482517483
Dorea longicatena	0.496503496503497	0.531468531468532	0.846153846153846	0.748251748251748	0.818181818181818	-0.79020979020979	0.72027972027972	0.622377622377623	-0.615384615384615	-0.524475524475525	0.392294822269474	-0.713286713286713	-0.636363636363636	0.881118881118881	0.594405594405594
Firmicutes bacterium OM04-13BH	0.769230769230769	0.678321678321678	0.692307692307692	0.580419580419581	0.552447552447553	-0.573426573426573	0.48951048951049	0.496503496503497	-0.531468531468532	-0.545454545454546	0.266200057968572	-0.580419580419581	-0.636363636363636	0.622377622377623	0.664335664335664
Fusicatenibacter saccharivorans	0.874125874125874	0.671328671328671	0.412587412587413	0.440559440559441	0.195804195804196	-0.27972027972028	0.27972027972028	0.342657342657343	-0.286713286713287	-0.545454545454546	0.325744807777331	-0.468531468531469	-0.447552447552448	0.335664335664336	0.587412587412588
Lachnospiraceae bacterium	0.384615384615385	0.377622377622378	0.692307692307692	0.363636363636364	0.594405594405594	-0.496503496503497	0.405594405594406	0.307692307692308	-0.552447552447553	-0.20979020979021	0.0875658085422933	-0.384615384615385	-0.538461538461539	0.531468531468532	0.405594405594406
Mediterraneibacter faecis	0.482517482517483	0.559440559440559	0.699300699300699	0.384615384615385	0.545454545454546	-0.426573426573427	0.307692307692308	0.412587412587413	-0.41958041958042	-0.335664335664336	0.234676366893346	-0.342657342657343	-0.587412587412588	0.531468531468532	0.342657342657343
Odoribacter splanchnicus	-0.517482517482518	-0.496503496503497	-0.685314685314685	-0.762237762237762	-0.699300699300699	0.832167832167832	-0.776223776223776	-0.608391608391608	0.657342657342657	0.608391608391608	-0.18213688176797	0.748251748251748	0.545454545454546	-0.853146853146853	-0.755244755244755
Ruminococcus bicirculans	-0.605648821075439	-0.288739554233639	-0.359163835754039	-0.401418404666279	-0.528182111402999	0.478885114338719	-0.26761226977752	-0.281697126081599	0.21831527271324	0.20423041640916	-0.0423286348216885	0.478885114338719	0.415503260970359	-0.408460832818319	-0.457757829882599
Ruminococcus sp. AM22-13	0.426573426573427	0.447552447552448	0.839160839160839	0.580419580419581	0.755244755244755	-0.678321678321678	0.629370629370629	0.538461538461539	-0.699300699300699	-0.363636363636364	0.206655308159812	-0.524475524475525	-0.629370629370629	0.755244755244755	0.566433566433566
Ruminococcus sp. AM40-10AC	0.615384615384615	0.468531468531469	0.748251748251748	0.818181818181818	0.797202797202797	-0.881118881118881	0.79020979020979	0.769230769230769	-0.608391608391608	-0.552447552447553	0.248686896260113	-0.776223776223776	-0.594405594405594	0.916083916083916	0.741258741258741
Slackia isoflavoniconvertens	0.472807778238594	0.359490211553311	0.832297989791906	0.363397713852804	0.500160294335042	-0.367305216152296	0.55877282882743	0.445455262142147	-0.758055446101548	-0.136762580482238	0.426664320456278	-0.312600183959401	-0.601755354121847	0.472807778238594	0.359490211553311
uncultured Blautia sp.	0.433566433566434	0.496503496503497	0.846153846153846	0.678321678321678	0.762237762237762	-0.748251748251748	0.727272727272727	0.517482517482518	-0.713286713286713	-0.503496503496504	0.315236910752256	-0.671328671328671	-0.615384615384615	0.832167832167832	0.594405594405594
uncultured Collinsella sp.	0.307692307692308	0.335664335664336	0.825174825174825	0.468531468531469	0.601398601398601	-0.601398601398601	0.72027972027972	0.545454545454546	-0.874125874125874	-0.258741258741259	0.241681631576729	-0.398601398601399	-0.601398601398601	0.636363636363636	0.496503496503497
uncultured Eubacterium sp.	0.048951048951049	0.0629370629370629	-0.524475524475525	-0.167832167832168	-0.272727272727273	0.146853146853147	-0.314685314685315	-0.027972027972028	0.335664335664336	0	-0.549913277645602	0.251748251748252	0.153846153846154	-0.216783216783217	-0.048951048951049
uncultured Roseburia sp.	0.636363636363636	0.573426573426573	0.300699300699301	0.335664335664336	0.265734265734266	-0.244755244755245	0.027972027972028	0.391608391608392	-0.027972027972028	-0.510489510489511	0.0980737055673685	-0.272727272727273	-0.377622377622378	0.342657342657343	0.391608391608392
uncultured Solobacterium sp.	0.566433566433566	0.552447552447553	0.769230769230769	0.608391608391608	0.832167832167832	-0.699300699300699	0.615384615384615	0.580419580419581	-0.657342657342657	-0.342657342657343	0.28371321967703	-0.524475524475525	-0.762237762237762	0.734265734265734	0.48951048951049
