id	Gly-Val	Indoline	Hypoxanthine	L-Methionine sulfoxide	Uric acid	L-Pyroglutamic acid	Linoleic acid	Glutamic acid	α-linolenic acid	Pantothenic acid	L-Glutamic acid	Deoxycholic Acid	Gentisic acid	L-Histidine
Bacteroides cutis	0.0139059688143628	0.0848687711339349	0.307909876180653	0.33058925941211	0.633090681246262	0.0331699010901058	0.044609296463363	0.0753623350534836	0.391096770941896	0.238638628357289	0.0585894753885676	0.226206044935027	0.041074783467649	0.0951573665941247
Bacteroides finegoldii	0.159105769412195	0.235621003512646	0.342259528940024	0.0201854985098541	0.470531995381542	0.0113741986426909	0.0153173290532817	0.144586301303347	0.166699987624945	0.0860698540455181	0.0848687711339349	0.484451661455399	0.0561671753873981	0.112109291468892
Bacteroides ovatus	0.0240031912007137	0.044609296463363	0.159105769412195	0.124454791188834	0.456800852639923	0.100602631832255	0.0331699010901058	0.159105769412195	0.0415214944103185	0.279020729233724	0.1908358740045	0.199335494617809	0.0381594755494203	0.0585894753885676
Bacteroides sp. M10	0.0113741986426909	0.0153173290532817	0.0478559768420606	0.0800193759202747	0.378568669662303	0.0625114832796152	0.0331699010901058	0.0753623350534836	0.0184527180284454	0.210770301029043	0.106252371759346	0.174519008130059	0.0217247350674116	0.0220341909323653
Barnesiella intestinihominis	0.0951573665941247	0.044609296463363	0.144586301303347	0.429918785032884	0.174519008130059	0.33058925941211	0.896985870819554	0.226206044935027	0.845930921228779	0.346402981262723	0.166699987624945	0.696683109395766	0.207196608827139	0.354147641232921
Bifidobacterium adolescentis	0.15173503571673	0.0548421197754078	0.33058925941211	0.174519008130059	0.664633161792668	0.118175957013032	0.159105769412195	0.470531995381542	0.0478559768420606	0.201942086976751	0.235621003512646	0.044609296463363	0.0525235554822043	0.124454791188834
Bifidobacterium ruminantium	0.199335494617809	0.0548421197754078	0.226206044935027	0.159105769412195	0.443261936450183	0.089913736302639	0.217020225759977	0.648795709784666	0.0385884529220194	0.238638628357289	0.33058925941211	0.130948069507173	0.0580535496581409	0.0848687711339349
Blautia faecicola	0.00136331525272719	0.00580115047447825	0.27556745095678	0.0951573665941247	0.879918578878675	0.0283196712957601	0.0800193759202747	0.633090681246262	0.319138785503305	0.395717406553459	0.208063463695353	0.0951573665941247	0.0681500850864123	0.089913736302639
Blautia faecis	0.00222313540999092	0.0139059688143628	0.00920177977763475	0.0385884529220194	0.378568669662303	0.00299286368018598	0.0102451939411279	0.106252371759346	0.0220341909323653	0.102008083962313	0.0385884529220194	0.416774768899138	0.00567052878802927	0.000642825988627822
Blautia luti	0.0153173290532817	0.00654349014683787	0.208063463695353	0.0385884529220194	0.512840943181826	0.00823976871233844	0.100602631832255	0.403833088314712	0.199335494617809	0.168923677557252	0.106252371759346	0.0625114832796152	0.0279602596510263	0.0753623350534836
Blautia obeum	0.0198921335249136	0.169753407325675	0.64821522908268	0.377698156076668	0.563504135774586	0.0918457918572557	0.105548053930175	0.239527868995874	0.982761609403465	0.748446234294094	0.211642967220043	0.207196608827139	0.389370040583728	0.377698156076668
Blautia wexlerae	0.0548421197754078	0.0306758950616401	0.15173503571673	0.0306758950616401	0.696683109395766	0.000331668339126921	0.044609296463363	0.33058925941211	0.089913736302639	0.0634146473377936	0.0478559768420606	0.0848687711339349	0.0173585858460833	0.0220341909323653
Clostridiales bacterium	0.762121655996299	0.484451661455399	0.245265000730777	0.556737056176831	0.812182698028059	0.235621003512646	0.812182698028059	0.226206044935027	0.556737056176831	0.126162627037365	0.089913736302639	0.664633161792668	0.335507821676454	0.307909876180653
Collinsella aerofaciens	0.118175957013032	0.0331699010901058	0.144586301303347	0.0220341909323653	0.556737056176831	0.0184527180284454	0.0848687711339349	0.286122902914987	0.0283196712957601	0.0886004157284614	0.0951573665941247	0.0512655897864915	0.025754387074545	0.0512655897864915
Coprococcus comes	0.000418117940414996	0.00395044897254266	0.1908358740045	0.100602631832255	0.896985870819554	0.0125930304960941	0.0512655897864915	0.182563978573167	0.366251460583582	0.258370374357964	0.0548421197754078	0.0800193759202747	0.050765334660571	0.0708943175492231
Dorea longicatena	0.000785441677853611	0.00161476898606993	0.0168314561868934	0.0201854985098541	0.470531995381542	5.9978574465377e-05	0.0240031912007137	0.217020225759977	0.0800193759202747	0.102008083962313	0.0331699010901058	0.26523878689279	0.00952876116769864	0.00161476898606993
Firmicutes bacterium OM04-13BH	0.00920177977763475	0.00823976871233844	0.174519008130059	0.044609296463363	0.617523489540143	0.0153173290532817	0.0753623350534836	0.089913736302639	0.235621003512646	0.0741504034400408	0.0220341909323653	0.0585894753885676	0.025754387074545	0.0951573665941247
Fusicatenibacter saccharivorans	0.0951573665941247	0.106252371759346	0.342259528940024	0.245265000730777	0.556737056176831	0.1908358740045	0.199335494617809	0.0585894753885676	0.319138785503305	0.0811566213313912	0.044609296463363	0.159105769412195	0.0639766697540814	0.27556745095678
Lachnospiraceae bacterium	0.0283196712957601	0.0139059688143628	0.443261936450183	0.159105769412195	0.948402225236522	0.0585894753885676	0.286122902914987	0.541935885731317	0.633090681246262	0.540488162884896	0.245265000730777	0.0585894753885676	0.216146759539985	0.296904115688764
Mediterraneibacter faecis	0.000951362855555507	0.0125930304960941	0.307909876180653	0.235621003512646	0.829023640531309	0.0306758950616401	0.0951573665941247	0.391096770941896	0.617523489540143	0.533132786647023	0.15173503571673	0.137657916347729	0.150934728875414	0.124454791188834
Odoribacter splanchnicus	0.089913736302639	0.044609296463363	0.106252371759346	0.0102451939411279	0.26523878689279	0.000642825988627822	0.0358059970520293	0.26523878689279	0.0478559768420606	0.0163087783685544	0.0415214944103185	0.33058925941211	0.00720175094976222	0.0184527180284454
Ruminococcus bicirculans	0.213511552674391	0.036879648297599	0.293298063028333	0.251552990266395	0.948038004546469	0.171175951984002	0.844853681587023	0.134548594648049	0.793995995909263	0.479706087185337	0.121455142891161	0.0268907007358238	0.425717651032373	0.539026720193219
Ruminococcus sp. AM22-13	0.00190036772552827	0.00222313540999092	0.159105769412195	0.0358059970520293	0.762121655996299	0.00512408169875306	0.0848687711339349	0.443261936450183	0.27556745095678	0.219829019605948	0.089913736302639	0.0625114832796152	0.0381594755494203	0.0548421197754078
Ruminococcus sp. AM40-10AC	0.0201854985098541	0.0113741986426909	0.0512655897864915	0.0240031912007137	0.541935885731317	4.1910446530342e-05	0.0306758950616401	0.159105769412195	0.0585894753885676	0.046892133588242	0.0201854985098541	0.106252371759346	0.00762875095968554	0.00580115047447825
Slackia isoflavoniconvertens	0.00694805697960099	0.00568375866033827	0.285542195268127	0.150711273437598	0.980769328160811	0.163140704747717	0.21414255622841	0.251090971137364	0.297591763224344	0.461664370600665	0.146706978607255	0.00368212463156492	0.0911135101194534	0.219206324381512
uncultured Blautia sp.	0.00823976871233844	0.00512408169875306	0.0708943175492231	0.0168314561868934	0.354147641232921	0.000785441677853611	0.0385884529220194	0.296904115688764	0.106252371759346	0.093811385410168	0.0585894753885676	0.26523878689279	0.0130122431840831	0.0139059688143628
uncultured Collinsella sp.	0.0625114832796152	0.0358059970520293	0.27556745095678	0.0125930304960941	0.664633161792668	0.0512655897864915	0.0848687711339349	0.307909876180653	0.106252371759346	0.157480492633392	0.130948069507173	0.0358059970520293	0.0490488481513114	0.15173503571673
uncultured Eubacterium sp.	0.255137751758957	0.174519008130059	0.0548421197754078	0.144586301303347	0.27556745095678	0.586823664362704	0.680597508286082	0.144586301303347	0.307909876180653	0.786326469839071	0.443261936450183	0.680597508286082	0.442437665758386	0.33058925941211
uncultured Roseburia sp.	0.0415214944103185	0.199335494617809	0.602099427786538	0.512840943181826	0.795414501853898	0.137657916347729	0.1908358740045	0.1908358740045	0.96559026891878	0.370632257771717	0.0951573665941247	0.342259528940024	0.24928250596238	0.366251460583582
uncultured Solobacterium sp.	0.00114310508680406	0.000200713073324232	0.0753623350534836	0.0385884529220194	0.982791768902848	0.00823976871233844	0.144586301303347	0.226206044935027	0.27556745095678	0.219829019605948	0.0358059970520293	0.0201854985098541	0.0599836082381668	0.0512655897864915
