id	3-Dehydrocholic acid	Bilirubin	Biliverdin	Cholic acid	Choline	D-(+)-Proline	Deoxycholic Acid	Gentisic acid	Gly-Val	Indole	Inosine	Lithocholic Acid	L-Tyrosine	Taurine	Υ-Aminobutyric acid (GABA)
Blautia obeum	0.181721477401602	0.143798117491237	0.0999138724178622	0.50491268758604	0.307014178900402	0.383939601453497	0.939710022323152	0.189984522415267	0.704272667435206	0.301482697461456	0.875225526798938	0.586157732126183	0.2028076432501	0.254245874016199	0.383939601453497
Blautia wexlerae	0.089913736302639	0.199335494617809	0.0102451939411279	0.00395044897254266	0.00222313540999092	0.000152674064676699	0.00190036772552827	0.00299286368018598	0.0184527180284454	0.112109291468892	0.728736103841387	0.0139059688143628	0.0478559768420606	8.36658642909169e-05	0.00920177977763475
Clostridiales bacterium	0.0306758950616401	0.307909876180653	0.696683109395766	0.0512655897864915	0.235621003512646	0.124454791188834	0.403833088314712	0.15173503571673	0.745609480980708	0.124454791188834	0.905370070049872	0.089913736302639	0.484451661455399	0.1908358740045	0.124454791188834
Collinsella aerofaciens	0.182563978573167	0.27556745095678	0.00299286368018598	0.0283196712957601	0.0139059688143628	0.00580115047447825	0.000200713073324232	0.0240031912007137	0.000259811849861481	0.33058925941211	0.341372294714219	0.0512655897864915	0.0331699010901058	0.00512408169875306	0.0625114832796152
Coprococcus comes	0.0306758950616401	0.0240031912007137	0.00258621483336258	0.100602631832255	0.044609296463363	0.089913736302639	0.159105769412195	0.112109291468892	0.0753623350534836	0.144586301303347	0.312601676218412	0.124454791188834	0.0201854985098541	0.0331699010901058	0.112109291468892
Dorea longicatena	0.100602631832255	0.0753623350534836	0.000521133700481004	0.00512408169875306	0.00114310508680406	0.00222313540999092	0.00823976871233844	0.0306758950616401	0.0331699010901058	0.0800193759202747	0.207196608827139	0.00920177977763475	0.0260968910527031	0.000152674064676699	0.0415214944103185
Firmicutes bacterium OM04-13BH	0.00344645026182745	0.0153173290532817	0.0125930304960941	0.0478559768420606	0.0625114832796152	0.0512655897864915	0.106252371759346	0.100602631832255	0.0753623350534836	0.066611882266889	0.40297832764889	0.0478559768420606	0.0260968910527031	0.0306758950616401	0.0184527180284454
Fusicatenibacter saccharivorans	0.000200713073324232	0.0168314561868934	0.182563978573167	0.15173503571673	0.541935885731317	0.378568669662303	0.378568669662303	0.27556745095678	0.366251460583582	0.066611882266889	0.301482697461456	0.124454791188834	0.144586301303347	0.286122902914987	0.044609296463363
Lachnospiraceae bacterium	0.217020225759977	0.226206044935027	0.0125930304960941	0.245265000730777	0.0415214944103185	0.100602631832255	0.1908358740045	0.33058925941211	0.0625114832796152	0.512840943181826	0.786694014208633	0.217020225759977	0.0708943175492231	0.0753623350534836	0.1908358740045
Mediterraneibacter faecis	0.112109291468892	0.0585894753885676	0.0113741986426909	0.217020225759977	0.066611882266889	0.166699987624945	0.33058925941211	0.182563978573167	0.174519008130059	0.286122902914987	0.462836643549213	0.27556745095678	0.044609296463363	0.0753623350534836	0.27556745095678
Odoribacter splanchnicus	0.0848687711339349	0.100602631832255	0.0139059688143628	0.00395044897254266	0.0113741986426909	0.000785441677853611	0.00299286368018598	0.0358059970520293	0.0201854985098541	0.0358059970520293	0.571015781266848	0.00512408169875306	0.066611882266889	0.000418117940414996	0.00450843548429422
Ruminococcus bicirculans	0.036879648297599	0.362722239733105	0.251552990266395	0.195884142069873	0.077527200453535	0.115234156162271	0.400392400275396	0.375065236242	0.495450359532311	0.524324327435999	0.896080326856902	0.115234156162271	0.179181965547571	0.187417731783863	0.134548594648049
Ruminococcus sp. AM22-13	0.166699987624945	0.144586301303347	0.000642825988627822	0.0478559768420606	0.00450843548429422	0.0153173290532817	0.0283196712957601	0.0708943175492231	0.0113741986426909	0.245265000730777	0.519302297016613	0.0800193759202747	0.0283196712957601	0.00450843548429422	0.0548421197754078
Ruminococcus sp. AM40-10AC	0.0331699010901058	0.124454791188834	0.00512408169875306	0.00114310508680406	0.00190036772552827	0.000152674064676699	0.00222313540999092	0.00344645026182745	0.0358059970520293	0.0625114832796152	0.435735756118906	0.00299286368018598	0.0415214944103185	2.84280453485473e-05	0.00580115047447825
Slackia isoflavoniconvertens	0.120589876611505	0.251090971137364	0.000782581980381582	0.245598159334698	0.0977298534574259	0.2401767699218	0.0589563683655662	0.146706978607255	0.00427744279738244	0.671689261741418	0.16659983999499	0.322529909163677	0.0384428946397995	0.120589876611505	0.251090971137364
uncultured Blautia sp.	0.159105769412195	0.100602631832255	0.000521133700481004	0.0153173290532817	0.00395044897254266	0.00512408169875306	0.00735502885780513	0.0848687711339349	0.00920177977763475	0.0951573665941247	0.31824499801822	0.0168314561868934	0.0331699010901058	0.000785441677853611	0.0415214944103185
uncultured Collinsella sp.	0.33058925941211	0.286122902914987	0.000951362855555507	0.124454791188834	0.0385884529220194	0.0385884529220194	0.00823976871233844	0.066611882266889	0.000200713073324232	0.416774768899138	0.449188744038428	0.199335494617809	0.0385884529220194	0.0260968910527031	0.100602631832255
uncultured Eubacterium sp.	0.879918578878675	0.845930921228779	0.0800193759202747	0.602099427786538	0.391096770941896	0.648795709784666	0.319138785503305	0.931234351201881	0.286122902914987	1	0.0639766697540814	0.429918785032884	0.633090681246262	0.498555985524188	0.879918578878675
uncultured Roseburia sp.	0.0260968910527031	0.0512655897864915	0.342259528940024	0.286122902914987	0.403833088314712	0.443261936450183	0.931234351201881	0.208063463695353	0.931234351201881	0.089913736302639	0.761715327826085	0.391096770941896	0.226206044935027	0.27556745095678	0.208063463695353
uncultured Solobacterium sp.	0.0548421197754078	0.0625114832796152	0.00344645026182745	0.0358059970520293	0.000785441677853611	0.0113741986426909	0.0331699010901058	0.0478559768420606	0.0201854985098541	0.27556745095678	0.371509666939279	0.0800193759202747	0.00395044897254266	0.00654349014683787	0.106252371759346
