id	Gly-Val	Indoline	Hypoxanthine	L-Methionine sulfoxide	Uric acid	L-Pyroglutamic acid	Linoleic acid	Glutamic acid	α-linolenic acid	Pantothenic acid	L-Glutamic acid	Deoxycholic Acid	Gentisic acid	L-Histidine
Blautia obeum	-0.658494880238045	-0.423818513344699	-0.147110558351053	-0.280210587335338	-0.185639514109662	0.507881689545301	0.490368527836842	0.367776395877632	-0.00700526468338346	0.10369084554799	0.388792189927782	0.392294822269474	0.273684210526316	0.280210587335338
Blautia wexlerae	-0.566433566433566	-0.622377622377623	-0.440559440559441	-0.622377622377623	0.125874125874126	0.86013986013986	0.587412587412588	0.307692307692308	0.510489510489511	0.550880584070666	0.580419580419581	0.517482517482518	0.669002777263121	0.65034965034965
Clostridiales bacterium	0.0979020979020979	0.223776223776224	0.363636363636364	0.188811188811189	-0.0769230769230769	-0.370629370629371	-0.0769230769230769	-0.377622377622378	-0.188811188811189	-0.466669539371965	-0.510489510489511	-0.13986013986014	-0.304729013727181	-0.321678321678322
Collinsella aerofaciens	-0.475524475524476	-0.615384615384615	-0.447552447552448	-0.65034965034965	0.188811188811189	0.664335664335664	0.517482517482518	0.335664335664336	0.629370629370629	0.512283855250428	0.503496503496504	0.573426573426573	0.637479086187895	0.573426573426573
Coprococcus comes	-0.853146853146853	-0.762237762237762	-0.405594405594406	-0.496503496503497	0.041958041958042	0.692307692307692	0.573426573426573	0.412587412587413	0.286713286713287	0.354388146440364	0.566433566433566	0.524475524475525	0.574431704037444	0.538461538461539
Dorea longicatena	-0.832167832167832	-0.804195804195804	-0.671328671328671	-0.657342657342657	0.230769230769231	0.902097902097902	0.643356643356643	0.384615384615385	0.524475524475525	0.494739887604865	0.615384615384615	0.34965034965035	0.711034365363421	0.804195804195804
Firmicutes bacterium OM04-13BH	-0.713286713286713	-0.72027972027972	-0.41958041958042	-0.587412587412588	0.160839160839161	0.678321678321678	0.531468531468532	0.510489510489511	0.370629370629371	0.533336616425103	0.65034965034965	0.559440559440559	0.637479086187895	0.503496503496504
Fusicatenibacter saccharivorans	-0.503496503496504	-0.48951048951049	-0.300699300699301	-0.363636363636364	0.188811188811189	0.405594405594406	0.398601398601399	0.559440559440559	0.314685314685315	0.522810235837765	0.587412587412588	0.433566433566434	0.549913277645602	0.342657342657343
Lachnospiraceae bacterium	-0.629370629370629	-0.685314685314685	-0.244755244755245	-0.433566433566434	0.020979020979021	0.559440559440559	0.335664335664336	0.195804195804196	0.153846153846154	0.196492437630301	0.363636363636364	0.559440559440559	0.38528955758609	0.328671328671329
Mediterraneibacter faecis	-0.825174825174825	-0.692307692307692	-0.321678321678322	-0.370629370629371	-0.0699300699300699	0.622377622377623	0.503496503496504	0.272727272727273	0.160839160839161	0.200001231159414	0.440559440559441	0.454545454545455	0.441331675053158	0.468531468531469
Odoribacter splanchnicus	0.510489510489511	0.587412587412588	0.48951048951049	0.706293706293706	-0.34965034965035	-0.839160839160839	-0.608391608391608	-0.34965034965035	-0.580419580419581	-0.673688357589604	-0.594405594405594	-0.307692307692308	-0.72854752707188	-0.664335664335664
Ruminococcus bicirculans	0.387333548362199	0.605648821075439	0.330994123145879	0.359163835754039	-0.02112728445612	-0.422545689122399	-0.0633818533683599	-0.457757829882599	-0.0845091378244798	-0.226149821764086	-0.471842686186679	-0.633818533683599	-0.253971808930131	-0.19718798825712
Ruminococcus sp. AM22-13	-0.797202797202797	-0.79020979020979	-0.433566433566434	-0.608391608391608	0.0979020979020979	0.748251748251748	0.517482517482518	0.244755244755245	0.342657342657343	0.382458494673265	0.510489510489511	0.552447552447553	0.602452762770978	0.566433566433566
Ruminococcus sp. AM40-10AC	-0.657342657342657	-0.699300699300699	-0.573426573426573	-0.643356643356643	0.195804195804196	0.909090909090909	0.622377622377623	0.433566433566434	0.559440559440559	0.582459725832678	0.657342657342657	0.48951048951049	0.725044894730188	0.741258741258741
Slackia isoflavoniconvertens	-0.7307029300051	-0.742425436903578	-0.336045197756356	-0.441547759842654	0.00781500459898503	0.429825252944177	0.386842727649759	0.359490211553311	0.328230193157371	0.23527421832403	0.445455262142147	0.765870450700533	0.508865703296478	0.382935225350266
uncultured Blautia sp.	-0.72027972027972	-0.748251748251748	-0.538461538461539	-0.671328671328671	0.293706293706294	0.832167832167832	0.601398601398601	0.328671328671329	0.48951048951049	0.505266268192203	0.559440559440559	0.34965034965035	0.690018571313271	0.685314685314685
uncultured Collinsella sp.	-0.552447552447553	-0.608391608391608	-0.342657342657343	-0.692307692307692	0.13986013986014	0.573426573426573	0.517482517482518	0.321678321678322	0.48951048951049	0.435090397609952	0.461538461538462	0.608391608391608	0.577934336379136	0.440559440559441
uncultured Eubacterium sp.	0.356643356643357	0.41958041958042	0.566433566433566	0.447552447552448	-0.342657342657343	-0.174825174825175	-0.132867132867133	-0.447552447552448	-0.321678321678322	-0.087719838227813	-0.244755244755245	-0.132867132867133	-0.245184263918421	-0.307692307692308
uncultured Roseburia sp.	-0.594405594405594	-0.398601398601399	-0.167832167832168	-0.20979020979021	-0.0839160839160839	0.454545454545455	0.405594405594406	0.405594405594406	-0.013986013986014	0.284212275858114	0.503496503496504	0.300699300699301	0.360771131194248	0.286713286713287
uncultured Solobacterium sp.	-0.818181818181818	-0.874125874125874	-0.531468531468532	-0.601398601398601	-0.00699300699300699	0.72027972027972	0.447552447552448	0.377622377622378	0.342657342657343	0.382458494673265	0.608391608391608	0.657342657342657	0.556918542328985	0.573426573426573
