id	(serum)2-Hydroxyhippuric acid	(serum)Gentisic acid	(serum)Glutamic acid	(serum)Gly-Val	(serum)Hypoxanthine	(serum)Indoline	(serum)Lauric acid	(serum)L-Glutamic acid	(serum)L-Histidine	(serum)Linoleic acid	(serum)L-Methionine sulfoxide	(serum)L-Pyroglutamic acid	(serum)Pantothenic acid	(serum)Uric acid	(serum)α-Linolenic Acid	(serum)(-)-Camphanic acid	(serum)16-Hydroxyhexadecanoic acid	(serum)2-Amino-1,3,4-octadecanetriol	(serum)8Z,11Z,14Z-Eicosatrienoic acid	(serum)Calcitriol	(serum)Choline	(serum)D-(+)-Pipecolinic acid	(serum)Decanoylcarnitine	(serum)Diphenylsulfoxide	(serum)DL-Mandelic acid	(serum)DL-Stachydrine	(serum)Docosahexaenoic Acid	(serum)Hexanoylcarnitine	(serum)Homogentisate	(serum)Kynurenine	(serum)L(+)-Ornithine	(serum)Lauroylcarnitine	(serum)Levothyroxine	(serum)L-Valine	(serum)Methyl indole-3-acetate	(serum)Myristic Acid	(serum)N,N-Dimethyldodecylamine N-oxide	(serum)N,N-Dimethylglycine	(serum)N-Formyl-DL-methionine	(serum)Octanoyl-L-Carnitine	(serum)Oleic acid	(serum)Oleoyl ethanolamide	(serum)Palmitoleic acid	(serum)PC(16:0/0:0)	(serum)Phosphocholine	(serum)raspberry ketone	(serum)Threonine	(serum)Tretinoin	(serum)Ursocholanic Acid	(serum)α-Aspartylphenylalanine
(faecal)Υ-Aminobutyric acid (GABA)	(faecal)Υ-Aminobutyric acid (GABA)	0.208	0.227783956715016	0.622787172011662	0.208	0.208	0.265702623906705	0.704	0.622787172011662	0.787172011661807	0.787172011661807	0.704	0.156174927113702	0.199660189460363	0.544093294460641	0.265702623906705	0.328723032069971	0.871743440233236	0.156174927113702	0.110787172011662	0.704	0.622787172011662	0.396501457725947	0.787172011661807	0.871743440233236	0.871743440233236	0.957154518950437	0.0415626822157435	0.544093294460641	0.787172011661807	0.704	0.622787172011662	0.787172011661807	0.544093294460641	0.072396501457726	0.328723032069971	0.622787172011662	0.468478134110787	0.704	0.468478134110787	0.787172011661807	0.396501457725947	0.110787172011662	0.396501457725947	0.156174927113702	0.826848213385815	0.468478134110787	0.265702623906705	0.871743440233236	0.396501457725947	0.468478134110787
(faecal)L-Tyrosine	(faecal)L-Tyrosine	0.544093294460641	0.577351787034875	0.704	0.871743440233236	0.704	0.787172011661807	0.468478134110787	0.396501457725947	0.871743440233236	0.544093294460641	0.156174927113702	0.871743440233236	0.658373571260927	0.0415626822157435	0.468478134110787	0.156174927113702	0.396501457725947	0.468478134110787	0.787172011661807	0.208	0.208	0.622787172011662	0.328723032069971	0.871743440233236	0.871743440233236	0.544093294460641	0.787172011661807	0.265702623906705	0.468478134110787	0.468478134110787	0.957154518950437	0.328723032069971	0.704	0.957154518950437	0.468478134110787	0.787172011661807	0.468478134110787	0.468478134110787	0.328723032069971	0.328723032069971	0.957154518950437	0.787172011661807	0.544093294460641	0.871743440233236	0.461482840350805	0.787172011661807	0.787172011661807	0.396501457725947	0.871743440233236	0.622787172011662
(faecal)Inosine	(faecal)Inosine	0.0360575728451593	0.867990535314472	0.826848213385815	0.124789337440287	0.0498575851013404	0.388865300128958	0.741733927731628	0.199660189460363	0.699797968157019	0.956529352389841	0.741733927731628	0.0835232813732599	0.177900150111948	0.354164298436231	0.0148886220055804	0.658373571260927	0.956529352389841	0.124789337440287	0.103242804623708	0.320632582865827	0.288343233800394	0.0243768916856908	0.577351787034875	0.869880378700103	0.741733927731628	0.617533817425997	0.227783956715016	0.741733927731628	1	0.499253218114633	0.658373571260927	0.388865300128958	0.124789337440287	0.17307111024126	0.537900560470205	0.354164298436231	0.461482840350805	0.577351787034875	0.17307111024126	0.577351787034875	0.658373571260927	0.103242804623708	0.257369331622575	0.537900560470205	1	0.577351787034875	0.388865300128958	0.537900560470205	0.499253218114633	0.320632582865827
(faecal)Gly-Val	(faecal)Gly-Val	0.704	0.227783956715016	0.468478134110787	0.957154518950437	0.787172011661807	0.622787172011662	0.622787172011662	0.957154518950437	0.072396501457726	0.072396501457726	0.957154518950437	0.544093294460641	0.499253218114633	0.871743440233236	0.622787172011662	0.0415626822157435	0.208	0.544093294460641	0.544093294460641	0.871743440233236	0.787172011661807	0.704	0.208	0.156174927113702	0.265702623906705	0.871743440233236	0.468478134110787	0.328723032069971	0.544093294460641	0.156174927113702	0.328723032069971	0.622787172011662	0.622787172011662	0.704	0.396501457725947	0.957154518950437	0.0188454810495627	0.622787172011662	0.622787172011662	0.208	0.957154518950437	0.544093294460641	0.787172011661807	0.208	0.124789337440287	0.396501457725947	0.622787172011662	0.871743440233236	0.468478134110787	0.871743440233236
(faecal)Choline	(faecal)Choline	0.328723032069971	0.320632582865827	0.957154518950437	0.396501457725947	0.468478134110787	0.957154518950437	0.265702623906705	0.208	0.396501457725947	0.622787172011662	0.468478134110787	0.622787172011662	0.658373571260927	0.00480466472303207	0.208	0.622787172011662	0.787172011661807	0.704	0.622787172011662	0.00480466472303207	0.00480466472303207	0.072396501457726	0.208	0.871743440233236	0.396501457725947	0.328723032069971	0.871743440233236	0.156174927113702	0.544093294460641	0.787172011661807	0.957154518950437	0.0415626822157435	0.110787172011662	0.957154518950437	0.871743440233236	0.265702623906705	0.871743440233236	0.622787172011662	0.396501457725947	0.208	0.704	0.622787172011662	0.704	0.622787172011662	0.699797968157019	0.871743440233236	0.957154518950437	0.544093294460641	0.871743440233236	0.468478134110787
(faecal)D-(+)-Pyroglutamic Acid	(faecal)D-(+)-Pyroglutamic Acid	0.328723032069971	0.227783956715016	0.468478134110787	0.265702623906705	0.704	0.704	0.0415626822157435	0.0415626822157435	0.208	0.871743440233236	0.072396501457726	0.957154518950437	0.461482840350805	0.00480466472303207	0.396501457725947	0.544093294460641	0.787172011661807	0.622787172011662	0.544093294460641	0.072396501457726	0.110787172011662	0.468478134110787	0.622787172011662	0.704	0.156174927113702	0.110787172011662	0.787172011661807	0.396501457725947	0.208	0.871743440233236	0.544093294460641	0.265702623906705	0.544093294460641	0.871743440233236	0.622787172011662	0.208	0.787172011661807	0.622787172011662	0.208	0.622787172011662	0.787172011661807	0.544093294460641	0.468478134110787	0.622787172011662	0.956529352389841	0.396501457725947	0.704	0.110787172011662	0.787172011661807	0.156174927113702
(faecal)α-Linolenic Acid	(faecal)α-Linolenic Acid	0.156174927113702	0.699797968157019	0.208	0.156174927113702	0.468478134110787	0.110787172011662	0.156174927113702	0.0188454810495627	0.265702623906705	0.622787172011662	0.00480466472303207	0.871743440233236	0.124789337440287	0.328723032069971	0.396501457725947	0.871743440233236	0.265702623906705	0.622787172011662	0.208	0.787172011661807	0.787172011661807	0.957154518950437	0.468478134110787	0.156174927113702	0.265702623906705	0.265702623906705	0.622787172011662	0.622787172011662	0.396501457725947	0.871743440233236	0.0415626822157435	0.787172011661807	0.704	0.265702623906705	0.396501457725947	0.468478134110787	0.396501457725947	0.110787172011662	0.0415626822157435	0.468478134110787	0.072396501457726	0.208	0.072396501457726	0.787172011661807	0.424662507561364	0.072396501457726	0.110787172011662	0	0.110787172011662	0.0415626822157435
(faecal)L-Glutamic acid	(faecal)L-Glutamic acid	0.871743440233236	0.288343233800394	0.544093294460641	0.544093294460641	0.622787172011662	0.871743440233236	0.072396501457726	0.265702623906705	0.544093294460641	0.957154518950437	0.265702623906705	0.468478134110787	0.826848213385815	0.072396501457726	0.957154518950437	0.110787172011662	0.871743440233236	0.156174927113702	0.957154518950437	0.110787172011662	0.328723032069971	0.787172011661807	0.396501457725947	0.704	0.265702623906705	0.072396501457726	0.468478134110787	0.156174927113702	0.0415626822157435	0.704	0.871743440233236	0.208	0.622787172011662	0.622787172011662	0.787172011661807	0.208	0.544093294460641	0.622787172011662	0.622787172011662	0.396501457725947	0.787172011661807	0.957154518950437	0.957154518950437	0.544093294460641	0.956529352389841	0.704	0.871743440233236	0.396501457725947	0.544093294460641	0.328723032069971
(faecal)Citrulline	(faecal)Citrulline	0.265702623906705	0.00766584418747316	0.468478134110787	0.704	0.156174927113702	0.208	0.208	0.957154518950437	0.072396501457726	0.072396501457726	0.787172011661807	0.0415626822157435	0.199660189460363	0.622787172011662	0.208	0.787172011661807	0.208	0.468478134110787	0.156174927113702	0.622787172011662	0.544093294460641	0.468478134110787	0.622787172011662	0.544093294460641	0.110787172011662	0.622787172011662	0.0188454810495627	0.957154518950437	0.704	0.0415626822157435	0.787172011661807	0.871743440233236	0.622787172011662	0.110787172011662	0.622787172011662	0.787172011661807	0.468478134110787	0.871743440233236	0.396501457725947	0.622787172011662	0.468478134110787	0.156174927113702	0.328723032069971	0.00480466472303207	0.124789337440287	0.622787172011662	0.208	0.871743440233236	0.787172011661807	0.871743440233236
(faecal)D-Glucuronic Acid	(faecal)D-Glucuronic Acid	0.396501457725947	0.913131785162326	0.871743440233236	0.787172011661807	0.208	0.328723032069971	0.787172011661807	0.704	0.468478134110787	0.957154518950437	0.622787172011662	0.396501457725947	0.577351787034875	0.787172011661807	0.468478134110787	0.0188454810495627	0.787172011661807	0.208	0.544093294460641	0.468478134110787	0.957154518950437	0.957154518950437	0.156174927113702	0.0415626822157435	0.957154518950437	0.468478134110787	0.468478134110787	0.072396501457726	0.208	0.871743440233236	0.072396501457726	0.265702623906705	0.544093294460641	0.265702623906705	0.787172011661807	0.544093294460641	0.0415626822157435	0.787172011661807	0.468478134110787	0.156174927113702	0.208	0.544093294460641	0.208	0.787172011661807	0.913131785162326	0.468478134110787	0.328723032069971	0.468478134110787	0.0188454810495627	0.871743440233236
(faecal)Oleic acid	(faecal)Oleic acid	0.622787172011662	0.227783956715016	0.871743440233236	0.704	0.871743440233236	0.396501457725947	0.871743440233236	0.787172011661807	0.156174927113702	0.0415626822157435	0.704	0.704	0.320632582865827	0.957154518950437	0.704	0.072396501457726	0.110787172011662	0.328723032069971	0.396501457725947	0.957154518950437	0.544093294460641	0.957154518950437	0.468478134110787	0.328723032069971	0.468478134110787	0.622787172011662	0.396501457725947	0.544093294460641	0.328723032069971	0.328723032069971	0.622787172011662	0.871743440233236	0.871743440233236	0.544093294460641	0.704	0.787172011661807	0.072396501457726	0.328723032069971	0.468478134110787	0.468478134110787	0.622787172011662	0.396501457725947	0.622787172011662	0.156174927113702	0.0657038480715891	0.787172011661807	0.396501457725947	0.787172011661807	0.704	0.544093294460641
(faecal)L-Norleucine	(faecal)L-Norleucine	0.396501457725947	0.956529352389841	0.396501457725947	0.957154518950437	0.396501457725947	0.622787172011662	0.871743440233236	0.544093294460641	0.787172011661807	0.328723032069971	0.265702623906705	0.468478134110787	0.537900560470205	0.110787172011662	0.265702623906705	0.208	0.265702623906705	0.787172011661807	0.622787172011662	0.328723032069971	0.265702623906705	0.468478134110787	0.265702623906705	0.787172011661807	0.704	0.871743440233236	0.871743440233236	0.328723032069971	0.787172011661807	0.156174927113702	0.871743440233236	0.396501457725947	0.622787172011662	0.787172011661807	0.265702623906705	0.957154518950437	0.396501457725947	0.544093294460641	0.265702623906705	0.265702623906705	0.871743440233236	0.622787172011662	0.396501457725947	0.787172011661807	0.288343233800394	0.544093294460641	0.622787172011662	0.544093294460641	0.957154518950437	0.787172011661807
(faecal)Xanthine	(faecal)Xanthine	0.544093294460641	0.288343233800394	0.156174927113702	0.110787172011662	0.957154518950437	0.871743440233236	0.072396501457726	0.156174927113702	0.156174927113702	0.208	0.787172011661807	0.871743440233236	0.699797968157019	0.265702623906705	0.622787172011662	0.871743440233236	0.328723032069971	0.787172011661807	0.622787172011662	0.110787172011662	0.265702623906705	0.265702623906705	0.704	0.957154518950437	0.0415626822157435	0.072396501457726	0.871743440233236	0.468478134110787	0.265702623906705	0.328723032069971	0.787172011661807	0.208	0.208	0.957154518950437	0.072396501457726	0.0188454810495627	0.396501457725947	0.468478134110787	0.704	0.704	0.787172011661807	0.622787172011662	0.957154518950437	0.544093294460641	0.257369331622575	0.208	0.871743440233236	0.544093294460641	0.957154518950437	0.208
(faecal)Creatine	(faecal)Creatine	0.208	0.658373571260927	0.468478134110787	0.787172011661807	0.208	0.265702623906705	0.957154518950437	0.468478134110787	0.622787172011662	0.110787172011662	0.208	0.265702623906705	0.257369331622575	0.265702623906705	0.156174927113702	0.328723032069971	0.072396501457726	0.871743440233236	0.328723032069971	0.622787172011662	0.544093294460641	0.544093294460641	0.468478134110787	0.957154518950437	0.544093294460641	0.957154518950437	0.468478134110787	0.622787172011662	0.871743440233236	0.072396501457726	0.871743440233236	0.704	0.787172011661807	0.396501457725947	0.328723032069971	0.871743440233236	0.468478134110787	0.328723032069971	0.110787172011662	0.468478134110787	0.468478134110787	0.328723032069971	0.156174927113702	0.396501457725947	0.0835232813732599	0.704	0.265702623906705	0.396501457725947	0.704	0.622787172011662
(faecal)Ribose	(faecal)Ribose	0.0415626822157435	0.124789337440287	0.787172011661807	0.110787172011662	0.110787172011662	0.072396501457726	0.871743440233236	0.328723032069971	0.468478134110787	0.208	0.787172011661807	0.072396501457726	0.0148886220055804	0.957154518950437	0.072396501457726	0.871743440233236	0.265702623906705	0.544093294460641	0.00480466472303207	0.957154518950437	0.787172011661807	0.265702623906705	0.704	0.787172011661807	0.704	0.622787172011662	0.00480466472303207	0.957154518950437	0.704	0.265702623906705	0.787172011661807	0.871743440233236	0.396501457725947	0.0188454810495627	0.622787172011662	0.468478134110787	0.871743440233236	0.787172011661807	0.110787172011662	0.704	0.265702623906705	0.00480466472303207	0.156174927113702	0.0188454810495627	0.227783956715016	0.622787172011662	0.072396501457726	0.544093294460641	0.544093294460641	0.208
(faecal)Uracil	(faecal)Uracil	0.622787172011662	0.257369331622575	0.871743440233236	0.468478134110787	0.871743440233236	0.622787172011662	0.208	0.328723032069971	0.468478134110787	0.468478134110787	0.704	0.957154518950437	0.913131785162326	0.0188454810495627	0.468478134110787	0.396501457725947	0.544093294460641	0.957154518950437	0.871743440233236	0	0.0188454810495627	0.110787172011662	0.110787172011662	0.544093294460641	0.328723032069971	0.208	0.622787172011662	0.0415626822157435	0.328723032069971	0.957154518950437	0.622787172011662	0.00480466472303207	0.072396501457726	0.704	0.787172011661807	0.156174927113702	0.871743440233236	0.468478134110787	0.704	0.110787172011662	0.396501457725947	0.871743440233236	0.871743440233236	0.468478134110787	0.499253218114633	0.957154518950437	0.622787172011662	0.787172011661807	0.468478134110787	0.544093294460641
(faecal)L-(+)-Citrulline	(faecal)L-(+)-Citrulline	0.544093294460641	0.000309085667849671	0.787172011661807	0.787172011661807	0.468478134110787	0.208	0.208	0.787172011661807	0.072396501457726	0.072396501457726	0.704	0.265702623906705	0.288343233800394	0.208	0.622787172011662	0.957154518950437	0.208	0.787172011661807	0.265702623906705	0.208	0.110787172011662	0.957154518950437	0.871743440233236	0.704	0.156174927113702	0.622787172011662	0.0415626822157435	0.544093294460641	0.787172011661807	0.265702623906705	0.957154518950437	0.396501457725947	0.871743440233236	0.156174927113702	0.871743440233236	0.704	0.544093294460641	0.622787172011662	0.622787172011662	0.871743440233236	0.328723032069971	0.265702623906705	0.468478134110787	0.00480466472303207	0.124789337440287	0.871743440233236	0.208	0.871743440233236	0.704	0.871743440233236
(faecal)citramalate	(faecal)citramalate	0.871743440233236	0.956529352389841	0.396501457725947	0.957154518950437	0.871743440233236	0.544093294460641	0.957154518950437	0.957154518950437	0.468478134110787	0.957154518950437	0.622787172011662	0.622787172011662	0.956529352389841	0.328723032069971	0.544093294460641	0.110787172011662	0.787172011661807	0.871743440233236	0.957154518950437	0.110787172011662	0.265702623906705	0.110787172011662	0	0.0415626822157435	0.704	0.704	0.957154518950437	0.00480466472303207	0.622787172011662	0.396501457725947	0.072396501457726	0.0188454810495627	0.0415626822157435	0.704	0.544093294460641	0.544093294460641	0.156174927113702	0.328723032069971	0.957154518950437	0	0.208	0.957154518950437	0.622787172011662	0.957154518950437	0.913131785162326	0.265702623906705	0.544093294460641	0.468478134110787	0.110787172011662	0.871743440233236
(faecal)L-Isoleucine	(faecal)L-Isoleucine	0.396501457725947	0.956529352389841	0.396501457725947	0.957154518950437	0.396501457725947	0.622787172011662	0.871743440233236	0.544093294460641	0.787172011661807	0.328723032069971	0.265702623906705	0.468478134110787	0.537900560470205	0.110787172011662	0.265702623906705	0.208	0.265702623906705	0.787172011661807	0.622787172011662	0.328723032069971	0.265702623906705	0.468478134110787	0.265702623906705	0.787172011661807	0.704	0.871743440233236	0.871743440233236	0.328723032069971	0.787172011661807	0.156174927113702	0.871743440233236	0.396501457725947	0.622787172011662	0.787172011661807	0.265702623906705	0.957154518950437	0.396501457725947	0.544093294460641	0.265702623906705	0.265702623906705	0.871743440233236	0.622787172011662	0.396501457725947	0.787172011661807	0.288343233800394	0.544093294460641	0.622787172011662	0.544093294460641	0.957154518950437	0.787172011661807
(faecal)Glucose	(faecal)Glucose	0.871743440233236	0.227783956715016	0.957154518950437	0.787172011661807	0.871743440233236	0.787172011661807	0.468478134110787	0.544093294460641	0.208	0.957154518950437	0.072396501457726	0.704	0.956529352389841	0.328723032069971	0.957154518950437	0.787172011661807	0.622787172011662	0.622787172011662	0.787172011661807	0.871743440233236	0.468478134110787	0.544093294460641	0.468478134110787	0.110787172011662	0.544093294460641	0.957154518950437	0.468478134110787	0.622787172011662	0.871743440233236	0.871743440233236	0.208	0.704	0.328723032069971	0.871743440233236	0.704	0.622787172011662	0.468478134110787	0.265702623906705	0.544093294460641	0.468478134110787	0.544093294460641	0.787172011661807	0.468478134110787	0.396501457725947	0.826848213385815	0.704	0.787172011661807	0.208	0.328723032069971	0.871743440233236
