id	(serum)2-Hydroxyhippuric acid	(serum)Gentisic acid	(serum)Glutamic acid	(serum)Gly-Val	(serum)Hypoxanthine	(serum)Indoline	(serum)Lauric acid	(serum)L-Glutamic acid	(serum)L-Histidine	(serum)Linoleic acid	(serum)L-Methionine sulfoxide	(serum)L-Pyroglutamic acid	(serum)Pantothenic acid	(serum)Uric acid	(serum)α-Linolenic Acid	(serum)(-)-Camphanic acid	(serum)16-Hydroxyhexadecanoic acid	(serum)2-Amino-1,3,4-octadecanetriol	(serum)8Z,11Z,14Z-Eicosatrienoic acid	(serum)Calcitriol	(serum)Choline	(serum)D-(+)-Pipecolinic acid	(serum)Decanoylcarnitine	(serum)Diphenylsulfoxide	(serum)DL-Mandelic acid	(serum)DL-Stachydrine	(serum)Docosahexaenoic Acid	(serum)Hexanoylcarnitine	(serum)Homogentisate	(serum)Kynurenine	(serum)L(+)-Ornithine	(serum)Lauroylcarnitine	(serum)Levothyroxine	(serum)L-Valine	(serum)Methyl indole-3-acetate	(serum)Myristic Acid	(serum)N,N-Dimethyldodecylamine N-oxide	(serum)N,N-Dimethylglycine	(serum)N-Formyl-DL-methionine	(serum)Octanoyl-L-Carnitine	(serum)Oleic acid	(serum)Oleoyl ethanolamide	(serum)Palmitoleic acid	(serum)PC(16:0/0:0)	(serum)Phosphocholine	(serum)raspberry ketone	(serum)Threonine	(serum)Tretinoin	(serum)Ursocholanic Acid	(serum)α-Aspartylphenylalanine
Alistipes shahii	Alistipes shahii	0.0153173290532817	0.0190194558338804	0.124454791188834	0.366251460583582	0.044609296463363	0.130948069507173	0.139529565200324	0.0306758950616401	0.0548421197754078	0.429918785032884	0.124454791188834	0.0331699010901058	0.0127887002178595	0.0800193759202747	0.0800193759202747	0.00654349014683787	0.112109291468892	0.00512408169875306	0.0306758950616401	0.359292817671478	0.0358059970520293	0.166699987624945	0.0220341909323653	0.354147641232921	0.112109291468892	0.0125930304960941	0.00654349014683787	0.0240031912007137	0.15173503571673	0.429918785032884	0.0800193759202747	0.0268409444196137	0.0217247350674116	0.118175957013032	0.845930921228779	0.0548421197754078	0.0385884529220194	0.100602631832255	0.130948069507173	0.0358059970520293	0.245265000730777	0.0660406040682351	0.159105769412195	0.0113741986426909	0.0971737747799286	0.0848687711339349	0.0415214944103185	0.416774768899138	0.0201854985098541	0.0951573665941247
Blautia obeum	Blautia obeum	0.72055456354042	0.389370040583728	0.239527868995874	0.0198921335249136	0.64821522908268	0.169753407325675	0.727814542577065	0.211642967220043	0.377698156076668	0.105548053930175	0.377698156076668	0.0918457918572557	0.748446234294094	0.563504135774586	0.254245874016199	0.476675824398499	0.377698156076668	0.0918457918572557	0.0999138724178622	0.0452682405567335	0.390233673923637	0.736943708354793	0.664075769442981	0.601453777132892	0.811858676333336	0.939710022323152	0.32969829123223	0.728736103841387	0.377698156076668	0.181721477401602	0.811858676333336	0.811534113841195	0.683551703466492	0.0892571722151939	0.0165692907131667	0.147338698712389	0.0770523903726765	0.0268409444196137	0.0944845356273572	0.704272667435206	0.0441447742190631	0.761308342805261	0.0302993546927275	0.435735756118906	0.918090156314286	0.025754387074545	0.312601676218412	0.396580033147263	0.173686060459266	0.150934728875414
Barnesiella intestinihominis	Barnesiella intestinihominis	0.255137751758957	0.207196608827139	0.226206044935027	0.0951573665941247	0.144586301303347	0.044609296463363	0.184975414150198	0.166699987624945	0.354147641232921	0.896985870819554	0.429918785032884	0.33058925941211	0.346402981262723	0.174519008130059	1	0.0625114832796152	0.286122902914987	0.100602631832255	0.245265000730777	0.60915800878752	0.137657916347729	0.403833088314712	0.159105769412195	0.319138785503305	0.166699987624945	0.470531995381542	0.378568669662303	0.166699987624945	0.91409334241076	0.845930921228779	0.226206044935027	0.0639766697540814	0.216146759539985	0.862898073694971	0.174519008130059	0.342259528940024	0.443261936450183	0.00580115047447825	0.307909876180653	0.182563978573167	0.571701238527655	0.913943252875241	0.541935885731317	0.182563978573167	0.563504135774586	0.354147641232921	0.762121655996299	0.27556745095678	0.089913736302639	0.118175957013032
Coprococcus comes	Coprococcus comes	0.342259528940024	0.050765334660571	0.182563978573167	0.000418117940414996	0.1908358740045	0.00395044897254266	0.317347884349961	0.0548421197754078	0.0708943175492231	0.0512655897864915	0.100602631832255	0.0125930304960941	0.258370374357964	0.896985870819554	0.166699987624945	0.456800852639923	0.0800193759202747	0.0260968910527031	0.0306758950616401	0.0130122431840831	0.0753623350534836	0.443261936450183	0.089913736302639	0.066611882266889	0.144586301303347	0.512840943181826	0.15173503571673	0.124454791188834	0.174519008130059	0.106252371759346	0.159105769412195	0.162057506175237	0.296007411628316	0.174519008130059	5.9978574465377e-05	0.0168314561868934	0.286122902914987	0.000642825988627822	0.0113741986426909	0.106252371759346	0.0184527180284454	0.476675824398499	0.00580115047447825	0.0951573665941247	0.469732557172844	0.0102451939411279	0.137657916347729	0.680597508286082	0.044609296463363	0.0260968910527031
Ruminococcus sp. AM22-13	Ruminococcus sp. AM22-13	0.443261936450183	0.0381594755494203	0.443261936450183	0.00190036772552827	0.159105769412195	0.00222313540999092	0.317347884349961	0.089913736302639	0.0548421197754078	0.0848687711339349	0.0358059970520293	0.00512408169875306	0.219829019605948	0.762121655996299	0.0708943175492231	0.512840943181826	0.124454791188834	0.0184527180284454	0.089913736302639	0.00532943475257012	0.118175957013032	0.391096770941896	0.0415214944103185	0.130948069507173	0.118175957013032	0.456800852639923	0.124454791188834	0.0625114832796152	0.144586301303347	0.0848687711339349	0.130948069507173	0.24928250596238	0.341372294714219	0.118175957013032	0.00114310508680406	0.0113741986426909	0.245265000730777	0.0240031912007137	0.0240031912007137	0.066611882266889	0.0260968910527031	0.563504135774586	0.00190036772552827	0.144586301303347	0.415929261274779	0.0153173290532817	0.0306758950616401	0.296904115688764	0.0585894753885676	0.0184527180284454
Clostridiales bacterium	Clostridiales bacterium	0.0585894753885676	0.335507821676454	0.226206044935027	0.762121655996299	0.245265000730777	0.484451661455399	0.631881901834675	0.089913736302639	0.307909876180653	0.812182698028059	0.556737056176831	0.235621003512646	0.126162627037365	0.812182698028059	0.106252371759346	0.174519008130059	0.541935885731317	0.066611882266889	0.089913736302639	0.483665965701008	0.470531995381542	0.745609480980708	0.0951573665941247	0.403833088314712	0.845930921228779	0.0139059688143628	0.106252371759346	0.0753623350534836	0.137657916347729	0.484451661455399	0.286122902914987	0.0150702293109323	0.00602781559390307	0.403833088314712	0.617523489540143	0.174519008130059	0.118175957013032	0.112109291468892	0.286122902914987	0.0848687711339349	0.96559026891878	0.0207937091260825	0.633090681246262	0.15173503571673	0.533867048433135	0.296904115688764	0.512840943181826	0.586823664362704	0.286122902914987	0.391096770941896
Blautia faecis	Blautia faecis	0.1908358740045	0.00567052878802927	0.106252371759346	0.00222313540999092	0.00920177977763475	0.0139059688143628	0.0787731449970128	0.0385884529220194	0.000642825988627822	0.0102451939411279	0.0385884529220194	0.00299286368018598	0.102008083962313	0.378568669662303	0.0283196712957601	0.307909876180653	0.0139059688143628	0.0125930304960941	0.0102451939411279	0.00602781559390307	0.00654349014683787	0.0220341909323653	0.0125930304960941	0.100602631832255	0.0385884529220194	0.0478559768420606	0.0139059688143628	0.0184527180284454	0.0102451939411279	0.0220341909323653	0.00654349014683787	0.173686060459266	0.105548053930175	0.0153173290532817	0.0415214944103185	0.0125930304960941	0.0800193759202747	0.106252371759346	0.0548421197754078	0.0240031912007137	0.0220341909323653	0.230002980006252	0.00823976871233844	0.0153173290532817	0.0918457918572557	0.00823976871233844	0.0113741986426909	0.0331699010901058	0.0358059970520293	0.00114310508680406
Bacteroides finegoldii	Bacteroides finegoldii	0.124454791188834	0.0561671753873981	0.144586301303347	0.159105769412195	0.342259528940024	0.235621003512646	0.395717406553459	0.0848687711339349	0.112109291468892	0.0153173290532817	0.0201854985098541	0.0113741986426909	0.0860698540455181	0.470531995381542	0.0848687711339349	0.159105769412195	0.0102451939411279	0.0951573665941247	0.0415214944103185	0.000189297656477856	0.0548421197754078	0.137657916347729	0.307909876180653	0.896985870819554	0.130948069507173	0.416774768899138	0.066611882266889	0.416774768899138	0.217020225759977	0.118175957013032	0.416774768899138	0.688103943860458	0.728736103841387	0.00654349014683787	0.208063463695353	0.0753623350534836	0.130948069507173	0.443261936450183	0.0358059970520293	0.391096770941896	8.36658642909169e-05	0.359292817671478	0.00161476898606993	0.066611882266889	0.0441447742190631	0.0201854985098541	0.00512408169875306	0.044609296463363	0.0139059688143628	0.166699987624945
Ruminococcus sp. AM40-10AC	Ruminococcus sp. AM40-10AC	0.100602631832255	0.00762875095968554	0.159105769412195	0.0201854985098541	0.0512655897864915	0.0113741986426909	0.238638628357289	0.0201854985098541	0.00580115047447825	0.0306758950616401	0.0240031912007137	4.1910446530342e-05	0.046892133588242	0.541935885731317	0.00299286368018598	0.174519008130059	0.0415214944103185	0.000521133700481004	0.00654349014683787	0.00807443795290615	0.0331699010901058	0.174519008130059	0.00920177977763475	0.159105769412195	0.106252371759346	0.0585894753885676	0.00735502885780513	0.0168314561868934	0.0139059688143628	0.0306758950616401	0.0306758950616401	0.0999138724178622	0.0561671753873981	0.00512408169875306	0.100602631832255	0.000785441677853611	0.0283196712957601	0.0240031912007137	0.0139059688143628	0.0201854985098541	0.0102451939411279	0.0999138724178622	0.000951362855555507	0.0184527180284454	0.158293943667979	0.00190036772552827	0.00344645026182745	0.066611882266889	0.0184527180284454	0.00823976871233844
Agathobaculum butyriciproducens	Agathobaculum butyriciproducens	0.208063463695353	0.133506869463948	0.144586301303347	0.0184527180284454	0.174519008130059	0.124454791188834	0.197614303106514	0.066611882266889	0.106252371759346	0.144586301303347	0.307909876180653	0.0385884529220194	0.284326150651609	0.812182698028059	0.0800193759202747	0.0708943175492231	0.255137751758957	0.00395044897254266	0.0240031912007137	0.169753407325675	0.166699987624945	0.354147641232921	0.182563978573167	0.484451661455399	0.470531995381542	0.208063463695353	0.0385884529220194	0.1908358740045	0.199335494617809	0.106252371759346	0.342259528940024	0.239527868995874	0.108442821951915	0.0385884529220194	0.137657916347729	0.124454791188834	0.00344645026182745	0.0139059688143628	0.106252371759346	0.217020225759977	0.137657916347729	0.296007411628316	0.0585894753885676	0.112109291468892	0.640334525075013	0.0283196712957601	0.144586301303347	0.255137751758957	0.0585894753885676	0.0260968910527031
Alistipes communis	Alistipes communis	0.00450843548429422	0.0353946454668789	0.0625114832796152	0.296904115688764	0.0548421197754078	0.089913736302639	0.193343983327447	0.0102451939411279	0.118175957013032	0.527302354166108	0.100602631832255	0.0708943175492231	0.00836944109947292	0.137657916347729	0.166699987624945	0.00920177977763475	0.0800193759202747	0.0139059688143628	0.0240031912007137	0.664075769442981	0.0478559768420606	0.245265000730777	0.0184527180284454	0.235621003512646	0.130948069507173	0.0125930304960941	0.0240031912007137	0.0168314561868934	0.208063463695353	0.541935885731317	0.124454791188834	0.00143474036993647	0.0150702293109323	0.391096770941896	0.829023640531309	0.0625114832796152	0.124454791188834	0.0260968910527031	0.0585894753885676	0.0220341909323653	0.307909876180653	0.0441447742190631	0.208063463695353	0.0113741986426909	0.0918457918572557	0.106252371759346	0.137657916347729	0.812182698028059	0.0113741986426909	0.144586301303347
[Ruminococcus] torques	[Ruminococcus] torques	0.366251460583582	0.296007411628316	0.795414501853898	0.416774768899138	0.829023640531309	0.617523489540143	0.497010287562864	0.403833088314712	0.484451661455399	0.27556745095678	0.829023640531309	0.089913736302639	0.46202707310301	0.931234351201881	0.174519008130059	0.245265000730777	0.527302354166108	0.0800193759202747	0.15173503571673	0.117441756879022	0.541935885731317	0.664633161792668	0.680597508286082	0.982791768902848	0.571701238527655	0.948402225236522	0.182563978573167	0.879918578878675	0.845930921228779	0.255137751758957	0.948402225236522	0.913943252875241	0.442437665758386	0.0220341909323653	0.470531995381542	0.378568669662303	0.15173503571673	0.182563978573167	0.296904115688764	0.696683109395766	0.130948069507173	0.533867048433135	0.112109291468892	0.354147641232921	0.72055456354042	0.208063463695353	0.217020225759977	0.556737056176831	0.255137751758957	0.443261936450183
Odoribacter splanchnicus	Odoribacter splanchnicus	0.0385884529220194	0.00720175094976222	0.26523878689279	0.089913736302639	0.106252371759346	0.044609296463363	0.157480492633392	0.0415214944103185	0.0184527180284454	0.0358059970520293	0.0102451939411279	0.000642825988627822	0.0163087783685544	0.26523878689279	0.0201854985098541	0.106252371759346	0.0125930304960941	0.00654349014683787	0.0283196712957601	0.00411738035568087	0.0306758950616401	0.15173503571673	0.0240031912007137	0.307909876180653	0.0306758950616401	0.15173503571673	0.0113741986426909	0.044609296463363	0.112109291468892	0.0708943175492231	0.0800193759202747	0.120547316089846	0.2028076432501	0.0240031912007137	0.159105769412195	0.0168314561868934	0.144586301303347	0.112109291468892	0.0153173290532817	0.0478559768420606	0.00395044897254266	0.130185835682301	0.00222313540999092	0.0125930304960941	0.0247000382613214	0.0283196712957601	0.00161476898606993	0.208063463695353	0.00823976871233844	0.0415214944103185
Bacteroides sp. M10	Bacteroides sp. M10	0.429918785032884	0.0217247350674116	0.0753623350534836	0.0113741986426909	0.0478559768420606	0.0153173290532817	0.295107512568047	0.106252371759346	0.0220341909323653	0.0331699010901058	0.0800193759202747	0.0625114832796152	0.210770301029043	0.378568669662303	0.429918785032884	0.712884219214772	0.0184527180284454	0.235621003512646	0.0585894753885676	0.00602781559390307	0.00512408169875306	0.0585894753885676	0.106252371759346	0.0220341909323653	0.0385884529220194	0.307909876180653	0.1908358740045	0.130948069507173	0.0708943175492231	0.296904115688764	0.0260968910527031	0.264344395526308	0.533867048433135	0.319138785503305	0.0220341909323653	0.0220341909323653	0.745609480980708	0.0848687711339349	0.0548421197754078	0.130948069507173	0.0201854985098541	0.512085328993753	0.0415214944103185	0.044609296463363	0.158293943667979	0.0260968910527031	0.137657916347729	0.571701238527655	0.089913736302639	0.0585894753885676
Firmicutes bacterium OM04-13BH	Firmicutes bacterium OM04-13BH	0.130948069507173	0.025754387074545	0.089913736302639	0.00920177977763475	0.174519008130059	0.00823976871233844	0.364493927115292	0.0220341909323653	0.0951573665941247	0.0753623350534836	0.044609296463363	0.0153173290532817	0.0741504034400408	0.617523489540143	0.182563978573167	0.226206044935027	0.0478559768420606	0.0260968910527031	0.0201854985098541	0.0207937091260825	0.0385884529220194	0.391096770941896	0.0848687711339349	0.0548421197754078	0.112109291468892	0.354147641232921	0.0848687711339349	0.106252371759346	0.182563978573167	0.27556745095678	0.217020225759977	0.070305563351646	0.301482697461456	0.235621003512646	0.0102451939411279	0.00920177977763475	0.296904115688764	0.000951362855555507	0.00222313540999092	0.100602631832255	0.0102451939411279	0.230002980006252	0.00512408169875306	0.0358059970520293	0.259266528676314	0.00735502885780513	0.0800193759202747	0.862898073694971	0.0125930304960941	0.0848687711339349
uncultured Solobacterium sp.	uncultured Solobacterium sp.	0.391096770941896	0.0599836082381668	0.226206044935027	0.00114310508680406	0.0753623350534836	0.000200713073324232	0.511326219854204	0.0358059970520293	0.0512655897864915	0.144586301303347	0.0385884529220194	0.00823976871233844	0.219829019605948	0.982791768902848	0.066611882266889	0.664633161792668	0.144586301303347	0.0184527180284454	0.0512655897864915	0.0817882263815284	0.130948069507173	0.403833088314712	0.0113741986426909	0.0358059970520293	0.226206044935027	0.1908358740045	0.174519008130059	0.0139059688143628	0.0385884529220194	0.100602631832255	0.0548421197754078	0.0490488481513114	0.111389816475383	0.286122902914987	0.000951362855555507	0.00136331525272719	0.27556745095678	0.00161476898606993	0.0139059688143628	0.0168314561868934	0.089913736302639	0.335507821676454	0.00920177977763475	0.137657916347729	0.571015781266848	0.00823976871233844	0.118175957013032	0.391096770941896	0.0800193759202747	0.0153173290532817
Ruminococcus bicirculans	Ruminococcus bicirculans	0.539026720193219	0.425717651032373	0.134548594648049	0.213511552674391	0.293298063028333	0.036879648297599	0.776430671858771	0.121455142891161	0.539026720193219	0.844853681587023	0.251552990266395	0.171175951984002	0.479706087185337	0.948038004546469	0.495450359532311	0.362722239733105	0.539026720193219	0.121455142891161	0.204581906657955	0.54572554700553	0.375065236242	0.743864672402831	0.222673422334491	0.327005010215011	0.844853681587023	0.387622850591306	0.584140530128116	0.213511552674391	0.271964979807583	0.844853681587023	0.350596359398154	0.12713666778494	0.245705613810464	0.827831199192635	0.282516852729083	0.0247358579036251	0.271964979807583	0.00407753363322813	0.134548594648049	0.251552990266395	0.350596359398154	0.59884872674568	0.23206767137486	0.426555665860928	0.853133734523385	0.0564495878391508	0.662386795610918	0.8619373037131	0.195884142069873	0.304307435469146
Blautia faecicola	Blautia faecicola	0.696683109395766	0.0681500850864123	0.633090681246262	0.00136331525272719	0.27556745095678	0.00580115047447825	0.323048094056083	0.208063463695353	0.089913736302639	0.0800193759202747	0.0951573665941247	0.0283196712957601	0.395717406553459	0.879918578878675	0.208063463695353	0.896985870819554	0.159105769412195	0.0951573665941247	0.182563978573167	0.00532943475257012	0.159105769412195	0.512840943181826	0.106252371759346	0.0848687711339349	0.106252371759346	0.812182698028059	0.27556745095678	0.15173503571673	0.27556745095678	0.118175957013032	0.182563978573167	0.409428194878364	0.616898856154857	0.255137751758957	1.86219510986808e-05	0.0478559768420606	0.633090681246262	0.044609296463363	0.0478559768420606	0.137657916347729	0.0415214944103185	0.820284525702442	0.00823976871233844	0.235621003512646	0.497784901927263	0.0548421197754078	0.0951573665941247	0.556737056176831	0.144586301303347	0.0415214944103185
