id	(serum)2-Hydroxyhippuric acid	(serum)Gentisic acid	(serum)Glutamic acid	(serum)Gly-Val	(serum)Hypoxanthine	(serum)Indoline	(serum)Lauric acid	(serum)L-Glutamic acid	(serum)L-Histidine	(serum)Linoleic acid	(serum)L-Methionine sulfoxide	(serum)L-Pyroglutamic acid	(serum)Pantothenic acid	(serum)Uric acid	(serum)α-Linolenic Acid	(serum)(-)-Camphanic acid	(serum)16-Hydroxyhexadecanoic acid	(serum)2-Amino-1,3,4-octadecanetriol	(serum)8Z,11Z,14Z-Eicosatrienoic acid	(serum)Calcitriol	(serum)Choline	(serum)D-(+)-Pipecolinic acid	(serum)Decanoylcarnitine	(serum)Diphenylsulfoxide	(serum)DL-Mandelic acid	(serum)DL-Stachydrine	(serum)Docosahexaenoic Acid	(serum)Hexanoylcarnitine	(serum)Homogentisate	(serum)Kynurenine	(serum)L(+)-Ornithine	(serum)Lauroylcarnitine	(serum)Levothyroxine	(serum)L-Valine	(serum)Methyl indole-3-acetate	(serum)Myristic Acid	(serum)N,N-Dimethyldodecylamine N-oxide	(serum)N,N-Dimethylglycine	(serum)N-Formyl-DL-methionine	(serum)Octanoyl-L-Carnitine	(serum)Oleic acid	(serum)Oleoyl ethanolamide	(serum)Palmitoleic acid	(serum)PC(16:0/0:0)	(serum)Phosphocholine	(serum)raspberry ketone	(serum)Threonine	(serum)Tretinoin	(serum)Ursocholanic Acid	(serum)α-Aspartylphenylalanine
(faecal)Υ-Aminobutyric acid (GABA)	(faecal)Υ-Aminobutyric acid (GABA)	0.0139059688143628	0.000278811844083925	0.15173503571673	0.066611882266889	0.0512655897864915	0.0260968910527031	0.0556408224592639	0.00654349014683787	0.0512655897864915	0.27556745095678	0.0201854985098541	0.0358059970520293	0.000529749953209399	0.0478559768420606	0.100602631832255	0.0153173290532817	0.0548421197754078	0.0113741986426909	0.0220341909323653	0.0944845356273572	0.00735502885780513	0.199335494617809	0.0113741986426909	0.0753623350534836	0.0139059688143628	0.0306758950616401	0.00190036772552827	0.0113741986426909	0.226206044935027	0.556737056176831	0.199335494617809	0.025754387074545	0.105548053930175	0.15173503571673	0.470531995381542	0.0331699010901058	0.15173503571673	0.124454791188834	0.0139059688143628	0.0153173290532817	0.100602631832255	0.0747562817389024	0.0168314561868934	0.00344645026182745	0.0395980557151432	0.0283196712957601	0.00161476898606993	0.319138785503305	0.00161476898606993	0.100602631832255
(faecal)L-Tyrosine	(faecal)L-Tyrosine	0.124454791188834	0.0817882263815284	0.066611882266889	0.0283196712957601	0.137657916347729	0.0240031912007137	0.922388946418276	0.0102451939411279	0.0585894753885676	0.0153173290532817	0.00450843548429422	0.00920177977763475	0.0634146473377936	0.541935885731317	0.0168314561868934	1	0.0220341909323653	0.106252371759346	0.0139059688143628	0.0971737747799286	0.130948069507173	0.296904115688764	0.0306758950616401	0.0415214944103185	0.354147641232921	0.0708943175492231	0.137657916347729	0.0306758950616401	0.00190036772552827	0.0548421197754078	0.124454791188834	0.0291128808659877	0.177675373725206	0.174519008130059	0.0113741986426909	0.000521133700481004	0.456800852639923	0.0415214944103185	0.000259811849861481	0.0306758950616401	0.0125930304960941	0.0236773475803482	0.00190036772552827	0.066611882266889	0.158293943667979	0.00395044897254266	0.0625114832796152	0.106252371759346	0.0625114832796152	0.124454791188834
(faecal)Inosine	(faecal)Inosine	0.234736690629199	0.0214179231374583	0.0561671753873981	0.0247000382613214	0.00199348577413529	0.0302993546927275	0.0220573999696915	0.117441756879022	0.0198921335249136	0.312601676218412	0.279920349686442	0.301482697461456	0.188281444541229	0.022685763799563	0.92252486452154	0.147338698712389	0.0381594755494203	0.194201669418058	0.0999138724178622	0.258373512853296	0.00100494678387464	0.00762875095968554	0.0490488481513114	0.0473735961718799	0.00952876116769864	0.0892571722151939	0.133506869463948	0.0457390744101121	0.259266528676314	0.60915800878752	0.00532943475257012	0.0741525215708987	0.176838563091053	0.80345110920634	0.225326753392867	0.239527868995874	0.571015781266848	0.105548053930175	0.3653744519387	0.0619578253998606	0.409428194878364	0.679529383189554	0.512085328993753	0.0217247350674116	0.116709288210699	0.230002980006252	0.40297832764889	0.939710022323152	0.0817882263815284	0.0198921335249136
(faecal)Gly-Val	(faecal)Gly-Val	0.255137751758957	0.0130122431840831	0.378568669662303	0.0385884529220194	0.182563978573167	0.00920177977763475	0.475879576157932	0.044609296463363	0.106252371759346	0.15173503571673	0.00823976871233844	0.066611882266889	0.0377316690424937	0.541935885731317	0.159105769412195	0.96559026891878	0.0512655897864915	0.307909876180653	0.118175957013032	0.0490488481513114	0.066611882266889	0.403833088314712	0.0220341909323653	0.0220341909323653	0.0415214944103185	0.182563978573167	0.1908358740045	0.0283196712957601	0.106252371759346	0.366251460583582	0.174519008130059	0.117441756879022	0.422481142333308	0.403833088314712	0.0331699010901058	0.0125930304960941	0.845930921228779	0.354147641232921	0.0113741986426909	0.0201854985098541	0.0708943175492231	0.24928250596238	0.00735502885780513	0.0951573665941247	0.0918457918572557	0.044609296463363	0.0201854985098541	0.174519008130059	0.0708943175492231	0.226206044935027
(faecal)Choline	(faecal)Choline	0.0951573665941247	0.0395980557151432	0.159105769412195	0.0331699010901058	0.0625114832796152	0.00395044897254266	0.540488162884896	0.00580115047447825	0.0478559768420606	0.166699987624945	0.00580115047447825	0.00299286368018598	0.046892133588242	0.812182698028059	0.00735502885780513	0.416774768899138	0.0478559768420606	0.0184527180284454	0.0184527180284454	0.173686060459266	0.124454791188834	0.296904115688764	0.00114310508680406	0.199335494617809	0.199335494617809	0.0153173290532817	0.0848687711339349	0.00190036772552827	0.0113741986426909	0.0548421197754078	0.0512655897864915	0.0198921335249136	0.0207937091260825	0.0951573665941247	0.066611882266889	0.000785441677853611	0.174519008130059	0.0708943175492231	0.0139059688143628	0.00161476898606993	0.089913736302639	0.108442821951915	0.00580115047447825	0.0800193759202747	0.165877273197386	0.00823976871233844	0.0260968910527031	0.0201854985098541	0.0306758950616401	0.0306758950616401
(faecal)D-(+)-Pyroglutamic Acid	(faecal)D-(+)-Pyroglutamic Acid	0.0220341909323653	0.0143593660834832	0.0415214944103185	0.0585894753885676	0.0125930304960941	0.00735502885780513	0.415080150598111	0.000951362855555507	0.0260968910527031	0.124454791188834	0.00011413359814618	0.00450843548429422	0.00520570803004864	0.443261936450183	0.0102451939411279	0.182563978573167	0.00920177977763475	0.0201854985098541	0.0102451939411279	0.150934728875414	0.0331699010901058	0.0625114832796152	0.000642825988627822	0.1908358740045	0.112109291468892	0.00136331525272719	0.0283196712957601	0.000521133700481004	0.00450843548429422	0.112109291468892	0.0385884529220194	0.00602781559390307	0.0315202260794164	0.118175957013032	0.208063463695353	0.000642825988627822	0.124454791188834	0.137657916347729	0.00512408169875306	0.00136331525272719	0.0478559768420606	0.0381594755494203	0.00512408169875306	0.0184527180284454	0.0327760380837606	0.00512408169875306	0.00580115047447825	0.0139059688143628	0.00512408169875306	0.0358059970520293
(faecal)α-Linolenic Acid	(faecal)α-Linolenic Acid	0.00580115047447825	0.0111699289259676	0.000642825988627822	0.0306758950616401	0.0153173290532817	0.0478559768420606	0.206327401288921	0.00011413359814618	0.0753623350534836	0.112109291468892	0.00299286368018598	0.0848687711339349	0.00193124474517181	0.255137751758957	0.15173503571673	0.0240031912007137	0.00654349014683787	0.0512655897864915	0.00258621483336258	0.211642967220043	0.00450843548429422	0.0283196712957601	0.0385884529220194	0.130948069507173	0.112109291468892	0.00450843548429422	0.0113741986426909	0.0220341909323653	0.0512655897864915	0.456800852639923	0.255137751758957	0.00807443795290615	0.123706328208118	0.245265000730777	0.296904115688764	0.0260968910527031	0.0753623350534836	0.0848687711339349	0.00190036772552827	0.0385884529220194	0.044609296463363	0.0291128808659877	0.0201854985098541	0.00344645026182745	0.0315202260794164	0.00450843548429422	0.0240031912007137	0.130948069507173	0.000259811849861481	0.100602631832255
(faecal)L-Glutamic acid	(faecal)L-Glutamic acid	0.0478559768420606	0.00469389304867378	0.066611882266889	0.0168314561868934	0.00735502885780513	0.00161476898606993	0.295107512568047	0.000785441677853611	0.0306758950616401	0.217020225759977	0.000331668339126921	0.0283196712957601	0.00350183274178599	0.366251460583582	0.0331699010901058	0.286122902914987	0.0306758950616401	0.044609296463363	0.0201854985098541	0.239527868995874	0.0240031912007137	0.089913736302639	0.000200713073324232	0.0306758950616401	0.0708943175492231	0.000951362855555507	0.0283196712957601	4.1910446530342e-05	0.00823976871233844	0.26523878689279	0.0548421197754078	0.00291017231286129	0.041074783467649	0.296904115688764	0.144586301303347	0.00136331525272719	0.26523878689279	0.159105769412195	0.00450843548429422	0.000259811849861481	0.15173503571673	0.0457390744101121	0.00920177977763475	0.0201854985098541	0.0619578253998606	0.00735502885780513	0.00654349014683787	0.0283196712957601	0.00920177977763475	0.044609296463363
(faecal)Citrulline	(faecal)Citrulline	0.680597508286082	0.435735756118906	0.0415214944103185	0.0201854985098541	0.0184527180284454	0.0478559768420606	0.786326469839071	0.137657916347729	0.0625114832796152	0.112109291468892	0.0753623350534836	0.0415214944103185	0.703773230713983	0.745609480980708	0.112109291468892	0.429918785032884	0.226206044935027	0.0306758950616401	0.112109291468892	0.162057506175237	0.217020225759977	0.0260968910527031	0.166699987624945	0.527302354166108	0.91409334241076	0.159105769412195	0.245265000730777	0.124454791188834	0.00823976871233844	0.0848687711339349	0.066611882266889	0.279920349686442	0.274671409685401	0.217020225759977	0.0848687711339349	0.0240031912007137	0.00580115047447825	0.0260968910527031	0.159105769412195	0.27556745095678	0.112109291468892	0.50491268758604	0.0951573665941247	0.296904115688764	0.888252331652893	0.0139059688143628	0.307909876180653	0.15173503571673	0.1908358740045	0.00735502885780513
(faecal)D-Glucuronic Acid	(faecal)D-Glucuronic Acid	0.0512655897864915	0.0490488481513114	0.0283196712957601	0.0201854985098541	0.130948069507173	0.137657916347729	0.168923677557252	0.0331699010901058	0.0260968910527031	0.00222313540999092	0.0753623350534836	0.00299286368018598	0.107730230495926	0.648795709784666	0.0585894753885676	0.0548421197754078	0.00735502885780513	0.00512408169875306	0.00258621483336258	0.00359617644538398	0.0240031912007137	0.0848687711339349	0.208063463695353	0.456800852639923	0.166699987624945	0.26523878689279	0.0153173290532817	0.26523878689279	0.106252371759346	0.0306758950616401	0.182563978573167	0.225326753392867	0.269479388463033	0.00735502885780513	0.0512655897864915	0.0548421197754078	0.0153173290532817	0.0102451939411279	0.0125930304960941	0.27556745095678	0.000259811849861481	0.150934728875414	0.00512408169875306	0.0125930304960941	0.102705183346472	0.00735502885780513	0.044609296463363	0.307909876180653	0.00654349014683787	0.0220341909323653
(faecal)Oleic acid	(faecal)Oleic acid	0.0385884529220194	9.13597479321015e-05	0.0800193759202747	0.00190036772552827	0.0102451939411279	0.00222313540999092	0.107730230495926	0.00190036772552827	0.00395044897254266	0.0260968910527031	0.000951362855555507	0.00920177977763475	0.00138558292215126	0.33058925941211	0.0260968910527031	0.33058925941211	0.00823976871233844	0.0260968910527031	0.00654349014683787	0.0291128808659877	0.00299286368018598	0.0708943175492231	0.00114310508680406	0.00161476898606993	0.0125930304960941	0.0113741986426909	0.00395044897254266	0.000785441677853611	0.00920177977763475	0.15173503571673	0.0415214944103185	0.00952876116769864	0.111389816475383	0.137657916347729	0.0358059970520293	0.00161476898606993	0.33058925941211	0.0848687711339349	0.000331668339126921	0.00161476898606993	0.0260968910527031	0.0236773475803482	0.000785441677853611	0.00190036772552827	0.0236773475803482	0.00344645026182745	0.000785441677853611	0.0951573665941247	0.00512408169875306	0.0260968910527031
(faecal)L-Norleucine	(faecal)L-Norleucine	0.0951573665941247	0.0353946454668789	0.0800193759202747	0.00920177977763475	0.124454791188834	0.0113741986426909	0.655557355423383	0.00654349014683787	0.0358059970520293	0.00920177977763475	0.00395044897254266	0.00395044897254266	0.0421356241438561	0.712884219214772	0.0139059688143628	0.845930921228779	0.0125930304960941	0.0625114832796152	0.00735502885780513	0.0457390744101121	0.0800193759202747	0.296904115688764	0.0184527180284454	0.0283196712957601	0.199335494617809	0.0800193759202747	0.0848687711339349	0.0220341909323653	0.00450843548429422	0.0385884529220194	0.106252371759346	0.0268409444196137	0.15458641247553	0.118175957013032	0.00299286368018598	0.000521133700481004	0.429918785032884	0.0260968910527031	8.36658642909169e-05	0.0184527180284454	0.00654349014683787	0.0302993546927275	0.000418117940414996	0.0385884529220194	0.114389357710045	0.00258621483336258	0.0331699010901058	0.112109291468892	0.0331699010901058	0.0753623350534836
(faecal)Xanthine	(faecal)Xanthine	0.0113741986426909	0.022685763799563	0.044609296463363	0.296904115688764	0.0512655897864915	0.0306758950616401	0.352378999454474	0.00161476898606993	0.226206044935027	0.931234351201881	0.0478559768420606	0.144586301303347	0.00401374872289517	0.089913736302639	0.235621003512646	0.0260968910527031	0.0951573665941247	0.0708943175492231	0.0283196712957601	0.854154624623347	0.0415214944103185	0.319138785503305	0.00512408169875306	0.208063463695353	0.118175957013032	0.00136331525272719	0.0708943175492231	0.00395044897254266	0.182563978573167	0.896985870819554	0.159105769412195	0.00131610129371032	0.00853932400138905	0.541935885731317	0.948402225236522	0.0260968910527031	0.27556745095678	0.124454791188834	0.066611882266889	0.00344645026182745	0.498555985524188	0.0918457918572557	0.1908358740045	0.0306758950616401	0.105548053930175	0.0625114832796152	0.112109291468892	0.319138785503305	0.00920177977763475	0.245265000730777
(faecal)Creatine	(faecal)Creatine	0.0168314561868934	0.00143474036993647	0.286122902914987	0.0306758950616401	0.0478559768420606	0.0201854985098541	0.104843158477306	0.00654349014683787	0.0139059688143628	0.0512655897864915	0.000521133700481004	0.00512408169875306	0.00106095857789533	0.33058925941211	0.00580115047447825	0.255137751758957	0.00920177977763475	0.0240031912007137	0.0220341909323653	0.0525235554822043	0.0331699010901058	0.137657916347729	0.000951362855555507	0.100602631832255	0.0168314561868934	0.0153173290532817	0.00580115047447825	0.00136331525272719	0.0385884529220194	0.0625114832796152	0.089913736302639	0.022685763799563	0.0918457918572557	0.0625114832796152	0.100602631832255	0.0153173290532817	0.296904115688764	0.33058925941211	0.00395044897254266	0.00161476898606993	0.0385884529220194	0.0327760380837606	0.00114310508680406	0.00920177977763475	0.00602781559390307	0.0306758950616401	8.36658642909169e-05	0.0184527180284454	0.00654349014683787	0.0415214944103185
(faecal)Ribose	(faecal)Ribose	0.00654349014683787	0.000123988877142608	0.0848687711339349	0.0220341909323653	0.0184527180284454	0.0102451939411279	0.0787731449970128	0.000951362855555507	0.00222313540999092	0.0331699010901058	0.00450843548429422	0.000259811849861481	0.00087955786999189	0.217020225759977	0.00222313540999092	0.0848687711339349	0.00344645026182745	0.00190036772552827	0.000642825988627822	0.0302993546927275	0.00450843548429422	0.0951573665941247	0.000259811849861481	0.089913736302639	0.0139059688143628	0.00222313540999092	0.000642825988627822	0.000785441677853611	0.0113741986426909	0.0415214944103185	0.0201854985098541	0.0136735522412892	0.011760970883598	0.00735502885780513	0.174519008130059	0.00161476898606993	0.0800193759202747	0.0951573665941247	0.00450843548429422	0.000521133700481004	0.0184527180284454	0.0207937091260825	0.000951362855555507	0.000951362855555507	0.00952876116769864	0.00344645026182745	0.000200713073324232	0.0153173290532817	0.00161476898606993	0.0113741986426909
(faecal)Uracil	(faecal)Uracil	0.00344645026182745	0.00439849276122553	0.0512655897864915	0.0548421197754078	0.0153173290532817	0.00512408169875306	0.157480492633392	0.00011413359814618	0.0512655897864915	0.416774768899138	0.0125930304960941	0.044609296463363	0.000966980558712281	0.182563978573167	0.0708943175492231	0.0951573665941247	0.0184527180284454	0.0331699010901058	0.00580115047447825	0.640334525075013	0.0201854985098541	0.208063463695353	1.86219510986808e-05	0.0512655897864915	0.0358059970520293	8.36658642909169e-05	0.0283196712957601	1.17022279286597e-05	0.0512655897864915	0.307909876180653	0.0415214944103185	3.3893259400209e-06	0.00110155002966819	0.378568669662303	0.27556745095678	0.0102451939411279	0.354147641232921	0.066611882266889	0.0139059688143628	2.03842463246557e-06	0.33058925941211	0.0291128808659877	0.066611882266889	0.00735502885780513	0.0291128808659877	0.0385884529220194	0.0512655897864915	0.159105769412195	0.00450843548429422	0.0625114832796152
(faecal)L-(+)-Citrulline	(faecal)L-(+)-Citrulline	0.0415214944103185	0.0207937091260825	0.00512408169875306	0.00222313540999092	0.00190036772552827	0.00136331525272719	0.129422497945027	0.000642825988627822	0.0201854985098541	0.208063463695353	0.0306758950616401	0.0184527180284454	0.0556408224592639	0.27556745095678	0.106252371759346	0.0358059970520293	0.0168314561868934	0.00450843548429422	0.00190036772552827	0.279920349686442	0.00920177977763475	0.0385884529220194	0.00190036772552827	0.166699987624945	0.100602631832255	0.00299286368018598	0.0385884529220194	0.00161476898606993	0.0306758950616401	0.130948069507173	0.0153173290532817	0.00335517862393755	0.00411738035568087	0.1908358740045	0.0708943175492231	0.00920177977763475	0.0306758950616401	0.00344645026182745	0.0358059970520293	0.00258621483336258	0.15173503571673	0.2028076432501	0.0548421197754078	0.0153173290532817	0.162057506175237	0.00580115047447825	0.124454791188834	0.15173503571673	0.00344645026182745	0.00161476898606993
