id	(faecal)Taurine	(faecal)Lithocholic Acid	(faecal)Biliverdin	(faecal)Cholic acid	(faecal)Gentisic acid	(faecal)3-Dehydrocholic acid	(faecal)Bilirubin	(faecal)D-(+)-Proline	(faecal)Indole	(faecal)Deoxycholic Acid	(faecal)Υ-Aminobutyric acid (GABA)	(faecal)L-Tyrosine	(faecal)Inosine	(faecal)Gly-Val	(faecal)Choline	(faecal)D-(+)-Pyroglutamic Acid	(faecal)α-Linolenic Acid	(faecal)L-Glutamic acid	(faecal)Citrulline	(faecal)D-Glucuronic Acid	(faecal)Oleic acid	(faecal)L-Norleucine	(faecal)Xanthine	(faecal)Creatine	(faecal)Ribose	(faecal)Uracil	(faecal)L-(+)-Citrulline	(faecal)citramalate	(faecal)L-Isoleucine	(faecal)Glucose	(faecal)PC(16:0/0:0)	(faecal)α-Muricholic Acid	(faecal)L(+)-Ornithine	(faecal)Thymine	(faecal)(-)-Riboflavin	(faecal)L(-)-Pipecolinic acid	(faecal)4-aminobutyric acid	(faecal)2-Deoxyadenosine	(faecal)N-Acetyltryptophan	(faecal)4-Phenylbutyric acid	(faecal)beta-Hydroxymyristic acid	(faecal)8-Hydroxyquinoline	(faecal)5-Hydroxyindole-3-acetic acid	(faecal)Ethyl myristate	(faecal)3-Phenyllactic acid	(faecal)Oxypurinol	(faecal)N-Acetyl-DL-aspartic acid	(faecal)N-Tigloylglycine	(faecal)N-Acetyl-L-aspartic acid	(faecal)Urocanic acid
Bacteroides cutis	-0.524475524475525	0.510489510489511	-0.636363636363636	-0.48951048951049	-0.496503496503497	-0.685314685314685	-0.496503496503497	0.356643356643357	0.552447552447553	-0.342657342657343	-0.531468531468532	0.377622377622378	-0.374781660561015	0.300699300699301	-0.314685314685315	0.230769230769231	0.482517482517483	0.251748251748252	0.377622377622378	-0.804195804195804	0.510489510489511	0.475524475524476	0.230769230769231	-0.286713286713287	-0.559440559440559	0.244755244755245	0.517482517482518	-0.622377622377623	0.384615384615385	-0.608391608391608	-0.216783216783217	-0.426573426573427	0.34965034965035	0.545454545454546	0.430823778028083	0.482517482517483	-0.48951048951049	-0.391608391608392	-0.426573426573427	0.132867132867133	0.426573426573427	0.216783216783217	0.307692307692308	0.0629370629370629	-0.713286713286713	0.146853146853147	-0.601398601398601	0.461538461538462	-0.559440559440559	0.328671328671329
Bacteroides finegoldii	-0.657342657342657	0.468531468531469	-0.643356643356643	-0.496503496503497	-0.538461538461539	-0.321678321678322	-0.440559440559441	0.608391608391608	0.552447552447553	-0.524475524475525	-0.510489510489511	0.468531468531469	-0.136602661325978	0.545454545454546	-0.48951048951049	0.552447552447553	0.41958041958042	0.377622377622378	0.293706293706294	-0.713286713286713	0.510489510489511	0.531468531468532	0.216783216783217	-0.615384615384615	-0.664335664335664	0.223776223776224	0.300699300699301	-0.755244755244755	0.608391608391608	-0.405594405594406	-0.398601398601399	-0.664335664335664	0.510489510489511	0.629370629370629	0.591944865745903	0.699300699300699	-0.629370629370629	-0.356643356643357	-0.545454545454546	0.475524475524476	0.594405594405594	0.195804195804196	0.153846153846154	0.34965034965035	-0.594405594405594	0.202797202797203	-0.699300699300699	0.405594405594406	-0.713286713286713	0.545454545454546
Bacteroides ovatus	-0.454545454545455	0.405594405594406	-0.867132867132867	-0.370629370629371	-0.370629370629371	-0.447552447552448	-0.48951048951049	0.328671328671329	0.286713286713287	-0.587412587412588	-0.314685314685315	0.538461538461539	-0.630473821504512	0.72027972027972	-0.321678321678322	0.34965034965035	0.300699300699301	0.384615384615385	0.258741258741259	-0.468531468531469	0.657342657342657	0.594405594405594	0.048951048951049	-0.433566433566434	-0.496503496503497	0.202797202797203	0.286713286713287	-0.643356643356643	0.538461538461539	-0.391608391608392	-0.356643356643357	-0.566433566433566	0.223776223776224	0.41958041958042	0.851139659031091	0.426573426573427	-0.608391608391608	-0.517482517482518	-0.272727272727273	0.405594405594406	0.244755244755245	0.286713286713287	0.314685314685315	0.181818181818182	-0.678321678321678	0.020979020979021	-0.552447552447553	0.335664335664336	-0.566433566433566	0.496503496503497
Bacteroides sp. M10	-0.517482517482518	0.503496503496504	-0.895104895104895	-0.461538461538462	-0.412587412587413	-0.524475524475525	-0.524475524475525	0.398601398601399	0.321678321678322	-0.65034965034965	-0.34965034965035	0.587412587412588	-0.72854752707188	0.72027972027972	-0.405594405594406	0.447552447552448	0.377622377622378	0.48951048951049	0.377622377622378	-0.468531468531469	0.713286713286713	0.629370629370629	0.160839160839161	-0.468531468531469	-0.559440559440559	0.321678321678322	0.41958041958042	-0.685314685314685	0.594405594405594	-0.454545454545455	-0.461538461538462	-0.580419580419581	0.307692307692308	0.475524475524476	0.854642291372782	0.48951048951049	-0.615384615384615	-0.622377622377623	-0.377622377622378	0.503496503496504	0.293706293706294	0.433566433566434	0.454545454545455	0.265734265734266	-0.671328671328671	0.118881118881119	-0.517482517482518	0.405594405594406	-0.531468531468532	0.566433566433566
Barnesiella intestinihominis	-0.27972027972028	0.531468531468532	-0.321678321678322	-0.384615384615385	0.0769230769230769	-0.559440559440559	-0.34965034965035	0.174825174825175	0.405594405594406	-0.13986013986014	-0.447552447552448	0.188811188811189	-0.357268498852557	0.0699300699300699	-0.272727272727273	0.237762237762238	0.377622377622378	0.202797202797203	0.293706293706294	-0.468531468531469	0.195804195804196	0.251748251748252	0.48951048951049	-0.132867132867133	-0.188811188811189	0.447552447552448	0.573426573426573	-0.426573426573427	0.167832167832168	-0.496503496503497	-0.293706293706294	0	0.111888111888112	0.216783216783217	0.0700526468338346	0.258741258741259	0.00699300699300699	-0.055944055944056	-0.440559440559441	0.020979020979021	-0.0839160839160839	0.202797202797203	0.265734265734266	0.146853146853147	-0.447552447552448	0.447552447552448	-0.307692307692308	0.461538461538462	-0.230769230769231	0.160839160839161
Bifidobacterium adolescentis	0.538461538461539	-0.454545454545455	0.72027972027972	0.475524475524476	0.482517482517483	0.482517482517483	0.377622377622378	-0.503496503496504	-0.195804195804196	0.762237762237762	0.433566433566434	-0.566433566433566	0.381786925244399	-0.832167832167832	0.461538461538462	-0.440559440559441	-0.104895104895105	-0.468531468531469	-0.020979020979021	0.188811188811189	-0.657342657342657	-0.601398601398601	-0.27972027972028	0.496503496503497	0.566433566433566	-0.342657342657343	-0.132867132867133	0.48951048951049	-0.559440559440559	0.0839160839160839	0.552447552447553	0.664335664335664	-0.370629370629371	-0.538461538461539	-0.854642291372782	-0.48951048951049	0.643356643356643	0.475524475524476	0.328671328671329	-0.496503496503497	-0.328671328671329	-0.321678321678322	-0.314685314685315	-0.41958041958042	0.559440559440559	-0.27972027972028	0.587412587412588	-0.48951048951049	0.601398601398601	-0.517482517482518
Bifidobacterium ruminantium	0.594405594405594	-0.524475524475525	0.727272727272727	0.510489510489511	0.41958041958042	0.335664335664336	0.244755244755245	-0.559440559440559	-0.160839160839161	0.818181818181818	0.426573426573427	-0.482517482517483	0.378284292902707	-0.825174825174825	0.524475524475525	-0.510489510489511	-0.00699300699300699	-0.48951048951049	-0.055944055944056	0.118881118881119	-0.608391608391608	-0.517482517482518	-0.293706293706294	0.552447552447553	0.601398601398601	-0.342657342657343	-0.132867132867133	0.503496503496504	-0.580419580419581	-0.013986013986014	0.643356643356643	0.706293706293706	-0.412587412587413	-0.538461538461539	-0.858144923714474	-0.545454545454546	0.629370629370629	0.433566433566434	0.377622377622378	-0.566433566433566	-0.356643356643357	-0.34965034965035	-0.286713286713287	-0.412587412587413	0.475524475524476	-0.27972027972028	0.468531468531469	-0.524475524475525	0.524475524475525	-0.531468531468532
Blautia faecicola	0.615384615384615	-0.370629370629371	0.86013986013986	0.426573426573427	0.426573426573427	0.342657342657343	0.461538461538462	-0.503496503496504	-0.265734265734266	0.545454545454546	0.405594405594406	-0.615384615384615	0.276707954993647	-0.72027972027972	0.615384615384615	-0.454545454545455	-0.20979020979021	-0.468531468531469	-0.412587412587413	0.531468531468532	-0.622377622377623	-0.713286713286713	-0.111888111888112	0.587412587412588	0.531468531468532	-0.321678321678322	-0.433566433566434	0.608391608391608	-0.706293706293706	0.503496503496504	0.580419580419581	0.587412587412588	-0.377622377622378	-0.643356643356643	-0.640981718529587	-0.601398601398601	0.447552447552448	0.41958041958042	0.328671328671329	-0.384615384615385	-0.391608391608392	-0.153846153846154	-0.167832167832168	-0.202797202797203	0.895104895104895	-0.153846153846154	0.622377622377623	-0.447552447552448	0.776223776223776	-0.657342657342657
Blautia faecis	0.769230769230769	-0.629370629370629	0.846153846153846	0.685314685314685	0.636363636363636	0.454545454545455	0.48951048951049	-0.622377622377623	-0.503496503496504	0.734265734265734	0.468531468531469	-0.566433566433566	0.637479086187895	-0.622377622377623	0.629370629370629	-0.629370629370629	-0.48951048951049	-0.671328671328671	-0.608391608391608	0.559440559440559	-0.79020979020979	-0.622377622377623	-0.258741258741259	0.685314685314685	0.804195804195804	-0.475524475524476	-0.65034965034965	0.72027972027972	-0.741258741258741	0.566433566433566	0.629370629370629	0.748251748251748	-0.601398601398601	-0.692307692307692	-0.735552791755264	-0.734265734265734	0.685314685314685	0.741258741258741	0.594405594405594	-0.664335664335664	-0.678321678321678	-0.65034965034965	-0.622377622377623	-0.342657342657343	0.664335664335664	-0.237762237762238	0.447552447552448	-0.496503496503497	0.531468531468532	-0.713286713286713
Blautia luti	0.741258741258741	-0.587412587412588	0.839160839160839	0.587412587412588	0.496503496503497	0.447552447552448	0.384615384615385	-0.671328671328671	-0.370629370629371	0.685314685314685	0.629370629370629	-0.559440559440559	0.210157940501504	-0.741258741258741	0.685314685314685	-0.587412587412588	-0.237762237762238	-0.510489510489511	-0.335664335664336	0.559440559440559	-0.622377622377623	-0.65034965034965	-0.363636363636364	0.643356643356643	0.685314685314685	-0.391608391608392	-0.405594405594406	0.741258741258741	-0.699300699300699	0.370629370629371	0.671328671328671	0.713286713286713	-0.510489510489511	-0.748251748251748	-0.693521203654963	-0.734265734265734	0.545454545454546	0.370629370629371	0.545454545454546	-0.461538461538462	-0.48951048951049	-0.202797202797203	-0.174825174825175	-0.363636363636364	0.783216783216783	-0.342657342657343	0.706293706293706	-0.664335664335664	0.79020979020979	-0.643356643356643
Blautia obeum	0.357268498852557	-0.175131617084587	0.497373792520226	0.213660572843196	0.406305351636241	0.413310616319624	0.448336939736542	-0.276707954993647	-0.325744807777331	0.0245184263918421	0.276707954993647	-0.395797454611166	0.0508771929824561	-0.122592131959211	0.322242175435639	-0.16112108771782	-0.399300086952857	-0.147110558351053	-0.563923807012369	0.78809227688064	-0.297723749043797	-0.476357998470075	-0.0175131617084587	0.185639514109662	0.304729013727181	-0.0980737055673685	-0.500876424861918	0.455342204419925	-0.388792189927782	0.700526468338346	0.147110558351053	0.192644778793045	-0.287215852018722	-0.497373792520226	-0.0824561403508772	-0.395797454611166	0.143607926009361	0.297723749043797	0.238178999235038	-0.0140105293667669	-0.36427376353594	0.0455342204419925	-0.0455342204419925	0.0560421174670677	0.718039630046805	0.0140105293667669	0.483363263153459	-0.259194793285188	0.56742643935406	-0.360771131194248
Blautia wexlerae	0.895104895104895	-0.685314685314685	0.706293706293706	0.762237762237762	0.776223776223776	0.510489510489511	0.398601398601399	-0.881118881118881	-0.482517482517483	0.797202797202797	0.713286713286713	-0.580419580419581	0.112084234934135	-0.664335664335664	0.79020979020979	-0.713286713286713	-0.307692307692308	-0.622377622377623	-0.384615384615385	0.545454545454546	-0.678321678321678	-0.643356643356643	-0.503496503496504	0.734265734265734	0.874125874125874	-0.503496503496504	-0.454545454545455	0.678321678321678	-0.769230769230769	0.307692307692308	0.769230769230769	0.846153846153846	-0.797202797202797	-0.916083916083916	-0.616463292137745	-0.895104895104895	0.643356643356643	0.545454545454546	0.706293706293706	-0.622377622377623	-0.811188811188811	-0.41958041958042	-0.356643356643357	-0.538461538461539	0.657342657342657	-0.48951048951049	0.671328671328671	-0.755244755244755	0.762237762237762	-0.72027972027972
Clostridiales bacterium	-0.405594405594406	0.510489510489511	0.125874125874126	-0.573426573426573	-0.440559440559441	-0.622377622377623	-0.321678321678322	0.468531468531469	0.468531468531469	-0.265734265734266	-0.468531468531469	0.223776223776224	-0.038528955758609	-0.104895104895105	-0.370629370629371	0.384615384615385	0.433566433566434	0.370629370629371	0.223776223776224	-0.20979020979021	0.230769230769231	0.195804195804196	0.713286713286713	-0.195804195804196	-0.405594405594406	0.615384615384615	0.496503496503497	-0.104895104895105	0.195804195804196	-0.237762237762238	-0.384615384615385	-0.13986013986014	0.566433566433566	0.426573426573427	-0.157618455376128	0.398601398601399	-0.118881118881119	-0.34965034965035	-0.594405594405594	0.286713286713287	0.440559440559441	0.566433566433566	0.580419580419581	0.524475524475525	-0.048951048951049	0.713286713286713	-0.181818181818182	0.475524475524476	-0.0909090909090909	0.223776223776224
Collinsella aerofaciens	0.748251748251748	-0.573426573426573	0.776223776223776	0.629370629370629	0.643356643356643	0.412587412587413	0.342657342657343	-0.741258741258741	-0.307692307692308	0.874125874125874	0.552447552447553	-0.615384615384615	0.301226381385489	-0.867132867132867	0.685314685314685	-0.699300699300699	-0.230769230769231	-0.65034965034965	-0.237762237762238	0.293706293706294	-0.727272727272727	-0.643356643356643	-0.405594405594406	0.706293706293706	0.776223776223776	-0.440559440559441	-0.27972027972028	0.678321678321678	-0.734265734265734	0.167832167832168	0.734265734265734	0.839160839160839	-0.601398601398601	-0.741258741258741	-0.865150188397858	-0.734265734265734	0.734265734265734	0.559440559440559	0.566433566433566	-0.713286713286713	-0.601398601398601	-0.440559440559441	-0.370629370629371	-0.573426573426573	0.545454545454546	-0.384615384615385	0.622377622377623	-0.594405594405594	0.671328671328671	-0.699300699300699
Coprococcus comes	0.615384615384615	-0.468531468531469	0.783216783216783	0.496503496503497	0.482517482517483	0.622377622377623	0.643356643356643	-0.510489510489511	-0.447552447552448	0.433566433566434	0.482517482517483	-0.657342657342657	0.318739543093948	-0.531468531468532	0.587412587412588	-0.440559440559441	-0.433566433566434	-0.433566433566434	-0.524475524475525	0.755244755244755	-0.594405594405594	-0.748251748251748	-0.265734265734266	0.475524475524476	0.531468531468532	-0.41958041958042	-0.622377622377623	0.643356643356643	-0.657342657342657	0.713286713286713	0.517482517482518	0.447552447552448	-0.440559440559441	-0.678321678321678	-0.472855366128384	-0.615384615384615	0.391608391608392	0.482517482517483	0.447552447552448	-0.314685314685315	-0.405594405594406	-0.223776223776224	-0.293706293706294	-0.237762237762238	0.944055944055944	-0.27972027972028	0.692307692307692	-0.503496503496504	0.776223776223776	-0.615384615384615
Dorea longicatena	0.881118881118881	-0.713286713286713	0.846153846153846	0.748251748251748	0.622377622377623	0.496503496503497	0.531468531468532	-0.79020979020979	-0.524475524475525	0.72027972027972	0.594405594405594	-0.636363636363636	0.392294822269474	-0.615384615384615	0.818181818181818	-0.727272727272727	-0.41958041958042	-0.664335664335664	-0.657342657342657	0.671328671328671	-0.706293706293706	-0.713286713286713	-0.412587412587413	0.741258741258741	0.804195804195804	-0.573426573426573	-0.72027972027972	0.741258741258741	-0.839160839160839	0.594405594405594	0.804195804195804	0.72027972027972	-0.727272727272727	-0.846153846153846	-0.588442233404211	-0.881118881118881	0.538461538461539	0.636363636363636	0.699300699300699	-0.636363636363636	-0.699300699300699	-0.517482517482518	-0.475524475524476	-0.41958041958042	0.818181818181818	-0.41958041958042	0.566433566433566	-0.678321678321678	0.713286713286713	-0.797202797202797
Firmicutes bacterium OM04-13BH	0.622377622377623	-0.580419580419581	0.692307692307692	0.580419580419581	0.496503496503497	0.769230769230769	0.678321678321678	-0.573426573426573	-0.545454545454546	0.48951048951049	0.664335664335664	-0.636363636363636	0.266200057968572	-0.531468531468532	0.552447552447553	-0.496503496503497	-0.524475524475525	-0.447552447552448	-0.370629370629371	0.755244755244755	-0.601398601398601	-0.713286713286713	-0.475524475524476	0.48951048951049	0.566433566433566	-0.496503496503497	-0.552447552447553	0.692307692307692	-0.601398601398601	0.622377622377623	0.510489510489511	0.48951048951049	-0.475524475524476	-0.685314685314685	-0.469352733786692	-0.643356643356643	0.398601398601399	0.426573426573427	0.580419580419581	-0.314685314685315	-0.384615384615385	-0.251748251748252	-0.314685314685315	-0.412587412587413	0.846153846153846	-0.482517482517483	0.811188811188811	-0.657342657342657	0.797202797202797	-0.573426573426573
Fusicatenibacter saccharivorans	0.335664335664336	-0.468531468531469	0.412587412587413	0.440559440559441	0.342657342657343	0.874125874125874	0.671328671328671	-0.27972027972028	-0.545454545454546	0.27972027972028	0.587412587412588	-0.447552447552448	0.325744807777331	-0.286713286713287	0.195804195804196	-0.216783216783217	-0.573426573426573	-0.244755244755245	-0.118881118881119	0.643356643356643	-0.468531468531469	-0.503496503496504	-0.447552447552448	0.20979020979021	0.34965034965035	-0.405594405594406	-0.405594405594406	0.482517482517483	-0.272727272727273	0.531468531468532	0.174825174825175	0.251748251748252	-0.237762237762238	-0.391608391608392	-0.304729013727181	-0.335664335664336	0.27972027972028	0.307692307692308	0.426573426573427	-0.0629370629370629	-0.13986013986014	-0.223776223776224	-0.34965034965035	-0.314685314685315	0.615384615384615	-0.447552447552448	0.706293706293706	-0.517482517482518	0.552447552447553	-0.265734265734266
