id	(faecal)Taurine	(faecal)Lithocholic Acid	(faecal)Biliverdin	(faecal)Cholic acid	(faecal)Gentisic acid	(faecal)3-Dehydrocholic acid	(faecal)Bilirubin	(faecal)D-(+)-Proline	(faecal)Indole	(faecal)Deoxycholic Acid	(faecal)Υ-Aminobutyric acid (GABA)	(faecal)L-Tyrosine	(faecal)Inosine	(faecal)Gly-Val	(faecal)Choline	(faecal)D-(+)-Pyroglutamic Acid	(faecal)α-Linolenic Acid	(faecal)L-Glutamic acid	(faecal)Citrulline	(faecal)D-Glucuronic Acid	(faecal)Oleic acid	(faecal)L-Norleucine	(faecal)Xanthine	(faecal)Creatine	(faecal)Ribose	(faecal)Uracil	(faecal)L-(+)-Citrulline	(faecal)citramalate	(faecal)L-Isoleucine	(faecal)Glucose	(faecal)PC(16:0/0:0)	(faecal)α-Muricholic Acid	(faecal)L(+)-Ornithine	(faecal)Thymine	(faecal)(-)-Riboflavin	(faecal)L(-)-Pipecolinic acid	(faecal)4-aminobutyric acid	(faecal)2-Deoxyadenosine	(faecal)N-Acetyltryptophan	(faecal)4-Phenylbutyric acid	(faecal)beta-Hydroxymyristic acid	(faecal)8-Hydroxyquinoline	(faecal)5-Hydroxyindole-3-acetic acid	(faecal)Ethyl myristate	(faecal)3-Phenyllactic acid	(faecal)Oxypurinol	(faecal)N-Acetyl-DL-aspartic acid	(faecal)N-Tigloylglycine	(faecal)N-Acetyl-L-aspartic acid	(faecal)Urocanic acid
Bacteroides cutis	Bacteroides cutis	0.0800193759202747	0.089913736302639	0.0260968910527031	0.106252371759346	0.100602631832255	0.0139059688143628	0.100602631832255	0.255137751758957	0.0625114832796152	0.27556745095678	0.0753623350534836	0.226206044935027	0.230002980006252	0.342259528940024	0.319138785503305	0.470531995381542	0.112109291468892	0.429918785032884	0.226206044935027	0.00161476898606993	0.089913736302639	0.118175957013032	0.470531995381542	0.366251460583582	0.0585894753885676	0.443261936450183	0.0848687711339349	0.0306758950616401	0.217020225759977	0.0358059970520293	0.498555985524188	0.166699987624945	0.26523878689279	0.066611882266889	0.162057506175237	0.112109291468892	0.106252371759346	0.208063463695353	0.166699987624945	0.680597508286082	0.166699987624945	0.498555985524188	0.33058925941211	0.845930921228779	0.00920177977763475	0.648795709784666	0.0385884529220194	0.130948069507173	0.0585894753885676	0.296904115688764
Bacteroides finegoldii	Bacteroides finegoldii	0.0201854985098541	0.124454791188834	0.0240031912007137	0.100602631832255	0.0708943175492231	0.307909876180653	0.15173503571673	0.0358059970520293	0.0625114832796152	0.0800193759202747	0.089913736302639	0.124454791188834	0.672054217217821	0.066611882266889	0.106252371759346	0.0625114832796152	0.174519008130059	0.226206044935027	0.354147641232921	0.00920177977763475	0.089913736302639	0.0753623350534836	0.498555985524188	0.0331699010901058	0.0184527180284454	0.484451661455399	0.342259528940024	0.00450843548429422	0.0358059970520293	0.1908358740045	0.199335494617809	0.0184527180284454	0.089913736302639	0.0283196712957601	0.0425901828134519	0.0113741986426909	0.0283196712957601	0.255137751758957	0.066611882266889	0.118175957013032	0.0415214944103185	0.541935885731317	0.633090681246262	0.26523878689279	0.0415214944103185	0.527302354166108	0.0113741986426909	0.1908358740045	0.00920177977763475	0.066611882266889
Bacteroides ovatus	Bacteroides ovatus	0.137657916347729	0.1908358740045	0.000259811849861481	0.235621003512646	0.235621003512646	0.144586301303347	0.106252371759346	0.296904115688764	0.366251460583582	0.044609296463363	0.319138785503305	0.0708943175492231	0.0279602596510263	0.00823976871233844	0.307909876180653	0.26523878689279	0.342259528940024	0.217020225759977	0.416774768899138	0.124454791188834	0.0201854985098541	0.0415214944103185	0.879918578878675	0.159105769412195	0.100602631832255	0.527302354166108	0.366251460583582	0.0240031912007137	0.0708943175492231	0.208063463695353	0.255137751758957	0.0548421197754078	0.484451661455399	0.174519008130059	0.000445901287358501	0.166699987624945	0.0358059970520293	0.0848687711339349	0.391096770941896	0.1908358740045	0.443261936450183	0.366251460583582	0.319138785503305	0.571701238527655	0.0153173290532817	0.948402225236522	0.0625114832796152	0.286122902914987	0.0548421197754078	0.100602631832255
Bacteroides sp. M10	Bacteroides sp. M10	0.0848687711339349	0.0951573665941247	8.36658642909169e-05	0.130948069507173	0.182563978573167	0.0800193759202747	0.0800193759202747	0.199335494617809	0.307909876180653	0.0220341909323653	0.26523878689279	0.044609296463363	0.00720175094976222	0.00823976871233844	0.1908358740045	0.144586301303347	0.226206044935027	0.106252371759346	0.226206044935027	0.124454791188834	0.00920177977763475	0.0283196712957601	0.617523489540143	0.124454791188834	0.0585894753885676	0.307909876180653	0.174519008130059	0.0139059688143628	0.0415214944103185	0.137657916347729	0.130948069507173	0.0478559768420606	0.33058925941211	0.118175957013032	0.00039830756513666	0.106252371759346	0.0331699010901058	0.0306758950616401	0.226206044935027	0.0951573665941247	0.354147641232921	0.159105769412195	0.137657916347729	0.403833088314712	0.0168314561868934	0.712884219214772	0.0848687711339349	0.1908358740045	0.0753623350534836	0.0548421197754078
Barnesiella intestinihominis	Barnesiella intestinihominis	0.378568669662303	0.0753623350534836	0.307909876180653	0.217020225759977	0.812182698028059	0.0585894753885676	0.26523878689279	0.586823664362704	0.1908358740045	0.664633161792668	0.144586301303347	0.556737056176831	0.254245874016199	0.829023640531309	0.391096770941896	0.456800852639923	0.226206044935027	0.527302354166108	0.354147641232921	0.124454791188834	0.541935885731317	0.429918785032884	0.106252371759346	0.680597508286082	0.556737056176831	0.144586301303347	0.0512655897864915	0.166699987624945	0.602099427786538	0.100602631832255	0.354147641232921	1	0.729194990751066	0.498555985524188	0.828727854101125	0.416774768899138	0.982791768902848	0.862898073694971	0.15173503571673	0.948402225236522	0.795414501853898	0.527302354166108	0.403833088314712	0.648795709784666	0.144586301303347	0.144586301303347	0.33058925941211	0.130948069507173	0.470531995381542	0.617523489540143
Bifidobacterium adolescentis	Bifidobacterium adolescentis	0.0708943175492231	0.137657916347729	0.00823976871233844	0.118175957013032	0.112109291468892	0.112109291468892	0.226206044935027	0.0951573665941247	0.541935885731317	0.00395044897254266	0.159105769412195	0.0548421197754078	0.220708015504403	0.000785441677853611	0.130948069507173	0.15173503571673	0.745609480980708	0.124454791188834	0.948402225236522	0.556737056176831	0.0201854985098541	0.0385884529220194	0.378568669662303	0.100602631832255	0.0548421197754078	0.27556745095678	0.680597508286082	0.106252371759346	0.0585894753885676	0.795414501853898	0.0625114832796152	0.0184527180284454	0.235621003512646	0.0708943175492231	0.00039830756513666	0.106252371759346	0.0240031912007137	0.118175957013032	0.296904115688764	0.100602631832255	0.296904115688764	0.307909876180653	0.319138785503305	0.174519008130059	0.0585894753885676	0.378568669662303	0.044609296463363	0.106252371759346	0.0385884529220194	0.0848687711339349
Bifidobacterium ruminantium	Bifidobacterium ruminantium	0.0415214944103185	0.0800193759202747	0.00735502885780513	0.089913736302639	0.174519008130059	0.286122902914987	0.443261936450183	0.0585894753885676	0.617523489540143	0.00114310508680406	0.166699987624945	0.112109291468892	0.225326753392867	0.000951362855555507	0.0800193759202747	0.089913736302639	0.982791768902848	0.106252371759346	0.862898073694971	0.712884219214772	0.0358059970520293	0.0848687711339349	0.354147641232921	0.0625114832796152	0.0385884529220194	0.27556745095678	0.680597508286082	0.0951573665941247	0.0478559768420606	0.96559026891878	0.0240031912007137	0.0102451939411279	0.182563978573167	0.0708943175492231	0.000354759007349313	0.066611882266889	0.0283196712957601	0.159105769412195	0.226206044935027	0.0548421197754078	0.255137751758957	0.26523878689279	0.366251460583582	0.182563978573167	0.118175957013032	0.378568669662303	0.124454791188834	0.0800193759202747	0.0800193759202747	0.0753623350534836
Blautia faecicola	Blautia faecicola	0.0331699010901058	0.235621003512646	0.000331668339126921	0.166699987624945	0.166699987624945	0.27556745095678	0.130948069507173	0.0951573665941247	0.403833088314712	0.066611882266889	0.1908358740045	0.0331699010901058	0.383939601453497	0.00823976871233844	0.0331699010901058	0.137657916347729	0.512840943181826	0.124454791188834	0.182563978573167	0.0753623350534836	0.0306758950616401	0.00920177977763475	0.729194990751066	0.044609296463363	0.0753623350534836	0.307909876180653	0.159105769412195	0.0358059970520293	0.0102451939411279	0.0951573665941247	0.0478559768420606	0.044609296463363	0.226206044935027	0.0240031912007137	0.0247000382613214	0.0385884529220194	0.144586301303347	0.174519008130059	0.296904115688764	0.217020225759977	0.208063463695353	0.633090681246262	0.602099427786538	0.527302354166108	8.36658642909169e-05	0.633090681246262	0.0306758950616401	0.144586301303347	0.00299286368018598	0.0201854985098541
Blautia faecis	Blautia faecis	0.00344645026182745	0.0283196712957601	0.000521133700481004	0.0139059688143628	0.0260968910527031	0.137657916347729	0.106252371759346	0.0306758950616401	0.0951573665941247	0.00654349014683787	0.124454791188834	0.0548421197754078	0.025754387074545	0.0306758950616401	0.0283196712957601	0.0283196712957601	0.106252371759346	0.0168314561868934	0.0358059970520293	0.0585894753885676	0.00222313540999092	0.0306758950616401	0.416774768899138	0.0139059688143628	0.00161476898606993	0.118175957013032	0.0220341909323653	0.00823976871233844	0.00580115047447825	0.0548421197754078	0.0283196712957601	0.00512408169875306	0.0385884529220194	0.0125930304960941	0.00640178456545794	0.00654349014683787	0.0139059688143628	0.00580115047447825	0.0415214944103185	0.0184527180284454	0.0153173290532817	0.0220341909323653	0.0306758950616401	0.27556745095678	0.0184527180284454	0.456800852639923	0.144586301303347	0.100602631832255	0.0753623350534836	0.00920177977763475
Blautia luti	Blautia luti	0.00580115047447825	0.044609296463363	0.000642825988627822	0.044609296463363	0.100602631832255	0.144586301303347	0.217020225759977	0.0168314561868934	0.235621003512646	0.0139059688143628	0.0283196712957601	0.0585894753885676	0.512085328993753	0.00580115047447825	0.0139059688143628	0.044609296463363	0.456800852639923	0.089913736302639	0.286122902914987	0.0585894753885676	0.0306758950616401	0.0220341909323653	0.245265000730777	0.0240031912007137	0.0139059688143628	0.208063463695353	0.1908358740045	0.00580115047447825	0.0113741986426909	0.235621003512646	0.0168314561868934	0.00920177977763475	0.089913736302639	0.00512408169875306	0.0123748962417939	0.00654349014683787	0.066611882266889	0.235621003512646	0.066611882266889	0.130948069507173	0.106252371759346	0.527302354166108	0.586823664362704	0.245265000730777	0.00258621483336258	0.27556745095678	0.0102451939411279	0.0184527180284454	0.00222313540999092	0.0240031912007137
Blautia obeum	Blautia obeum	0.254245874016199	0.586157732126183	0.0999138724178622	0.50491268758604	0.189984522415267	0.181721477401602	0.143798117491237	0.383939601453497	0.301482697461456	0.939710022323152	0.383939601453497	0.2028076432501	0.875225526798938	0.704272667435206	0.307014178900402	0.616898856154857	0.198476018031437	0.64821522908268	0.0561671753873981	0.00232867514023746	0.347291460927888	0.117441756879022	0.956918823900548	0.563504135774586	0.335507821676454	0.761715327826085	0.0971737747799286	0.136882432772603	0.211642967220043	0.0111699289259676	0.64821522908268	0.548602518561392	0.3653744519387	0.0999138724178622	0.798908908323058	0.2028076432501	0.656129207444872	0.347291460927888	0.455988552837097	0.965529985372758	0.244376487259035	0.888252331652893	0.888252331652893	0.862659762625281	0.00853932400138905	0.965529985372758	0.111389816475383	0.415929261274779	0.0543240056759699	0.24928250596238
Blautia wexlerae	Blautia wexlerae	8.36658642909169e-05	0.0139059688143628	0.0102451939411279	0.00395044897254266	0.00299286368018598	0.089913736302639	0.199335494617809	0.000152674064676699	0.112109291468892	0.00190036772552827	0.00920177977763475	0.0478559768420606	0.728736103841387	0.0184527180284454	0.00222313540999092	0.00920177977763475	0.33058925941211	0.0306758950616401	0.217020225759977	0.066611882266889	0.0153173290532817	0.0240031912007137	0.0951573665941247	0.00654349014683787	0.000200713073324232	0.0951573665941247	0.137657916347729	0.0153173290532817	0.00344645026182745	0.33058925941211	0.00344645026182745	0.000521133700481004	0.00190036772552827	2.84280453485473e-05	0.0327760380837606	8.36658642909169e-05	0.0240031912007137	0.066611882266889	0.0102451939411279	0.0306758950616401	0.00136331525272719	0.174519008130059	0.255137751758957	0.0708943175492231	0.0201854985098541	0.106252371759346	0.0168314561868934	0.00450843548429422	0.00395044897254266	0.00823976871233844
Clostridiales bacterium	Clostridiales bacterium	0.1908358740045	0.089913736302639	0.696683109395766	0.0512655897864915	0.15173503571673	0.0306758950616401	0.307909876180653	0.124454791188834	0.124454791188834	0.403833088314712	0.124454791188834	0.484451661455399	0.905370070049872	0.745609480980708	0.235621003512646	0.217020225759977	0.159105769412195	0.235621003512646	0.484451661455399	0.512840943181826	0.470531995381542	0.541935885731317	0.00920177977763475	0.541935885731317	0.1908358740045	0.0331699010901058	0.100602631832255	0.745609480980708	0.541935885731317	0.456800852639923	0.217020225759977	0.664633161792668	0.0548421197754078	0.166699987624945	0.624675666406758	0.199335494617809	0.712884219214772	0.26523878689279	0.0415214944103185	0.366251460583582	0.15173503571673	0.0548421197754078	0.0478559768420606	0.0800193759202747	0.879918578878675	0.00920177977763475	0.571701238527655	0.118175957013032	0.778725396245442	0.484451661455399
Collinsella aerofaciens	Collinsella aerofaciens	0.00512408169875306	0.0512655897864915	0.00299286368018598	0.0283196712957601	0.0240031912007137	0.182563978573167	0.27556745095678	0.00580115047447825	0.33058925941211	0.000200713073324232	0.0625114832796152	0.0331699010901058	0.341372294714219	0.000259811849861481	0.0139059688143628	0.0113741986426909	0.470531995381542	0.0220341909323653	0.456800852639923	0.354147641232921	0.00735502885780513	0.0240031912007137	0.1908358740045	0.0102451939411279	0.00299286368018598	0.15173503571673	0.378568669662303	0.0153173290532817	0.00654349014683787	0.602099427786538	0.00654349014683787	0.000642825988627822	0.0385884529220194	0.00580115047447825	0.000278811844083925	0.00654349014683787	0.00654349014683787	0.0585894753885676	0.0548421197754078	0.00920177977763475	0.0385884529220194	0.15173503571673	0.235621003512646	0.0512655897864915	0.066611882266889	0.217020225759977	0.0306758950616401	0.0415214944103185	0.0168314561868934	0.0113741986426909
Coprococcus comes	Coprococcus comes	0.0331699010901058	0.124454791188834	0.00258621483336258	0.100602631832255	0.112109291468892	0.0306758950616401	0.0240031912007137	0.089913736302639	0.144586301303347	0.159105769412195	0.112109291468892	0.0201854985098541	0.312601676218412	0.0753623350534836	0.044609296463363	0.15173503571673	0.159105769412195	0.159105769412195	0.0800193759202747	0.00450843548429422	0.0415214944103185	0.00512408169875306	0.403833088314712	0.118175957013032	0.0753623350534836	0.174519008130059	0.0306758950616401	0.0240031912007137	0.0201854985098541	0.00920177977763475	0.0848687711339349	0.144586301303347	0.15173503571673	0.0153173290532817	0.120547316089846	0.0331699010901058	0.208063463695353	0.112109291468892	0.144586301303347	0.319138785503305	0.1908358740045	0.484451661455399	0.354147641232921	0.456800852639923	3.92726108096595e-06	0.378568669662303	0.0125930304960941	0.0951573665941247	0.00299286368018598	0.0331699010901058
Dorea longicatena	Dorea longicatena	0.000152674064676699	0.00920177977763475	0.000521133700481004	0.00512408169875306	0.0306758950616401	0.100602631832255	0.0753623350534836	0.00222313540999092	0.0800193759202747	0.00823976871233844	0.0415214944103185	0.0260968910527031	0.207196608827139	0.0331699010901058	0.00114310508680406	0.00735502885780513	0.174519008130059	0.0184527180284454	0.0201854985098541	0.0168314561868934	0.0102451939411279	0.00920177977763475	0.182563978573167	0.00580115047447825	0.00161476898606993	0.0512655897864915	0.00823976871233844	0.00580115047447825	0.000642825988627822	0.0415214944103185	0.00161476898606993	0.00823976871233844	0.00735502885780513	0.000521133700481004	0.0441447742190631	0.000152674064676699	0.0708943175492231	0.0260968910527031	0.0113741986426909	0.0260968910527031	0.0113741986426909	0.0848687711339349	0.118175957013032	0.174519008130059	0.00114310508680406	0.174519008130059	0.0548421197754078	0.0153173290532817	0.00920177977763475	0.00190036772552827
Firmicutes bacterium OM04-13BH	Firmicutes bacterium OM04-13BH	0.0306758950616401	0.0478559768420606	0.0125930304960941	0.0478559768420606	0.100602631832255	0.00344645026182745	0.0153173290532817	0.0512655897864915	0.066611882266889	0.106252371759346	0.0184527180284454	0.0260968910527031	0.40297832764889	0.0753623350534836	0.0625114832796152	0.100602631832255	0.0800193759202747	0.144586301303347	0.235621003512646	0.00450843548429422	0.0385884529220194	0.00920177977763475	0.118175957013032	0.106252371759346	0.0548421197754078	0.100602631832255	0.0625114832796152	0.0125930304960941	0.0385884529220194	0.0306758950616401	0.089913736302639	0.106252371759346	0.118175957013032	0.0139059688143628	0.123706328208118	0.0240031912007137	0.199335494617809	0.166699987624945	0.0478559768420606	0.319138785503305	0.217020225759977	0.429918785032884	0.319138785503305	0.182563978573167	0.000521133700481004	0.112109291468892	0.00136331525272719	0.0201854985098541	0.00190036772552827	0.0512655897864915
Fusicatenibacter saccharivorans	Fusicatenibacter saccharivorans	0.286122902914987	0.124454791188834	0.182563978573167	0.15173503571673	0.27556745095678	0.000200713073324232	0.0168314561868934	0.378568669662303	0.066611882266889	0.378568669662303	0.044609296463363	0.144586301303347	0.301482697461456	0.366251460583582	0.541935885731317	0.498555985524188	0.0512655897864915	0.443261936450183	0.712884219214772	0.0240031912007137	0.124454791188834	0.0951573665941247	0.144586301303347	0.512840943181826	0.26523878689279	0.1908358740045	0.1908358740045	0.112109291468892	0.391096770941896	0.0753623350534836	0.586823664362704	0.429918785032884	0.456800852639923	0.208063463695353	0.335507821676454	0.286122902914987	0.378568669662303	0.33058925941211	0.166699987624945	0.845930921228779	0.664633161792668	0.484451661455399	0.26523878689279	0.319138785503305	0.0331699010901058	0.144586301303347	0.0102451939411279	0.0848687711339349	0.0625114832796152	0.403833088314712
