geneid	genesymbol	count
100343347	OLFACTORY RECEPTOR 1G1-LIKE	1
100343603	OLFACTORY RECEPTOR 1G1-LIKE	1
100343849	OLFACTORY RECEPTOR 1G1-LIKE	1
100344105	OLFACTORY RECEPTOR 1L4-LIKE	1
100344612	OLFACTORY RECEPTOR 1L3	1
100346150	OLFACTORY RECEPTOR 50-LIKE	1
100346664	OLFACTORY RECEPTOR 1J4-LIKE	1
100346921	LHX6	1
100351198	PUTATIVE UDP-GLCNAC:BETAGAL BETA-1	1
100351198	3-N-ACETYLGLUCOSAMINYLTRANSFERASE LOC100288842	2
103352044	RNA-BINDING PROTEIN PNO1-LIKE	1
100341050	CYTOCHROME C-LIKE	1
108178776	60S RIBOSOMAL PROTEIN L39	1
100345888	OLFACTORY RECEPTOR 1J1	1
103352015	UNCHARACTERIZED LOC103352015	1
103352029	UNCHARACTERIZED LOC103352029	1
100357943	OLFACTORY RECEPTOR 1Q1	1
100358202	OLFACTORY RECEPTOR 1J4-LIKE	1
100352201	RABGAP1	1
100341724	STRBP	1
100342402	ZBTB26	1
100353211	ZBTB6	1
103352019	GPR21	1
100345118	OLFACTORY RECEPTOR 1361-LIKE	1
100350444	CNTRL	1
100350444	CEP110	2
103352022	C5	1
103352041	COMPLEMENT C5	1
100338597	RAB14	1
100338847	TRAF1	1
100357429	OLFACTORY RECEPTOR 1L4-LIKE	1
100357171	OLFACTORY RECEPTOR 1L4	1
100355405	OLFACTORY RECEPTOR 1L6-LIKE	1
100340536	GARNL3	1
100358726	SLC2A8	1
100357684	RALGPS1	1
100354822	ANGPTL2	1
100357685	OLFACTORY RECEPTOR 1B1	1
100338691	GAPVD1	1
100008764	HSPA5	1
100348435	N-ACETYLLACTOSAMINIDE ALPHA-1	1
100348435	3-GALACTOSYLTRANSFERASE	2
100348940	N-ACETYLLACTOSAMINIDE ALPHA-1	1
100348940	3-GALACTOSYLTRANSFERASE	2
100349703	N-ACETYLLACTOSAMINIDE ALPHA-1	1
100349703	3-GALACTOSYLTRANSFERASE-LIKE 1	2
100349190	GADD45GIP1	1
100349956	STOM	1
100342659	GOLGA1	1
100344359	ARPC5L	1
100339427	WDR38	1
100339185	RPL35	1
100340700	DENND1A	1
100341214	CRB2	1
100359244	DAB2IP	1
100357942	LRSAM1	1
100357428	FAM129B	1
100353722	RPL12	1
100356916	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100356916	HUMAN C9ORF43	2
100355895	POLE3	1
100356141	ALAD	1
103352035	BSPRY	1
100356397	HDHD3	1
100340441	NEK6	1
100349446	PROTEASOME SUBUNIT BETA TYPE-7	1
103352017	PROTEASOME SUBUNIT BETA TYPE-7	1
100358465	MRRF	1
100358986	RBM18	1
100346407	OLFML2A	1
100347187	NR6A1	1
100337841	GSN	1
100356915	TTC16	1
100341468	CFAP157	1
100356657	TOR2A	1
100350203	PTRH1	1
100357170	STXBP1	1
100338092	MAPKAP1	1
100339343	FBXW2	1
100356658	RGS3	1
100350947	PHF19	1
100339098	PSMD5	1
103352023	PROTEIN CUTA HOMOLOG	1
100301551	TNC	1
100342081	TNFSF8	1
100342334	TNFSF15	1
100353970	RC3H2	1
100356142	AMBP	1
100356398	ZNF618	1
100354318	TMEM268	1
100354566	ATP6V1G1	1
100358464	ZBTB43	1
100354381	ASTN2	1
100341307	TRIM32	1
100359243	MVB12B	1
100339774	MEGF9	1
100340956	RABEPK	1
100341981	PPP6C	1
100355653	COL27A1	1
100351446	CDK5RAP2	1
100337840	PBX3	1
100348184	TTLL11	1
100358201	ZBTB34	1
100347938	NDUFA8	1
100347694	MORN5	1
100355652	AKNA	1
100355083	WHRN	1
100355083	DFNB31	2
100354636	PAPPA	1
100354893	PDCL	1
100338942	SCAI	1
100351696	LHX2	1
100340025	BRINP1	1
100355896	KIF12	1
100339937	NR5A1	1
100345374	OLFACTORY RECEPTOR 1361-LIKE	1
100345629	OLFACTORY RECEPTOR 1468-LIKE	1
103352055	SULFATED SURFACE GLYCOPROTEIN 185-LIKE	1
100344360	CDR1	1
100345630	LDOC1	1
103352058	PRESENILIN-1-LIKE	1
103352053	UNCHARACTERIZED LOC103352053	1
100357686	MELANOMA-ASSOCIATED ANTIGEN 8-LIKE	1
100352616	RNA POLYMERASE II ELONGATION FACTOR ELL2-LIKE	1
100345375	MELANOMA-ASSOCIATED ANTIGEN 10	1
100343348	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100343348	HUMAN CXORF66	2
100356659	IDS	1
100355897	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100355897	HUMAN CXORF40A	2
100354894	FMR1	1
103352052	FMR1NB	1
100343850	FGF13	1
100346151	ATP11C	1
100357430	TMEM185A	1
100356143	AFF2	1
100351611	SLITRK4	1
100355155	SLITRK2	1
100359245	THIOREDOXIN	1
100342839	MCF2	1
100347605	ZIC3	1
103352048	UNCHARACTERIZED LOC103352048	1
100347090	UPF0472 PROTEIN C16ORF72	1
100349101	SOX3	1
100356917	HEAT SHOCK TRANSCRIPTION FACTOR	1
100356917	X-LINKED-LIKE	2
100344946	ZINC FINGER PROTEIN 260	1
100347275	UNCHARACTERIZED LOC100347275	1
103352073	UPF0317 PROTEIN KRH_21160	1
100351290	PUTATIVE TRIPARTITE MOTIF-CONTAINING PROTEIN 75	1
100350528	TRIPARTITE MOTIF-CONTAINING PROTEIN 60-LIKE	1
100345200	REGULATOR OF G-PROTEIN SIGNALING 2-LIKE	1
100346752	RAPGEF2	1
100340346	ETFDH	1
100340606	PPID	1
100345972	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100345972	HUMAN C4ORF46	2
100346493	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100346493	HUMAN C4ORF45	2
100346235	FNIP2	1
100351539	KLHL2	1
100348782	TMA16	1
100342239	MARCH1	1
100343167	MSMO1	1
100341725	NAF1	1
100342915	TMEM192	1
100339849	TMEM144	1
108175425	CPE	1
100349535	DNAJ HOMOLOG SUBFAMILY C MEMBER 8	1
100341308	FSTL5	1
103352069	APELA	1
108178789	ZINC FINGER PROTEIN 260-LIKE	1
100348272	TKTL2	1
100351039	TRIM60	1
100342660	PUTATIVE TRIPARTITE MOTIF-CONTAINING PROTEIN 75	1
100353310	MEDAG	1
100354567	RXFP2	1
100340442	60S RIBOSOMAL PROTEIN L10-LIKE	1
100359171	RPL18A	1
100338528	STARD13	1
100355827	FRY	1
100356329	ZAR1L	1
100355331	BRCA2	1
100357868	N4BP2L1	1
100358648	N4BP2L2	1
100357098	NBEA	1
100339680	MAB21L1	1
100352543	HSPH1	1
100353814	B3GLCT	1
100353814	B3GALTL	2
100353567	PROLINE-RICH PROTEIN 13-LIKE	1
100341569	ALG5	1
100338943	SUPT20H	1
100341983	EXOSC8	1
100339938	DCLK1	1
100342487	UBL3	1
100352802	USPL1	1
100355583	PDS5B	1
100358128	SPG20	1
100356074	KL	1
100338277	SMAD9	1
100342745	TEX26	1
100340957	EXOCYST COMPLEX COMPONENT 7	1
100339186	RFC3	1
100338019	RFXAP	1
100009413	ALOX5AP	1
100009413	FLAP	2
100355084	CYTOCHROME C	1
103352091	SERTM1	1
100357612	SOHLH2	1
103352087	CCDC169	1
100358389	CCNA1	1
108178808	NASCENT POLYPEPTIDE-ASSOCIATED COMPLEX SUBUNIT ALPHA	1
108178808	MUSCLE-SPECIFIC FORM-LIKE	2
100009505	ITPR1	1
100346313	EDEM1	1
103352096	ARL8B	1
100346570	SUMF1	1
100346827	HISTONE-LYSINE N-METHYLTRANSFERASE SETMAR	1
100347348	TRNT1	1
100347091	CRBN	1
100343508	BHLHE40	1
100344766	CHL1	1
100345793	LMCD1	1
100346053	GRM7	1
103352092	SLIT-ROBO RHO GTPASE-ACTIVATING PROTEIN 3	1
100348097	CNTN6	1
100345274	RAD18	1
100347606	IL5RA	1
100347849	CNTN4	1
100344514	LRRN1	1
103352093	SSUH2	1
100342999	CAV3	1
103352122	UNCHARACTERIZED LOC103352122	1
100357354	TFAP2E	1
100348855	ZINC FINGER HIT DOMAIN-CONTAINING PROTEIN 3-LIKE	1
100343000	IQCC	1
100349867	DCDC2B	1
100350115	CCDC28B	1
100342488	TMEM234	1
100343252	TXLNA	1
100350359	KPNA6	1
100343509	TMEM39B	1
100354760	60S RIBOSOMAL PROTEIN L9	1
100350854	KHDRBS1	1
100345534	CHOLECYSTOKININ-LIKE	1
100356842	AGO3	1
100356842	EIF2C1	2
100347349	AGO1	1
100357099	AGO4	1
100353311	UTP11	1
100353311	UTP11L	2
100339026	FHL3	1
100350043	INPP5B	1
100352804	MTF1	1
100347092	SF3A3	1
100352041	YRDC	1
100349353	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100349353	HUMAN C1ORF122	2
100353568	MANEAL	1
100340702	FNDC5	1
100353312	YARS	1
100341215	SYNC	1
100353062	S100PBP	1
100340958	KIAA1522 ORTHOLOG	1
100338529	ZSCAN20	1
100351541	PHC2	1
100339429	A3GALT2	1
100345794	EVA1B	1
100355584	SH3D21	1
100346054	THRAP3	1
100355828	MAP7D1	1
100346314	TRAPPC3	1
100358129	SFPQ	1
100341469	RBBP4	1
100353816	ZBTB8A	1
100353569	ZBTB8OS	1
100349284	ZMYM4	1
100355156	HDAC1	1
100344009	ADGRB2	1
103344989	ADHESION G PROTEIN-COUPLED RECEPTOR B2	1
100351540	COL16A1	1
100349032	KIAA0319L	1
100348783	NCDN	1
100342746	CSF3R	1
100345026	MRPS15	1
100345275	OSCP1	1
100355085	LSM10	1
100351104	PTP4A2	1
100354071	GNL2	1
100358390	DNALI1	1
100354568	SNIP1	1
100355332	STK40	1
100351791	ZNF362	1
100354072	BSDC1	1
100354638	TSSK3	1
100354895	FAM229A	1
100352295	AK2	1
100351291	CSMD2	1
103352117	HMGB4	1
100346571	COL8A2	1
100346828	TEKT2	1
100356075	ADPRHL2	1
100352544	TINAGL1	1
100358649	ZMYM6	1
100358912	TMEM35B	1
100358912	ZMYM6NB	2
108175446	MEAF6	1
100351790	PEF1	1
100339939	RNF19B	1
100353815	EPHRIN TYPE-A RECEPTOR 10	1
103352105	EPHRIN TYPE-A RECEPTOR 10	1
100354320	CDCA8	1
100356330	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100356330	HUMAN C1ORF109	2
100350784	GJB5	1
103352115	GJB4	1
100340443	ZC3H12A	1
100348523	PSMB2	1
100347850	CLSPN	1
100348273	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100348273	HUMAN C1ORF216	2
100359172	DLGAP3	1
100349536	ZMYM1	1
100354824	GRIK3	1
100339681	TRIM62	1
100353061	POU3F1	1
100342240	MYOTUBULARIN-RELATED PROTEIN 9	1
100349102	LCK	1
100349790	SMIM12	1
100338020	GJB3	1
100344515	SERINC2	1
100352545	HPCA	1
100340189	TMEM54	1
100350291	GJA4	1
100341984	ZBTB8B	1
100349610	FAM167B	1
100357613	RSPO1	1
100352294	HCRTR1	1
100343756	SPOCD1	1
100344262	ANTIZYME INHIBITOR 2	1
100351040	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100351040	HUMAN C1ORF94	2
100341051	LEUCINE-RICH REPEAT AND CALPONIN HOMOLOGY DOMAIN-CONTAINING PROTEIN 1	1
103352134	MITOCHONDRIAL ORNITHINE TRANSPORTER 1-LIKE	1
108175444	PHOSPHATIDYLINOSITOL 3	1
108175444	4	2
108175444	5-TRISPHOSPHATE 3-PHOSPHATASE TPTE2-LIKE	3
103352149	ATP SYNTHASE-COUPLING FACTOR 6	1
103352149	MITOCHONDRIAL-LIKE	2
100357173	ITM2B	1
100357431	RB1	1
103352130	LPAR6	1
100338184	SPRYD7	1
103352141	TRIM13	1
100343349	KCNRG	1
100342335	PHF11	1
100358728	PRE-MRNA-PROCESSING FACTOR 17-LIKE	1
100358467	CAB39L	1
100344865	ATP7B	1
100340094	ALG11	1
100345120	NEK5	1
100345376	NEK3	1
100345889	CKAP2	1
100340347	VPS36	1
100339595	WDFY2	1
100339344	INTS6	1
100344361	SERPINE3	1
100355655	ESD	1
100358204	FNDC3A	1
100343851	RNASEH2B	1
100337932	RCBTB1	1
100341822	CDADC1	1
100356660	NUDT15	1
100356918	MED4	1
100357687	RCBTB2	1
100343095	KPNA3	1
100344107	FAM124A	1
100356400	SUCLA2	1
100340607	THSD1	1
100342840	EBPL	1
100356144	40S RIBOSOMAL PROTEIN S18	1
100338849	MOB-LIKE PROTEIN PHOCEIN	1
100009461	HTR2A	1
103352135	PHOSPHATIDYLINOSITOL 3	1
103352135	4	2
103352135	5-TRISPHOSPHATE 3-PHOSPHATASE TPTE2	3
100357945	CYSLTR2	1
100339099	DLEU7	1
103352140	ARL11	1
103352136	UNCHARACTERIZED LOC103352136	1
108178828	ENDOGENOUS RETROVIRUS GROUP K MEMBER 8 POL PROTEIN-LIKE	1
100339850	CCDC70	1
100344614	60S RIBOSOMAL PROTEIN L29-LIKE	1
100355898	CHRNB3	1
100356661	KAT6A	1
108178830	BASIC SALIVARY PROLINE-RICH PROTEIN 2-LIKE	1
100356919	ANK1	1
103352167	ADAM32	1
100338850	EIF4EBP1	1
100339100	ADRB3	1
100339596	ADGRA2	1
100339596	GPR124	2
100340095	ZNF703	1
100355407	HGSNAT	1
100346922	POMK	1
100347188	FNTA	1
100347440	HOOK3	1
100347695	RNF170	1
100347939	THAP1	1
100339345	GOT1L1	1
100357174	NKX6-3	1
100351612	TACC1	1
100352964	DDHD2	1
100353212	BAG4	1
100353471	LSM1	1
100353723	STAR	1
100338600	ASH2L	1
100352710	NSD3	1
100352710	WHSC1L1	2
108178833	OLEOSIN-B6-LIKE	1
100356145	DKK4	1
100348691	POLB	1
100356401	IKBKB	1
100351861	FGFR1	1
100352451	LETM2	1
100348185	SMIM19	1
100101585	ADAM9	1
100351105	TM2D2	1
100350855	60S RIBOSOMAL PROTEIN L23A	1
100353971	BRF2	1
100351358	PLEKHA2	1
100354383	ERLIN2	1
100348436	SLC20A2	1
100349191	GPAT4	1
100349191	AGPAT6	2
103352161	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 32	1
103352160	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 32	1
100349957	ACIDIC LEUCINE-RICH NUCLEAR PHOSPHOPROTEIN 32 FAMILY MEMBER E-LIKE	1
103352162	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 32	1
103352156	GOLGA7	1
100357946	IDO2	1
103352157	SFRP1	1
100348941	AP3M2	1
100354896	ZINC FINGER PROTEIN 883	1
100349447	CHROMOSOME UNKNOWN OPEN READING FRAME	1
100349447	HUMAN C8ORF4	2
100339851	PROSC	1
100358729	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 18	1
100358989	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 18	1
100338094	HTRA4	1
100358205	IDO1	1
100358468	ADAM18	1
100357432	GINS4	1
100357688	ZMAT4	1
103352159	DISINTEGRIN AND METALLOPROTEINASE DOMAIN-CONTAINING PROTEIN 5	1
100355656	CHRNA6	1
103352169	PROSTAGLANDIN-E(2) 9-REDUCTASE	1
100341727	PROTEIN FAM163B-LIKE	1
100343001	NUCLEOLAR GTP-BINDING PROTEIN 1-LIKE	1
100344010	ADARB2	1
103352186	ALDO-KETO REDUCTASE FAMILY 1 MEMBER C1 HOMOLOG	1
103352179	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 20A2	1
103352187	SICKLE TAIL PROTEIN HOMOLOG	1
100342241	WW DOMAIN-CONTAINING ADAPTER PROTEIN WITH COILED-COIL-LIKE	1
103352178	POTEA	1
100344768	PITRM1	1
100340866	KLF6	1
100342747	WDR37	1
100343510	IDI1	1
103352177	EXTENSIN	1
103352182	NUCLEAR PORE COMPLEX PROTEIN NUP133	1
103352168	UNCHARACTERIZED LOC103352168	1
100346572	NR2F2	1
100347780	ARRDC4	1
100347093	MCTP2	1
100353063	PRAG1	1
108178858	DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT 4-LIKE	1
100352546	DLC1	1
100350292	KIAA1456 ORTHOLOG	1
100351292	TNKS	1
100351542	DUSP4	1
100353570	MFHAS1	1
100350785	ERI1	1
100351041	PPP1R3B	1
100352805	LONRF1	1
100349537	SGCZ	1
103352201	CHROMOSOME UNKNOWN OPEN READING FRAME	1
103352201	HUMAN C8ORF48	2
100350530	CLDN23	1
103352224	UNCHARACTERIZED LOC103352224	1
100358391	TSPAN13	1
100339273	SERINE/THREONINE-PROTEIN KINASE MARK2-LIKE	1
103352222	SERINE/THREONINE-PROTEIN KINASE MARK2-LIKE	1
100339027	SERINE/THREONINE-PROTEIN KINASE MARK2-LIKE	1
100354825	MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3-LIKE	1
100358130	AGR2	1
100338021	BZW2	1
100358650	ANKMY2	1
100355585	DGKB	1
100355978	ETV1	1
100337768	ISPD	1
100355333	MEOX2	1
100339522	AGMO	1
100339522	TMEM195	2
100358913	LRRC72	1
100354321	SOSTDC1	1
103352214	UNCHARACTERIZED LOC103352214	1
103352212	UNCHARACTERIZED LOC103352212	1
100357614	AGR3	1
100338530	MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3-LIKE	1
100359173	SERINE/THREONINE-PROTEIN KINASE MARK2-LIKE	1
103345062	SERINE/THREONINE-PROTEIN KINASE MARK2-LIKE	1
100357100	PROTEIN LIN-28 HOMOLOG A	1
108178869	BASIC PROLINE-RICH PROTEIN-LIKE	1
108178870	ID4	1
100342336	ATXN1	1
100342336	SCA1	2
100342587	GMPR	1
100343606	KIF13A	1
100340794	KDM1B	1
100340537	DEK	1
100341052	NHLRC1	1
100341571	NUP153	1
100340283	RNF144B	1
100344866	MYLIP	1
100341823	FAM8A1	1
100342083	CAP2	1
108178875	40S RIBOSOMAL PROTEIN S27-LIKE	1
100344108	RBM24	1
100344362	STMND1	1
100346152	MC3R	1
100350599	TSHZ2	1
100349354	CSTF1	1
100345632	AURKA	1
100345890	FAM210B	1
100350361	ZNF217	1
100348601	FAM209B	1
100345377	RTFDC1	1
100348856	GCNT7	1
100349103	CASS4	1
100347851	ZINC FINGER PROTEIN 64 HOMOLOG	1
100347851	ISOFORMS 3 AND 4	2
100351106	ZFP64	1
100346665	DOK5	1
108178879	40S RIBOSOMAL PROTEIN S6	1
100350116	BCAS1	1
100347441	1	1
100347441	25-DIHYDROXYVITAMIN D(3) 24-HYDROXYLASE	2
100347441	MITOCHONDRIAL	3
100347189	PFDN4	1
100345121	TFAP2C	1
100348098	SALL4	1
100346408	CBLN4	1
103352248	PUTATIVE PROTEIN FAM90A23P	1
108178881	PUTATIVE PROTEIN FAM90A23P	1
100354826	MCPH1	1
100353377	ANGPT2	1
108178882	MICROCEPHALIN-LIKE	1
103352246	CSMD1	1
100354570	AGPAT5	1
103352242	DEFB1	1
100353124	XKR5	1
103352258	UNCHARACTERIZED LOC103352258	1
100358469	INHBC	1
100358730	INHBE	1
100358990	GLI1	1
100338692	MBD6	1
100338022	MARS	1
100344517	ARHGAP9	1
100339187	DCTN2	1
100338439	DDIT3	1
100339597	KIF5A	1
100339852	ARHGEF25	1
