geneid	genesymbol	count
541822	HCF106C	1
541823	CKB1	1
541825	PROTEIN KINASE CK2 CATALYTIC SUBUNIT CK2 ALPHA-3	1
541826	UNCHARACTERIZED PROTEIN LOC541826	1
541827	MET2A	1
541828	GST10	1
541829	GST11	1
541830	GST12	1
541831	GST13	1
541832	GST14	1
541833	GST18	1
541834	GST19	1
541836	GLUTATHIONE S-TRANSFERASE GST 21	1
541837	GST24	1
541839	GLUTATHIONE S-TRANSFERASE GST 26	1
541841	GLUTATHIONE TRANSFERASE30	1
541843	UNCHARACTERIZED PROTEIN LOC541843	1
541845	GLUTATHIONE TRANSFERASE GST 23	1
541847	GST38	1
541848	GST39	1
541849	GST41	1
541851	CAX1	1
541854	WX1	1
541855	IGL1	1
541856	LOX1	1
541866	PRPO2	1
541867	AKIN1	1
541869	RPS10	1
541870	CRS1	1
541871	HMG-Y-RELATED PROTEIN A	1
541872	ISR1	1
541873	HMT1	1
541874	HMT-2	1
541875	TIDP2897	1
541876	HMT4	1
541877	SXD1	1
541881	CZOG1	1
541882	GLK1	1
541883	RPD3	1
541884	NIP2B	1
541885	NIP3A	1
541886	PIP1-4	1
113523644	AQUAPORIN PIP1-6	1
541888	PIP2E	1
541889	PIP2C	1
541890	PIP2D	1
541891	PIP2F	1
541892	SBIP1B	1
541893	TIP2	1
541894	TIP2A	1
541895	TIP2B	1
541896	TIP3A	1
541897	TIP4A	1
541898	TIP4B	1
541900	TIP5	1
541901	UNCHARACTERIZED PROTEIN LOC541901	1
541902	GPM823	1
541903	FPS1	1
541904	EXPA1	1
541905	UMC2632	1
541907	EXPA5	1
541909	EXPB4	1
541911	FRUCTOSE-6-PHOSPHATE-2-KINASE/FRUCTOSE-2	1
541911	6-BISPHOSPHATASE	2
541912	TIP3B	1
541913	RF2C	1
541914	ALDH5	1
541915	UMC1775	1
541916	CYCD1	1
541917	SFP1	1
541918	EARLY LIGHT-INDUCIBLE PROTEIN ELIP	1
541919	PDC3	1
541920	GZ50	1
541921	DZS18	1
541922	DZS10	1
541923	Z1D_2	1
541924	Z1C2	1
541925	Z1C1_4	1
541926	Z1C1_12	1
541927	GLB3	1
541928	TRYPSIN/FACTOR XIIA INHIBITOR	1
541929	CL2-1	1
541930	GTPASE	1
541931	HDA101	1
541932	UNCHARACTERIZED PROTEIN LOC541932	1
541933	PCO060604	1
541934	NFC102	1
541935	UNCHARACTERIZED PROTEIN LOC541935	1
541936	SGB102	1
541937	ORC1	1
541938	ORC2	1
541940	THIOREDOXIN H-LIKE PROTEIN	1
541950	UNCHARACTERIZED PROTEIN LOC541950	1
541953	HDA102	1
541954	MEZ1	1
541955	MEZ3	1
541957	DREB1	1
541958	SAT1	1
541959	SAT2	1
541960	LG4	1
541961	LG4B	1
541962	MYB2	1
541963	CHA101	1
541964	HON102	1
541965	CL181_1C	1
541966	EMP2	1
541968	GP	1
541969	MYB-IF35	1
541970	CRD101	1
541971	DMT106	1
541972	HDA110	1
541973	HON101	1
541974	TPS1	1
541976	RWS1	1
541977	BX6	1
541979	BRD103	1
541980	SDG113	1
541981	TCTP	1
541983	PAO1	1
541984	UBIQUITIN CARRIER PROTEIN	1
541987	NFD102	1
541988	CL146_1	1
541989	SER1	1
541990	GST3B	1
541992	AE1	1
541993	ANE3	1
541995	SBP3	1
541998	AIC1	1
542000	CL1298_1	1
542001	SEE2A	1
542002	K2	1
542003	BETL3	1
542005	NTHR3	1
542008	OCL3	1
542010	OCL5A	1
542012	TOC35	1
542013	ZMM17	1
542014	PIP1E	1
542015	SERK1	1
542016	SERK2	1
542017	ROP6	1
542019	ZMM16	1
542020	ZMM29	1
542021	PAA	1
542023	IDP154	1
542024	BAP-1A	1
542025	BAP-3B	1
542026	GSH1	1
542028	UNCHARACTERIZED PROTEIN LOC542028	1
542029	POX1	1
542030	HAG101	1
542031	HISTONE ACETYLTRANSFERASE COMPLEX COMPONENT102	1
542032	M15	1
542033	ZMM19	1
542038	ZMM24	1
542040	ZMM31	1
542041	M4	1
542042	MADS1	1
542043	ZMM6	1
542044	M26	1
542045	PCO115876	1
542046	PRPL35-1	1
542047	EBE2	1
542049	TGZ21	1
542050	UNCHARACTERIZED PROTEIN LOC542050	1
542051	NS1	1
542053	KCH4	1
542055	CL5290_1	1
542056	CKO3	1
542057	X34.3	1
542058	A4	1
542059	XTH1	1
542060	ET5	1
542061	MLO2	1
542062	MLO4	1
542064	MLO6	1
542065	MLO8	1
542066	MBD101	1
542067	DNA METHYL TRANSFERASE 4	1
542068	MBD105	1
542069	MBD106	1
542070	MBD108	1
542071	MBD111	1
542072	AGPSEMZM	1
542073	AOX1	1
542074	AOX1	1
542075	FIE1	1
542076	FIE2	1
542077	VPE1	1
542080	KIP1	1
542081	SIG3	1
542082	MET1	1
542083	HAT1	1
542084	NFC104A	1
542085	UNCHARACTERIZED PROTEIN LOC542085	1
542086	BRK1	1
542087	NFC101	1
542089	SDG118	1
542090	UNCHARACTERIZED PROTEIN LOC542090	1
542091	SUS2	1
542092	NRT2	1
542093	NIT2	1
542094	ROP9	1
542095	ISO3	1
542096	UNCHARACTERIZED PROTEIN LOC542096	1
542097	BD1	1
542098	ZFL1	1
542099	GPM455	1
542101	LEGUMIN-LIKE PROTEIN	1
542102	SET DOMAIN PROTEIN SDG111	1
542104	ARK	1
542105	GCK-LIKE KINASE MIK	1
542106	LOP1	1
542107	FRK1	1
542108	FRK2	1
542112	GTE102	1
542113	NFA101	1
542114	PCO116691	1
542115	GLX1	1
542117	BX1	1
542118	CAF1	1
542123	SMH3	1
542124	SMH6	1
542125	SMH4	1
542126	PSBS1	1
542127	UDP-GLUCOSE-4-EPIMERASE	1
542128	YAB14	1
542130	YAB9	1
542131	NRP1	1
542132	CL4939_2	1
542136	ACO31	1
542137	ACCO20	1
542139	CESA11	1
542142	S6K	1
542143	MPK6	1
542144	SIMK1	1
542145	KCH3	1
542146	DRH1	1
542147	NS2	1
542150	AOS1	1
542151	AOC1	1
542152	TLK2	1
542154	GL1	1
542156	UNCHARACTERIZED PROTEIN LOC542156	1
542158	THA8	1
542159	PCO119463	1
542162	PLC	1
542163	HPL1	1
542164	ELM1	1
542165	AN2	1
542166	PCO063262	1
542168	AY109712	1
542169	UNCHARACTERIZED PROTEIN LOC542169	1
542170	PUTATIVE UBIQUITIN-CONJUGATING ENZYME FAMILY	1
542172	UNCHARACTERIZED LOC542172	1
542176	GPM803B	1
542177	PK	1
542180	PHT1	1
542184	ERF1	1
542186	BA1	1
542188	BZIP1	1
542189	SALT-INDUCIBLE PUTATIVE PROTEIN SERINE/THREONINE/TYROSINE KINASE	1
542190	UNCHARACTERIZED PROTEIN LOC542190	1
542191	TIDP2941	1
542193	EXPRESSED PROTEIN DH12	1
542194	IDP1950	1
542195	BET V I ALLERGEN	1
542197	INDETERMINATE-RELATED PROTEIN 10	1
542198	AI987507	1
542202	SENESCENCE-ASSOCIATED PROTEIN DH	1
542206	MCM6	1
542208	MBD115	1
542209	ME4	1
542211	CL3114_1(600)	1
542212	SSU1	1
542213	PSEI1	1
542214	GLN4	1
542215	GLN3	1
542220	GDH1	1
542221	CL122_1	1
542224	CDPK1	1
542225	CDPK*-D84508	1
542226	CALCIUM-DEPENDENT PROTEIN KINASE	1
542227	CALCIUM-DEPENDENT PROTEIN KINASE	1
542228	CL1856_2(520)	1
542229	CL1856_1	1
542230	CAT2	1
542232	ABP1	1
542233	ME3	1
542237	OHP2	1
542238	AE1	1
542240	TBP1	1
542241	TBP2	1
542244	ZAG1	1
542246	TS2	1
542247	SUS1	1
542248	TUA5	1
542249	UMC1175	1
542250	MSU2(IAGLU)	1
542251	DHN2	1
542252	MAS1	1
542253	AN1	1
542255	RS1	1
542256	BDE1	1
542257	ZAP1	1
542258	PAL3	1
542260	SOD2	1
542261	ALD1	1
542262	GZ16	1
542263	OLE1	1
542267	CSU849(ATPB)	1
542269	PRH1	1
542270	CDC2	1
542277	NBP1	1
542280	ESP5	1
542291	GRF1	1
542292	MGS1	1
542293	HSP18A	1
542294	ABP4	1
542298	60S RIBOSOMAL PROTEIN L10	1
542299	SIP1	1
542301	HIS2B5	1
542303	MHA1	1
542304	ABA1	1
542305	CYC3	1
542307	CYC1	1
542310	GBP2	1
542311	GST2	1
542312	XET1	1
542313	PHI1	1
542314	INCW1	1
542315	SBE1	1
542316	ENO2	1
542319	ACC1	1
542320	LHCB5-2	1
542321	LHCB6	1
542323	ARPP2A	1
542325	ZAG2	1
542326	OV23	1
542328	VPP1	1
542331	ME2	1
542332	LPE1	1
542333	GAPC3	1
542334	ADSS1	1
542336	CYC2	1
542337	ARPP2A-2	1
542339	ARPP3	1
542340	ARPP2B	1
542341	RPS8	1
542343	PHOSPHOLIPID TRANSFER PROTEIN PRECURSOR	1
542344	PPT2	1
542348	TIF-4A3	1
542349	PHYS11	1
542351	KAPP	1
542352	PRP4	1
542353	DOF ZINC FINGER PROTEIN PBF	1
542354	KIK1	1
542355	HDT103	1
542356	MEK1	1
542357	MAGI81248	1
542358	PHOSPHOGLUCOMUTASE	1
542358	CYTOPLASMIC 2	2
542359	GL8	1
542360	NRX1	1
542363	ADH1	1
542364	ADH2	1
542365	SH-1	1
542366	GST1	1
542367	GLYCERALDEHYDE-3-PHOSPHATE DEHYDROGENASE 1	1
542367	CYTOSOLIC	2
542368	GPA1	1
542371	HRGP	1
542373	DHN1	1
542374	MDH6	1
542375	O2	1
542376	PDC1	1
542378	PTK1	1
542379	DPS1	1
542380	TIDP2849	1
100193833	LHCB7	1
542384	ESP1	1
542385	HIS1	1
542386	ANT1	1
542387	PGL1	1
542388	SAF1	1
542389	ANT2	1
542393	PEP4	1
542394	OBF1	1
542395	TUBA3	1
542396	YPT2	1
542400	GLN2	1
542401	GLN5	1
542406	HOX1A	1
542407	OBF3.2	1
542408	SCI1	1
542409	PRF1	1
542410	PRF2	1
542411	PRF3	1
542414	GLU1	1
542415	CALM1	1
542416	TUB3	1
542417	TUB4	1
542418	TUBB5	1
542424	TUBG2	1
542425	PCNA1	1
542427	AUX2	1
542430	ADF1	1
542432	MTL1	1
542434	INRA1(TMP)	1
542436	TUBG1	1
542438	CYS2	1
542444	RPL39	1
542445	ADF3	1
542446	ANX2	1
542449	RPS21B	1
542450	EIF5	1
542451	CCP2	1
542452	KCH5	1
101027116	GRP3	1
542454	RP-P0	1
542455	HMG3	1
542458	40S RIBOSOMAL SUBUNIT PROTEIN S21	1
542459	FDH1	1
542460	CKA2	1
542462	PME1	1
542463	CNCR1	1
542464	AP1	1
542466	MEMBP-1A	1
542467	PRCW1	1
542468	OCL1	1
542469	HCF60	1
542470	IJ1	1
542472	AMYB5	1
542473	PCO116159A	1
542475	MTL2	1
542476	APX2	1
542477	BETL1C	1
542478	PSB29	1
542479	PEP7	1
542480	NAS1	1
542482	CSY1	1
542483	PYRUVATE DEHYDROGENASE E1 BETA SUBUNIT	1
542484	SIG6	1
542487	LG3	1
542488	RS2	1
542490	GST16	1
542491	GST35	1
542493	GLK13	1
542494	SBIP1A	1
542495	LOX3	1
542496	CSU658(MAM)	1
542497	NIP2-3	1
542498	LEC1	1
542499	SAT3	1
542500	CENTROMERIC HISTONE H3	1
542501	MBD109	1
542502	TOC34	1
542503	ROP7	1
542504	MCM7	1
542506	ZMM27	1
542507	CKO2	1
542508	MLO3	1
542509	DEK1	1
542510	PCO074668	1
542512	VEF101A	1
542514	CESA12	1
542517	UNCHARACTERIZED PROTEIN LOC542517	1
542518	UNCHARACTERIZED PROTEIN LOC542518	1
542519	PCO108516	1
542520	GLN6	1
542522	ALPHA-AMYLASE PRECURSOR	1
542523	VP1	1
542526	CPK2	1
542528	LG1	1
542529	RPS6	1
542530	LHCB3	1
542531	YPT1	1
542533	CAL2	1
542537	EIF5A	1
542539	GAR1	1
542540	LPA1	1
542542	PHB1	1
542543	GST17	1
542544	PROTEIN KINASE AKINBETAGAMMA-2	1
542545	NFC103	1
542546	GTC102	1
542548	PIS	1
542549	DWF1	1
542550	ISP1	1
542552	RPS11	1
542553	FER1	1
542554	PRPO1	1
542556	GRP5	1
542557	RCPH2	1
542560	PCO103506(726)	1
542561	MIR1	1
542562	GRP	1
542564	CESA2	1
542566	PCO112411B	1
542567	ALDH2	1
542568	CL3393_1	1
542571	POX2	1
542572	EBE1	1
542573	NIT1	1
542576	HSP26	1
542578	PCO072546	1
542580	D3	1
542581	EF1-A	1
542582	TUA6	1
542583	GPN1	1
542584	ADF2	1
542585	CKO1	1
542586	HP1	1
542587	GST7	1
542588	SI946054F08	1
542589	MEATPASE	1
542590	MN1	1
542591	TACS1	1
542592	GPM374	1
542595	PCO093572	1
542596	HP3	1
542597	PIIP1	1
542598	MDH5	1
542599	GPT	1
542600	UBC7	1
542601	TIF5A	1
542602	HSP22	1
542603	PDLK2	1
542604	ZDS1	1
542606	LES22	1
542607	PYRUVATE DEHYDROGENASE E1 BETA SUBUNIT	1
542608	EIF6	1
542609	PCO131778B	1
542617	RPS27	1
542618	ROP2	1
542619	PIP2-5	1
542620	ELFA3	1
542621	MAD2	1
542622	VDAC1A	1
542623	ES4	1
542624	CESA-4	1
542625	PRF5	1
542627	HIR1	1
542628	PCO146174(472)	1
542629	GST9	1
542630	GLUTATHIONE S-TRANSFERASE GST 15	1
542632	PCO061770A	1
542633	SIAF244694B	1
542634	GLUTATHIONE S-TRANSFERASE GST 34	1
542636	HDT102	1
542637	GPM388C	1
542639	CL30708_1	1
542640	RPS6-2	1
542641	PCO066882(728)	1
542642	TAN1	1
542643	NIP2-1	1
542644	PIP2B	1
542646	SBIP2A	1
542647	TIP4D	1
542648	EXPA2	1
542649	EXPB7	1
542650	DFR1	1
542651	PDC2	1
542652	Z1D_4	1
542653	PCO117817(260)	1
542654	NFA104	1
542658	NFD101	1
542659	MEZ2	1
542661	SUCROSE-PHOSPHATASE 2	1
542662	SDG110A	1
542663	CAD	1
542664	PK3	1
542665	SBP4	1
542667	KDS1	1
542669	BAP1-B	1
542671	LRK1	1
542672	MLO1	1
542673	MLO7	1
542675	FEA2	1
542676	AOX3	1
542677	UNCHARACTERIZED PROTEIN LOC542677	1
542678	SET102	1
542679	ISOAMYLASE-TYPE STARCH DEBRANCHING ENZYME ISO2	1
542680	PCO139601B	1
542682	CAF2	1
542683	SMH6	1
542684	GLA3	1
542685	CESA10	1
542687	SNRK1	1
542688	TPS6	1
542689	IDP70	1
542690	PCO116062	1
103643291	14-3-3-LIKE PROTEIN	1
542694	THIOESTERASE FAMILY PROTEIN	1
542695	MSTR1	1
542696	UNCHARACTERIZED PROTEIN	1
542700	LIP15	1
542701	CCP1	1
542702	PLD1	1
542704	OHP1	1
542705	TUB7	1
542706	ZRP4	1
542707	CPN60II	1
542709	ZAG5	1
542710	FGS1	1
542711	SPS1	1
542714	THI1	1
542715	THI2	1
542716	LHCB5	1
542717	IRL1	1
542718	GAPC2	1
542719	ARPP1A	1
542720	PR-5	1
542721	PHOSPHOGLUCOMUTASE	1
542721	CYTOPLASMIC 1	2
542722	SOD4	1
542723	HSP18F	1
542725	GRP1	1
542726	RPS13	1
542733	SAM2	1
542735	CNCR2	1
542736	CPNA	1
542737	AGP2	1
542738	ROA2	1
542739	ROP4	1
542740	GST8	1
542741	NIP1A	1
542744	YAB10	1
542745	SUM1	1
542747	EIF3	1
542748	UMC2618	1
542749	ANNEXIN P33	1
542750	SPR9	1
542751	ORC3	1
542752	BAP-3A	1
542753	CSR1	1
100037765	GEB1	1
542756	GPM638	1
542758	ROP5	1
542759	PDK1	1
542762	CDPK1	1
542763	UNCHARACTERIZED PROTEIN LOC542763	1
542764	SOD3	1
542765	YPTM3	1
606400	Z1A1_2	1
606401	Z1B_6	1
606402	Z1C1_7	1
606403	GALACTINOL SYNTHASE 1	1
606405	GOLS2	1
606406	A2	1
606407	CDPK	1
606408	PTI1	1
606409	PDIL1-1	1
606410	PDI2	1
606411	PDI3	1
606412	PDI4	1
606413	PDI6	1
606414	PDI7	1
606415	PDIL5-1	1
606416	PDI10	1
606417	PDI12	1
606418	PDI5	1
606419	APRL1	1
606420	APRL3	1
606421	APRL5	1
606422	APRL6	1
606423	APRL8	1
606424	QSOX1	1
606425	SGR1	1
606426	SGR2	1
606427	PPCK2	1
606428	PPCK3	1
606429	PPCK4	1
606431	ALKALINE ALPHA GALACTOSIDASE 3	1
606432	PHT6	1
606439	ESR6	1
606440	CKI1	1
606441	CL528_-1	1
606443	BETAINE ALDEHYDE DEHYDROGENASE	1
606444	HPPD1	1
606445	PGLCAT2	1
606448	TIDP3362	1
606449	P5CR	1
606450	TRXH1	1
606456	PCO061287(609)	1
606457	LPA3	1
606461	SGO1	1
606464	AGA2	1
606465	WPK1	1
606469	PSK1	1
606470	IDP2409	1
606471	DER2	1
606472	DER4	1
606473	ACHE1	1
606476	APRL4	1
606478	PDI11	1
606479	PDI8	1
103647705	APRL2	1
606481	APRL7	1
606482	APRL9	1
606485	MRPR1	1
606486	PGLCAT7	1
606487	UNCHARACTERIZED PROTEIN LOC606487	1
606488	UMI11	1
677667	SI603015D01B	1
732715	WC1	1
732716	PHT2	1
732717	PHT7	1
732718	PHT12	1
732720	HB2	1
732721	PK8-A	1
100502331	AUTOPHAGY PROTEIN 9	1
732723	RBR3	1
732725	IDP3803	1
732726	SI486077G03	1
732727	DUAL-SPECIFICITY PROTEIN-LIKE PHOSPHATASE 4	1
732728	ATG5	1
732730	AFD1	1
732731	OPR3	1
732732	OPR4	1
732733	OPR6	1
732734	OPR8	1
732735	GPM309	1
732737	PROTEIN RIK	1
732738	WRKY1	1
732739	LBD6	1
732740	PCO067871	1
732742	A4LEA	1
732743	SPESYN	1
732744	STV2	1
732746	XT1	1
732748	CL25041_1A	1
732749	RH2	1
732750	GPM859	1
732751	TPS10	1
732755	PSEI8	1
732756	KNOX7	1
732757	GUANYLYL CYCLASE-LIKE PROTEIN	1
732758	TPS2	1
732759	TPS3	1
732760	MYB2	1
732761	HK1A2	1
732762	GPM791	1
732768	SI687066E03	1
732769	SYMRK	1
732771	GPM509	1
732772	EXOPOLYGALACTURONASE PRECURSOR	1
732773	CYCLIN D5	1
732773	2	2
732774	RA3	1
732775	HYD1	1
732776	PCO064579	1
732777	BHLH TRANSCRIPTION FACTOR PTF1	1
732778	SFR2	1
732779	PENTATRICOPEPTIDE REPEAT PROTEIN	1
732781	TERT	1
732783	DIP1	1
732784	UMC1147	1
732785	PCO142971	1
732786	LAC2	1
732788	DBP1C	1
732789	VTE2-1	1
732790	HCF106	1
732792	CRP1	1
732793	BSD2	1
732794	UNCHARACTERIZED PROTEIN LOC732794	1
732795	STC1	1
732797	ATG6	1
732800	BZ1	1
732801	GLB1	1
732804	BT1	1
732806	RF2	1
732807	GLU2	1
732808	BIP1	1
732809	BIP2	1
732810	LON2	1
732811	ENO1	1
732812	ARF1	1
732814	MSH1	1
732815	OPR1	1
732816	BTH1	1
732818	LPA2	1
732819	VP14	1
732820	LON1	1
732822	OPR2	1
732824	CCAMK	1
732825	HYD3	1
732827	PUTATIVE WOUND RESPONSIVE PROTEIN	1
732829	OPR5	1
732830	OPR7	1
732831	PCO105881	1
732834	UMC2217	1
732835	HK1B2	1
732837	CL364_1	1
732839	LAC3	1
732840	LEM1	1
732841	OY1	1
732843	HOX1B	1
732844	PLS1	1
732845	HM1	1
732847	LAC5	1
778428	NAR2.2	1
778429	NRT1.2	1
778432	CMO PROTEIN	1
778434	CORE ALPHA 1	1
778434	3-FUCOSYLTRANSFERASE	2
778435	BK2	1
778437	NAR2.1	1
778438	PCO107390	1
778439	DMAS1	1
100037748	ELFA2	1
100037755	R2R3 MYB TRANSCRIPTION FACTOR MYB-IF25	1
100037760	MRPA1	1
100037763	DER1.1	1
100037764	AGAMOUS	1
100037767	PSEI6	1
100037768	MYB31	1
100037774	TIDP3317	1
100037776	PPT1	1
100037778	HSP18C	1
100037781	ESR1	1
100037784	PTI1D	1
100037785	UNCHARACTERIZED PROTEIN LOC100037785	1
100037786	WUS1	1
100037787	WUS2	1
100037791	UNCHARACTERIZED PROTEIN LOC100037791	1
100037792	CDA1	1
100037793	CDA2	1
100037794	CL562_1(160)	1
100037796	PUTATIVE PROTEIN KINASE	1
100037797	MIPS2	1
100037798	BK2L4	1
100037799	BK2L6	1
100037800	BK2L7	1
100037801	BK2L8	1
100037802	LOX2	1
100037803	LOX4	1
100037804	LOX5	1
100037805	LOX6	1
100037806	LOX9	1
100037807	LOX7	1
100037809	LOX10	1
100037810	LOX11	1
100037812	PCO147797A	1
100037813	IDP370	1
100037814	UMC1246	1
100037815	MAGI50422	1
100037816	IAL1	1
100037818	SMU2	1
100037819	RGD1	1
100037820	PCO075778	1
100037821	YUC	1
100037822	MAIT	1
100037824	CYSTEINE PROTEASE COMPONENT OF PROTEASE-INHIBITOR COMPLEX PRECURSOR	1
100037826	RLD2	1
100037828	BK2L5	1
100037829	LOX12	1
100037830	PER1	1
100038318	Z1C1_8	1
100101505	ES2	1
542760	BZ15	1
100101512	MYB39	1
100101513	MYB42	1
100101525	PSEI2	1
100101526	STARCH SYNTHASE IIB-2 PRECURSOR	1
100101527	STARCH SYNTHASE IIIB-1 PRECURSOR	1
100101528	STARCH SYNTHASE IIIB-2 PRECURSOR	1
100101531	PLASTID ADP-GLUCOSE PYROPHOSPHORYLASE LARGE SUBUNIT	1
100101532	RBOHC	1
100101533	PCO073925	1
100101535	GRF1	1
100101536	GRF3	1
100101537	AY109917	1
100101538	GRF5	1
100101539	GRF6	1
100101540	CL53605_1	1
100101542	GRF10C	1
100101543	TIDP3466	1
100101544	AY104234	1
100101545	GIF2	1
100101546	TIDP3215	1
100101548	RTCS1	1
100101549	RTCL1	1
100125634	MEG2	1
100125635	MYB8	1
100125639	PER70	1
100125640	PCO080442	1
100125641	GRF7	1
100125642	SI606013H03	1
100125643	PCO092050	1
100125644	CL52038_1	1
100125645	UMC2504	1
100125646	COMT	1
100125647	MFSP	1
100125648	MRE11B	1
100125649	TPS26	1
100125650	BIF2	1
542390	NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT B	1
100126363	CL9911_2	1
100125653	RIF1	1
100125654	RNC1	1
100125655	TIDP3100	1
100125656	PL3K2	1
100125657	AGPLS3	1
100125658	UMC1760	1
100125659	MRP4	1
100126360	CFM3	1
100126361	PPR5	1
100126364	FLOURY1	1
100126430	APT1	1
100126542	H+-TRANSLOCATING PYROPHOSPHATASE	1
103638861	HSCF1	1
100126887	CYP8	1
100126898	KIN1	1
541682	SMT	1
100126901	FCR2	1
100126972	R-S	1
100127010	A2	1
100127014	HSBP1	1
100127016	SBP1	1
100127017	RAS1	1
100127494	RAB2	1
100127507	ASR PROTEIN	1
100127508	PCO106687	1
100127509	CL798_1	1
100127510	DIACYLGLYCEROL KINASE 3	1
100127511	WOX3A	1
100127513	ZCN2	1
100127514	ZCN3	1
100127515	ZCN4	1
100127516	ZCN5	1
100127517	ZCN6	1
100127518	ZCN7	1
100127519	ZCN8	1
100127520	ZCN9	1
100127521	ZCN10	1
100127522	GPM811	1
100127523	ZCN14	1
100127524	CL846_1	1
100127525	ZCN16	1
100127526	ZCN17	1
100127528	ZCN19	1
100127530	UNCHARACTERIZED PROTEIN LOC100127530	1
100127532	AN110	1
100127534	TIDP3061	1
100127535	AN17	1
100127538	ZCN11	1
100127539	GPM849	1
100127541	UMC1987A	1
100135422	CL37957_1	1
542686	PSY2	1
100136826	PHOSPHATIDYLINOSITOL SYNTHASE 2	1
100136827	PHOSPHOINOSITIDE-SPECIFIC PHOSPHOLIPASE C	1
100136828	STARCH SYNTHASE IIC PRECURSOR	1
100136878	SBE3	1
100136879	ERD4	1
100136882	Y1	1
100136884	PTO1	1
100136885	PCO095461	1
100141385	CBL-INTERACTING PROTEIN KINASE	1
100144300	UNCHARACTERIZED PROTEIN LOC100144300	1
100147731	BX7	1
100147734	PCO103778A	1
100147735	FTSH2B	1
100147736	CONZ1	1
100147737	WRKY	1
100147738	VP8	1
542761	SH2	1
100158226	IPT5	1
100158230	IPT4	1
100158231	IPT1	1
100170234	PCO089012	1
100170235	GPM491	1
100170236	STARCH SYNTHASE IV	1
100170237	PCO064225	1
100170239	TREHALOSE-6-PHOSPHATE SYNTHASE	1
100170241	PCO141288	1
100170242	UMC1746	1
100170244	SINA6	1
100170245	SINA2	1
100170246	HEX2	1
100170247	MBD117	1
100170248	HEXOSE TRANSPORTER	1
100170249	BT2A	1
100170250	STARCH SYNTHASE V	1
100170665	NAC1	1
100174970	IPT	1
100174971	UNCHARACTERIZED PROTEIN LOC100174971	1
100174972	DHURRINASE-LIKE B-GLUCOSIDASE	1
100191140	PORPHOBILINOGEN DEAMINASE	1
100191141	JASMONATE-INDUCED PROTEIN	1
100191142	UNCHARACTERIZED LOC100191142	1
100191143	PCO099852B	1
100191144	UNCHARACTERIZED PROTEIN LOC100191144 PRECURSOR	1
100191145	PUTATIVE THIOREDOXIN SUPERFAMILY PROTEIN	1
100191146	CL10007_1B	1
100191148	PCO080890	1
100191149	UNCHARACTERIZED PROTEIN LOC100191149	1
100191150	PCO101267	1
100191151	UNCHARACTERIZED PROTEIN LOC100191151 PRECURSOR	1
100191152	UMC2734	1
100191153	UNCHARACTERIZED PROTEIN LOC100191153	1
100191154	PCO108605	1
100191155	CL19610_1(367)	1
100191156	SC32	1
100191157	UNCHARACTERIZED PROTEIN LOC100191157	1
